accession	cohort	v5_completeness	v5_contamination	checkm2_completeness	checkm2_contamination	total_bp	n_contigs	classified_bp	unclassified_pct	orig_phylum_dominant	orig_phylum_dominant_pct	orig_phylum_contam_pct	orig_n_phyla	strict_phylum_dominant	strict_phylum_dominant_pct	strict_phylum_contam_pct	strict_n_phyla	strict_qualifying_bp	strict_qualifying_bp_frac	strict_n_qualifying_contigs	total_kmers	informative_kmers	informative_kmer_density	mean_contig_confidence_bpw	asm_total_bp	asm_n_contigs	asm_n50	asm_gc_pct
GCA_053526915.1	disagreement_141	85.60852	1.855737	99.66	0.2	1618686	90	1377941	14.873	Campylobacterota	27.585	33.274	8	unresolved			0	0	0.0	0	1615626	610	0.000378	0.000226	1618686	90	28566	36.871
GCA_054012295.1	agree_clean	99.919785	0.003105402	99.97	0.0	1805196	35	1770131	1.942	Campylobacterota	70.615	14.141	4	unresolved			0	0	0.0	0	1804006	679	0.000376	0.00011	1805196	35	100355	47.263
GCA_054019635.1	v5hq_only	99.87957	4.9490542	93.87	5.01	2655696	412	1819788	31.476	Bacteroidota	44.418	20.728	13	unresolved			0	0	0.0	0	2641688	1624	0.000615	0.000488	2655696	412	8475	30.418
GCA_054040315.1	disagreement_141	99.80986	17.307032	95.33	0.47	991928	77	784390	20.923	Bacillota	17.879	46.452	8	unresolved			0	0	0.0	0	989310	333	0.000337	0.000289	991928	77	23654	30.651
GCA_054186275.1	disagreement_141	76.78789	3.7255168	93.27	0.0	1766851	125	1356082	23.249	Bacteroidota	37.92	18.574	7	unresolved			0	0	0.0	0	1761360	544	0.000309	0.000252	1766851	125	25398	42.129
GCA_054297525.1	v5hq_only	99.953384	1.0787129	89.96	1.47	2221251	239	1390900	37.382	Bacillota	30.714	24.07	15	unresolved			0	0	0.0	0	2213125	734	0.000332	0.000356	2221251	239	12695	40.968
GCA_054320415.1	agree_clean	99.939545	0.22681952	93.37	3.23	9217369	528	8561238	7.118	Pseudomonadota	29.255	47.418	16	unresolved			0	0	0.0	0	9199417	5529	0.000601	0.000304	9217369	528	21067	67.584
GCA_054602775.1	disagreement_141	93.534775	5.8497963	97.97	0.54	2177818	73	2132828	2.066	Pseudomonadota	37.242	40.254	5	unresolved			0	0	0.0	0	2175116	1614	0.000742	0.000255	2177818	73	40805	61.665
GCA_055082815.1	agree_clean	99.749985	0.20712614	95.08	3.2	5955880	149	5796951	2.668	Pseudomonadota	37.495	41.333	11	unresolved			0	0	0.0	0	5950814	3268	0.000549	0.000191	5955880	149	56105	66.569
GCA_055133495.1	v5hq_only	98.62018	0.38756728	87.14	0.25	2268131	87	2188988	3.489	Pseudomonadota	85.145	6.06	7	unresolved			0	0	0.0	0	2265173	1660	0.000733	0.000297	2268131	87	40928	40.071
GCA_055874565.1	agree_clean	99.82025	2.6424587	99.18	0.02	4232040	73	4158670	1.734	Pseudomonadota	30.344	45.641	10	unresolved			0	0	0.0	0	4229558	1556	0.000368	0.000141	4232040	73	84836	55.348
GCA_055896255.1	agree_clean	97.288605	0.39580762	95.04	1.88	2879004	100	2688064	6.632	Pseudomonadota	28.706	46.865	11	unresolved			0	0	0.0	0	2875516	956	0.000332	0.000199	2879004	100	41654	61.345
GCA_055896775.1	v5hq_only	90.15154	0.0	56.89	0.35	1530355	102	999595	34.682	Pseudomonadota	22.237	34.506	11	unresolved			0	0	0.0	0	1526623	317	0.000208	0.000249	1530355	102	17931	48.129
GCA_055962315.1	disagreement_141	95.67377	50.675446	97.96	0.04	3310086	42	3135240	5.282	Pseudomonadota	46.42	15.202	7	unresolved			0	0	0.0	0	3308658	888	0.000268	0.000114	3310086	42	116990	50.784
GCA_900540455.1	agree_clean	97.659836	0.13589859	94.96	0.1	2304686	71	2290476	0.617	Bacillota	99.221	0.162	2	unresolved			0	0	0.0	0	2302272	7252	0.00315	0.000376	2304686	71	56556	58.189
GCA_900768675.1	agree_clean	99.95923	0.05055666	91.07	3.18	2266394	255	1329690	41.33	Bacillota	24.12	24.287	11	unresolved			0	0	0.0	0	2257724	669	0.000296	0.000402	2266394	255	11681	46.813
GCA_902463845.1	agree_clean	99.83244	1.5416235	96.54	0.72	4988607	373	3469547	30.451	Pseudomonadota	24.747	32.22	15	unresolved			0	0	0.0	0	4975925	1085	0.000218	0.000237	4988607	373	20679	52.208
GCA_902474065.1	v5hq_only	99.96513	2.2427468	95.22	5.31	2180868	220	1393528	36.102	Pseudomonadota	19.61	36.138	12	unresolved			0	0	0.0	0	2173388	460	0.000212	0.000239	2180868	220	15504	44.185
GCA_902475725.1	v5hq_only	99.80942	1.0991305	85.41	1.41	2556781	84	2386389	6.664	Bacillota	29.696	35.885	5	unresolved			0	0	0.0	0	2553925	1451	0.000568	0.000282	2556781	84	50031	55.877
GCA_902483105.1	agree_clean	99.80503	0.09149313	99.24	0.02	2929430	95	2780216	5.094	Bacteroidota	53.235	28.973	9	unresolved			0	0	0.0	0	2926200	1526	0.000521	0.000225	2929430	95	42023	53.805
GCA_902636375.1	agree_clean	97.9107	0.37278533	97.63	0.11	1191137	222	1188140	0.252	Pseudomonadota	99.748	0.0	1	unresolved			0	0	0.0	0	1183589	27151	0.02294	0.001623	1191137	222	7620	35.071
GCA_902757675.1	agree_clean	99.94302	0.9060025	99.93	1.11	3047119	21	3044693	0.08	Bacteroidota	48.482	34.863	3	unresolved			0	0	0.0	0	3046258	1114	0.000366	6.6e-05	3047119	21	221010	48.818
GCA_902776905.1	agree_clean	99.85149	1.1238962	95.45	0.25	3013282	21	2981797	1.045	Bacteroidota	95.25	1.589	2	unresolved			0	0	0.0	0	3012424	1361	0.000452	0.000102	3013282	21	254085	42.162
GCA_902779555.1	v5hq_only	99.96208	0.26676953	84.68	0.81	3159245	62	3131475	0.879	Bacteroidota	68.515	10.966	5	unresolved			0	0	0.0	0	3156823	1768	0.00056	0.000204	3159245	62	75568	55.219
GCA_902782995.1	v5hq_only	97.807785	0.0011086464	83.75	0.99	2261275	182	1969068	12.922	Bacillota	73.788	7.036	7	unresolved			0	0	0.0	0	2255087	1555	0.00069	0.000344	2261275	182	17872	44.697
GCA_902784765.1	agree_clean	99.96105	1.6389608	91.3	0.93	2754885	268	2093101	24.022	Bacillota	28.486	36.746	13	unresolved			0	0	0.0	0	2744367	1547	0.000564	0.00037	2754885	268	14109	58.413
GCA_902797625.1	disagreement_141	75.634384	1.0822743	95.18	0.1	1811845	139	1382827	23.679	Bacteroidota	33.996	29.885	9	unresolved			0	0	0.0	0	1807119	548	0.000303	0.000249	1811845	139	19595	35.11
GCA_903829475.1	agree_clean	99.94342	0.52413344	100.0	2.69	4243950	275	4068143	4.143	Pseudomonadota	87.582	4.941	9	unresolved			0	0	0.0	0	4234600	5725	0.001352	0.000335	4243950	275	27476	65.111
GCA_903852135.1	disagreement_141	84.78137	0.57608485	94.4	4.85	1480201	237	1469391	0.73	Pseudomonadota	99.27	0.0	1	unresolved			0	0	0.0	0	1472143	31166	0.02117	0.017825	1480201	237	8694	46.42
GCA_903854505.1	agree_clean	99.871864	1.3348728	98.57	2.96	3680408	53	3615050	1.776	Pseudomonadota	85.233	5.856	7	unresolved			0	0	0.0	0	3678606	1374	0.000374	9.5e-05	3680408	53	231589	57.869
GCA_903858585.1	agree_clean	99.64584	3.003326	96.45	0.65	4847558	154	4400563	9.221	Pseudomonadota	36.701	32.151	8	unresolved			0	0	0.0	0	4842322	1520	0.000314	0.00015	4847558	154	78039	49.905
GCA_903867375.1	v5hq_only	93.36795	0.6168544	86.99	3.32	1294055	261	702661	45.701	Actinomycetota	31.683	19.671	8	unresolved			0	0	0.0	0	1285181	555	0.000432	0.000592	1294055	261	6082	46.424
GCA_903876885.1	v5hq_only	99.91774	0.4836768	67.18	0.48	2222044	116	1829113	17.683	Pseudomonadota	53.939	12.298	6	unresolved			0	0	0.0	0	2218100	768	0.000346	0.000226	2222044	116	37159	43.935
GCA_903878475.1	agree_clean	91.87286	0.07328093	100.0	1.0	2852283	245	2317319	18.756	Bacteroidota	52.096	15.944	9	unresolved			0	0	0.0	0	2843953	1345	0.000473	0.000343	2852283	245	17427	42.9
GCA_903887525.1	agree_clean	98.945175	2.5314152	99.87	2.54	7270480	284	6938454	4.567	Pseudomonadota	40.287	42.672	11	unresolved			0	0	0.0	0	7260824	3886	0.000535	0.000191	7270480	284	51306	69.402
GCA_903898695.1	disagreement_141	99.6242	9.661332	97.81	0.96	4787948	95	4632306	3.251	Pseudomonadota	40.174	27.381	9	unresolved			0	0	0.0	0	4784718	1591	0.000333	0.000133	4787948	95	89749	61.016
GCA_903899585.1	agree_clean	99.96644	1.1785954	100.0	1.83	1892871	240	1283322	32.202	Bacteroidota	24.048	36.242	13	unresolved			0	0	0.0	0	1884711	705	0.000374	0.000407	1892871	240	13105	53.422
GCA_903901325.1	agree_clean	99.95869	0.5975932	94.78	0.03	2326884	95	2081007	10.567	Bacillota	21.021	49.319	8	unresolved			0	0	0.0	0	2323654	578	0.000249	0.000149	2326884	95	44649	42.448
GCA_903908245.1	agree_clean	99.83391	0.9433329	93.81	0.26	2159815	34	2108518	2.375	Pseudomonadota	25.466	26.057	6	unresolved			0	0	0.0	0	2158659	579	0.000268	0.000176	2159815	34	80993	52.298
GCA_903948385.1	agree_clean	95.98978	0.046172738	91.88	2.19	3234338	648	1963869	39.281	Verrucomicrobiota	20.709	31.707	16	unresolved			0	0	0.0	0	3212306	2082	0.000648	0.00066	3234338	648	6352	61.441
GCA_903952265.1	disagreement_141	54.315018	0.11792183	97.61	0.0	571808	2	571808	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	571740	171	0.000299	1.8e-05	571808	2	333063	36.693
GCA_905182275.1	agree_clean	95.56537	0.011172891	90.94	0.17	2017503	88	1764096	12.56	Pseudomonadota	72.333	11.324	6	unresolved			0	0	0.0	0	2014511	810	0.000402	0.000213	2017503	88	34914	46.067
GCA_905198135.1	agree_clean	99.68858	0.9375721	97.43	1.85	1689097	44	1653318	2.118	Bacillota	60.28	18.604	8	unresolved			0	0	0.0	0	1687601	971	0.000575	0.000195	1689097	44	63066	28.096
GCA_905198875.1	agree_clean	99.94942	0.40293932	99.99	0.39	3625935	48	3622057	0.107	Bacteroidota	99.893	0.0	1	unresolved			0	0	0.0	0	3624303	66390	0.018318	0.0128	3625935	48	134584	48.787
GCA_905373265.1	agree_clean	99.91494	0.39080977	99.59	0.08	2955558	89	2944855	0.362	Bacteroidota	98.682	0.956	4	unresolved			0	0	0.0	0	2952532	50549	0.017121	0.009765	2955558	89	64723	38.517
GCA_910577175.1	agree_clean	99.95828	1.1068612	99.77	2.14	3142315	29	3135049	0.231	Bacillota	88.713	0.447	2	unresolved			0	0	0.0	0	3139989	1051	0.000335	9.3e-05	3142315	29	203908	47.543
GCA_910577855.1	agree_clean	99.980095	2.0398111	95.61	0.07	2953134	85	2866451	2.935	Bacillota	73.608	15.428	7	unresolved			0	0	0.0	0	2949706	1215	0.000412	0.000149	2953134	85	59439	42.87
GCA_910578655.1	v5hq_only	93.1002	0.46265423	88.74	3.14	1749860	138	1071692	38.756	Bacillota	16.79	33.19	9	unresolved			0	0	0.0	0	1740334	338	0.000194	0.000259	1749860	138	20948	43.272
GCA_913048195.1	v5hq_only	94.848236	0.08358657	88.54	1.91	3080218	368	3026283	1.751	Pseudomonadota	98.171	0.078	2	unresolved			0	0	0.0	0	3067706	46138	0.01504	0.013855	3080218	368	11138	58.281
GCA_913057135.1	agree_clean	99.651344	0.16030967	98.5	0.03	2857914	103	2637657	7.707	Pseudomonadota	84.469	5.551	7	unresolved			0	0	0.0	0	2854412	1713	0.0006	0.00023	2857914	103	57034	55.258
GCA_913057855.1	agree_clean	99.91008	0.5525589	99.75	0.0	4379164	83	4337591	0.949	Pseudomonadota	98.351	0.614	2	unresolved			0	0	0.0	0	4376342	8038	0.001837	0.000261	4379164	83	109962	58.773
GCA_913061305.1	agree_clean	91.350494	1.4734298	99.59	0.05	2680786	16	2678194	0.097	Pseudomonadota	98.213	0.382	2	unresolved			0	0	0.0	0	2680242	2630	0.000981	0.000341	2680786	16	327643	54.279
GCA_919901925.1	agree_clean	99.707184	3.8915367	90.75	3.37	1788000	201	1172296	34.435	Pseudomonadota	16.519	39.106	14	unresolved			0	0	0.0	0	1777420	400	0.000225	0.000242	1788000	201	15479	43.281
GCA_934202235.1	disagreement_141	79.70908	0.111055374	99.85	0.64	1616150	75	1540966	4.652	Bacillota	68.188	20.388	6	unresolved			0	0	0.0	0	1613600	867	0.000537	0.000226	1616150	75	28576	48.661
GCA_934294665.1	agree_clean	99.890335	0.46296716	100.0	0.79	1481515	15	1479768	0.118	Pseudomonadota	56.671	12.984	5	unresolved			0	0	0.0	0	1481005	517	0.000349	9.8e-05	1481515	15	161989	41.075
GCA_934838595.1	agree_clean	99.942	3.1689405	94.19	0.52	2268677	130	1899579	16.269	Pseudomonadota	18.941	45.82	11	unresolved			0	0	0.0	0	2261695	929	0.000411	0.000258	2268677	130	32387	56.199
GCA_934841885.1	agree_clean	99.77867	0.22298396	94.23	1.81	2557042	61	2550909	0.24	Bacillota	99.76	0.0	1	unresolved			0	0	0.0	0	2553943	39286	0.015382	0.012573	2557042	61	71482	44.487
GCA_934876215.1	agree_clean	99.56044	0.30352473	98.14	0.18	2390799	48	2300420	3.78	Bacillota	81.732	5.257	3	unresolved			0	0	0.0	0	2388989	1854	0.000776	0.000156	2390799	48	119964	58.535
GCA_937870855.1	disagreement_141	69.05198	0.4454732	100.0	0.63	3224987	211	2719564	15.672	Bacteroidota	50.168	21.627	10	unresolved			0	0	0.0	0	3217813	1102	0.000342	0.000234	3224987	211	22795	41.781
GCA_937881015.1	agree_clean	99.95352	0.14821589	99.99	0.2	1782169	34	1782169	0.0	Bacillota	100.0	0.0	1	unresolved			0	0	0.0	0	1781013	35843	0.020125	0.012334	1782169	34	95708	37.767
GCA_937897955.1	disagreement_141	73.79252	7.9890103	97.58	3.2	2001936	248	1585585	20.797	Pseudomonadota	72.896	3.335	8	unresolved			0	0	0.0	0	1993504	1823	0.000914	0.00032	2001936	248	24275	59.098
GCA_937900615.1	agree_clean	99.80444	0.2353549	95.35	3.25	2351071	229	1655237	29.596	Bacillota	42.536	19.902	11	unresolved			0	0	0.0	0	2343285	957	0.000408	0.00036	2351071	229	16462	36.273
GCA_937901415.1	agree_clean	99.93098	0.89885294	100.0	0.13	4908699	93	4908699	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	4905537	99707	0.020325	0.004066	4908699	93	256802	53.518
GCA_937919175.1	v5hq_only	95.65639	0.29511154	91.37	5.54	3633561	650	1442092	60.312	Pseudomonadota	23.264	15.755	14	unresolved			0	0	0.0	0	3611461	822	0.000228	0.000432	3633561	650	7022	49.453
GCA_937930455.1	agree_clean	99.275375	4.8735647	99.21	0.37	2488096	52	2480665	0.299	Bacillota	99.701	0.0	1	unresolved			0	0	0.0	0	2486328	5685	0.002287	0.000736	2488096	52	110528	59.477
GCA_937966125.1	agree_clean	99.96088	0.9984046	99.86	0.03	2839122	86	2641638	6.956	Bacillota	41.388	25.239	6	unresolved			0	0	0.0	0	2836198	1233	0.000435	0.000201	2839122	86	70031	44.678
GCA_937996995.1	agree_clean	99.97359	0.58603287	99.85	0.0	4163586	13	4163586	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	4163144	5298	0.001273	0.000317	4163586	13	517405	43.715
GCA_938009135.1	disagreement_141	99.63043	9.431428	97.51	0.64	4169948	165	3530606	15.332	Bacteroidota	33.608	37.986	14	unresolved			0	0	0.0	0	4164338	992	0.000238	0.000167	4169948	165	30004	39.351
GCA_938022355.1	agree_clean	99.701225	0.12657344	95.46	0.24	2025830	147	1576587	22.176	Bacillota	25.811	36.38	13	unresolved			0	0	0.0	0	2020832	1414	0.0007	0.000681	2025830	147	20127	29.958
GCA_938023125.1	agree_clean	99.91267	0.08299053	93.03	0.05	1943769	21	1933379	0.535	Bacteroidota	99.465	0.0	1	unresolved			0	0	0.0	0	1943055	8533	0.004392	0.003746	1943769	21	154792	48.771
GCA_938027445.1	v5hq_only	97.81069	0.06735027	69.06	1.35	2617651	226	2134675	18.451	Pseudomonadota	62.826	13.064	10	unresolved			0	0	0.0	0	2609967	1341	0.000514	0.000311	2617651	226	16104	54.041
GCA_938038695.1	disagreement_141	85.63953	0.7593602	98.54	2.03	2034131	139	1682179	17.302	Bacillota	37.863	31.103	10	unresolved			0	0	0.0	0	2029405	1003	0.000494	0.000288	2034131	139	21303	44.265
GCA_938045305.1	agree_clean	99.96401	0.325647	98.01	0.0	1746719	33	1702043	2.558	Actinomycetota	44.884	21.294	5	unresolved			0	0	0.0	0	1745597	864	0.000495	0.000215	1746719	33	136042	53.035
GCA_938074245.1	agree_clean	99.73796	0.0287503	94.58	0.4	3273357	98	3060188	6.512	Pseudomonadota	65.503	10.305	9	unresolved			0	0	0.0	0	3270025	1040	0.000318	0.000175	3273357	98	56520	49.3
GCA_938082465.1	disagreement_141	94.05246	9.034342	94.86	0.63	2448320	43	2410351	1.551	Pseudomonadota	81.817	8.055	4	unresolved			0	0	0.0	0	2446858	976	0.000399	0.000141	2448320	43	103285	40.685
GCA_943368815.1	v5hq_only	98.88325	3.4999819	78.21	0.43	5312895	625	3628830	31.698	Bacteroidota	45.365	14.786	13	unresolved			0	0	0.0	0	5291645	2687	0.000508	0.000508	5312895	625	10116	38.66
GCA_944321905.1	agree_clean	96.518005	0.25175214	92.39	1.77	2540804	162	2041316	19.659	Bacteroidota	41.943	25.506	8	unresolved			0	0	0.0	0	2535296	829	0.000327	0.000247	2540804	162	23085	48.025
GCA_944324785.1	agree_clean	96.68759	0.4754573	96.51	1.11	2237681	91	2047975	8.478	Bacillota	45.268	22.195	11	unresolved			0	0	0.0	0	2234587	926	0.000414	0.000213	2237681	91	33893	34.818
GCA_944355355.1	disagreement_141	71.42343	28.078032	93.78	0.93	1370104	80	1164710	14.991	Bacillota	42.013	35.106	13	unresolved			0	0	0.0	0	1367384	473	0.000346	0.0002	1370104	80	25084	31.513
GCA_944392525.1	v5hq_only	99.12837	0.83785653	72.64	5.37	1473932	109	1247467	15.365	Bacillota	41.274	24.412	12	unresolved			0	0	0.0	0	1470226	733	0.000499	0.000305	1473932	109	22487	28.003
GCA_945860945.1	disagreement_141	70.507614	0.07409155	93.8	0.33	2627201	131	2332709	11.209	Pseudomonadota	33.585	42.132	14	unresolved			0	0	0.0	0	2622720	1407	0.000536	0.000236	2627201	131	31512	61.172
GCA_945877265.1	agree_clean	99.58615	0.8329153	95.26	0.14	1256459	93	1001409	20.299	Pseudomonadota	38.079	29.83	8	unresolved			0	0	0.0	0	1253297	486	0.000388	0.00026	1256459	93	19499	34.135
GCA_945881845.1	disagreement_141	77.36545	0.009056926	91.68	1.01	2067449	66	1969175	4.753	Actinomycetota	63.893	21.498	6	unresolved			0	0	0.0	0	2065205	1345	0.000651	0.0002	2067449	66	57637	64.011
GCA_945932775.1	agree_clean	99.942505	0.24401248	95.88	0.54	2567810	62	2567810	0.0	Bacillota	100.0	0.0	1	unresolved			0	0	0.0	0	2565702	20469	0.007978	0.006945	2567810	62	69332	37.499
GCA_945995735.1	agree_clean	99.96374	0.046503544	93.87	0.1	2944996	140	2675365	9.156	Bacteroidota	51.062	17.591	8	unresolved			0	0	0.0	0	2940236	1307	0.000445	0.000251	2944996	140	31553	51.903
GCA_946415095.1	agree_clean	96.31287	0.008517504	91.97	0.0	2558989	129	2377700	7.084	Bacillota	84.889	2.822	6	unresolved			0	0	0.0	0	2554603	3275	0.001282	0.000489	2558989	129	35047	41.878
GCA_946999215.1	disagreement_141	83.94728	0.0067949295	92.54	0.13	1607478	12	1607478	0.0	Bacillota	52.095	28.989	3	unresolved			0	0	0.0	0	1607070	805	0.000501	0.000175	1607478	12	212402	46.44
GCA_947002705.1	agree_clean	99.60063	0.67433417	95.17	0.06	2283128	112	2015995	11.7	Bacteroidota	55.626	23.57	9	unresolved			0	0	0.0	0	2279320	2651	0.001163	0.000318	2283128	112	31609	56.76
GCA_947061575.1	agree_clean	93.18428	4.1811676	94.27	0.31	2667264	72	2643221	0.901	Bacillota	97.358	1.605	4	unresolved			0	0	0.0	0	2664816	44032	0.016523	0.01619	2667264	72	70576	56.475
GCA_947085045.1	disagreement_141	78.72232	1.7234564	99.76	2.31	2795204	14	2795204	0.0	Actinomycetota	100.0	0.0	1	unresolved			0	0	0.0	0	2794728	8905	0.003186	7.4e-05	2795204	14	276992	70.208
GCA_947345855.1	agree_clean	99.89972	0.31709373	99.99	0.0	2664286	45	2664286	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	2662756	33296	0.012504	0.012035	2664286	45	91990	50.037
GCA_947346975.1	agree_clean	99.96501	0.07086098	98.34	0.53	3241396	90	3161527	2.464	Bacillota	70.627	14.88	9	unresolved			0	0	0.0	0	3238336	1422	0.000439	0.000185	3241396	90	52661	43.767
GCA_947347575.1	v5hq_only	99.96852	0.48604906	86.76	0.61	3730794	400	2363904	36.638	Bacillota	33.15	20.228	13	unresolved			0	0	0.0	0	3717194	1243	0.000334	0.000343	3730794	400	12607	39.662
GCA_947363225.1	agree_clean	99.77115	0.9122461	99.99	0.23	2689261	25	2689261	0.0	Verrucomicrobiota	100.0	0.0	1	unresolved			0	0	0.0	0	2688411	59144	0.022	0.01594	2689261	25	180575	55.623
GCA_947368725.1	agree_clean	99.66681	0.13227165	95.19	0.16	2079898	33	2079898	0.0	Bacteroidota	99.836	0.164	2	unresolved			0	0	0.0	0	2078776	3637	0.00175	0.0003	2079898	33	110371	60.118
GCA_947378535.1	agree_clean	95.30142	0.022408366	90.57	1.03	3460565	276	2885042	16.631	Pseudomonadota	68.045	9.506	6	unresolved			0	0	0.0	0	3451181	1891	0.000548	0.000352	3460565	276	18896	50.32
GCA_947449975.1	v5hq_only	96.13405	1.2792319	80.23	2.84	2457306	235	1871850	23.825	Bacteroidota	37.752	28.548	11	unresolved			0	0	0.0	0	2449316	1034	0.000422	0.00033	2457306	235	14058	35.393
GCA_947467485.1	v5hq_only	99.89447	1.2390703	85.99	0.2	4345543	89	4260655	1.953	Verrucomicrobiota	34.583	39.444	6	unresolved			0	0	0.0	0	4342517	2700	0.000622	0.000183	4345543	89	69056	64.938
GCA_947473205.1	agree_clean	99.97269	0.70943236	99.44	0.37	3078553	54	2922540	5.068	Bacteroidota	75.489	13.836	6	unresolved			0	0	0.0	0	3076717	1047	0.00034	0.000102	3078553	54	85115	36.934
GCA_947480055.1	v5hq_only	99.75398	0.0036358833	81.86	3.01	2222635	195	1421328	36.052	Pseudomonadota	19.863	32.943	14	unresolved			0	0	0.0	0	2216005	451	0.000204	0.000224	2222635	195	15497	53.678
GCA_947481585.1	v5hq_only	97.17062	0.10865033	84.37	1.71	2208771	230	1469960	33.449	Pseudomonadota	42.391	19.761	12	unresolved			0	0	0.0	0	2200951	916	0.000416	0.000365	2208771	230	12068	42.304
GCA_947488205.1	agree_clean	99.97652	0.46163797	99.8	0.07	3041856	15	3036819	0.166	Pseudomonadota	94.622	0.0	1	unresolved			0	0	0.0	0	3041346	1562	0.000514	6e-05	3041856	15	768274	45.112
GCA_947494825.1	agree_clean	99.79123	0.36058724	99.98	0.13	4540785	33	4515763	0.551	Bacteroidota	98.145	1.298	3	unresolved			0	0	0.0	0	4539663	2368	0.000522	6e-05	4540785	33	726335	45.186
GCA_947498875.1	disagreement_141	68.635315	1.42636	100.0	0.23	2316515	78	2258382	2.51	Pseudomonadota	95.331	1.074	3	unresolved			0	0	0.0	0	2313863	3462	0.001496	0.000293	2316515	78	53396	62.422
GCA_947566755.1	agree_clean	99.941086	0.23539662	99.33	0.0	3240802	73	3149803	2.808	Bacteroidota	78.978	10.727	6	unresolved			0	0	0.0	0	3238320	1996	0.000616	0.000211	3240802	73	76493	47.601
GCA_947572695.1	agree_clean	99.57471	0.28131902	95.32	1.03	3226324	94	3048359	5.516	Bacillota	72.567	14.637	7	unresolved			0	0	0.0	0	3223128	1683	0.000522	0.00025	3226324	94	58144	50.617
GCA_947626165.1	disagreement_141	65.47315	11.839453	97.45	2.05	1836353	16	1836353	0.0	Bacillota	64.749	23.774	3	unresolved			0	0	0.0	0	1835809	643	0.00035	5.9e-05	1836353	16	163983	38.011
GCA_947648685.1	agree_clean	99.980316	1.1935651	98.59	0.2	2235503	27	2224361	0.498	Bacillota	62.728	11.237	6	unresolved			0	0	0.0	0	2234585	1008	0.000451	0.000144	2235503	27	170840	38.182
GCA_948440595.1	agree_clean	99.9191	0.041490793	90.52	0.65	2761562	241	2315273	16.161	Bacteroidota	55.669	22.118	8	unresolved			0	0	0.0	0	2753368	1456	0.000529	0.000356	2761562	241	15582	49.961
GCA_948486125.1	agree_clean	99.16814	0.13685822	92.4	0.83	1788210	48	1785058	0.176	Bacillota	99.728	0.096	2	unresolved			0	0	0.0	0	1786444	32832	0.018378	0.007306	1788210	48	48782	38.654
GCA_948487565.1	agree_clean	99.945946	0.923121	90.72	0.31	2556548	44	2483022	2.876	Bacteroidota	70.522	20.803	5	unresolved			0	0	0.0	0	2553176	952	0.000373	0.000147	2556548	44	81416	46.713
GCA_948511085.1	agree_clean	99.90236	0.40468872	98.6	0.48	2650792	78	2405720	9.245	Bacteroidota	51.058	15.941	7	unresolved			0	0	0.0	0	2647336	1019	0.000385	0.000169	2650792	78	65349	48.621
GCA_948531775.1	agree_clean	99.80026	0.9151578	98.28	0.0	2196853	54	2192604	0.193	Thermodesulfobacteriota	99.807	0.0	1	unresolved			0	0	0.0	0	2194085	36922	0.016828	0.016582	2196853	54	71802	43.651
GCA_948532585.1	agree_clean	99.97565	0.80071986	99.78	3.0	2581710	118	2533612	1.863	Bacteroidota	78.004	3.937	5	unresolved			0	0	0.0	0	2571309	1771	0.000689	0.000307	2581710	118	95563	55.815
GCA_948539115.1	agree_clean	99.834114	0.19524097	92.55	0.37	2507112	82	2321275	7.412	Bacteroidota	58.082	16.15	6	unresolved			0	0	0.0	0	2504056	947	0.000378	0.000186	2507112	82	52728	51.812
GCA_948555565.1	v5hq_only	98.12463	0.009834766	85.55	1.31	2106226	111	1793674	14.839	Bacteroidota	42.209	26.836	9	unresolved			0	0	0.0	0	2100470	585	0.000279	0.000196	2106226	111	24060	49.197
GCA_948565335.1	agree_clean	99.94096	0.29732585	99.83	0.0	2678100	57	2678100	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	2676162	56305	0.021039	0.020591	2678100	57	92045	50.196
GCA_948568525.1	agree_clean	99.955185	0.461787	99.97	0.24	2536498	34	2517371	0.754	Bacteroidota	86.625	5.252	3	unresolved			0	0	0.0	0	2534940	1045	0.000412	9.3e-05	2536498	34	120047	50.047
GCA_948576655.1	agree_clean	99.986725	0.0091433525	95.86	0.12	2106020	40	2007664	4.67	Bacillota	33.725	30.644	3	unresolved			0	0	0.0	0	2103856	657	0.000312	0.000139	2106020	40	168367	52.887
GCA_948583585.1	agree_clean	99.9434	0.1627475	93.65	0.4	2487911	94	2246333	9.71	Bacteroidota	45.427	32.637	8	unresolved			0	0	0.0	0	2480261	878	0.000354	0.000184	2487911	94	42883	50.532
GCA_948592635.1	agree_clean	99.971085	0.45664012	99.75	0.12	2205229	77	2081916	5.592	Bacteroidota	71.37	14.744	5	unresolved			0	0	0.0	0	2202477	1463	0.000664	0.000275	2205229	77	57547	50.214
GCA_948614825.1	agree_clean	99.94823	0.24504364	95.86	0.22	2705365	53	2703697	0.062	Bacteroidota	99.938	0.0	1	unresolved			0	0	0.0	0	2703429	56587	0.020932	0.020316	2705365	53	104734	50.264
