dataset	bin_id	sample	dominant	contaminant	dominant_taxid	contaminant_taxid	distance_rank	target_completeness	target_contamination	ref_len	dominant_bp	contaminant_bp	completeness_pct	contamination_pct	n_contigs_dominant	n_contigs_contaminant	cont_shortfall_rel	scoreable_by_magicc	in_domain
marine	s4__Otu119.0__X__Otu281.0__c90__k10__genus	4	Otu119.0	Otu281.0	28108	314275	genus	90.0	10.0	4653851	4339180	534931	93.23848142108547	11.49437315461969	9	10	-0.1494373154619691	True	True
marine	s4__Otu2.0__X__Otu67.0__c90__k15__genus	4	Otu2.0	Otu67.0	133539	1229	genus	90.0	15.0	4145260	4079421	621992	98.4117039703179	15.004897159647404	1	1536	-0.0003264773098269558	True	True
marine	s4__Otu10__X__Otu438__c90__k15__genus	4	Otu10	Otu438	662	28173	genus	90.0	15.0	5712799	5205121	857358	91.1133229087878	15.0076696204435	105	3064	-0.0005113080295666113	True	True
marine	s4__Otu180__X__Otu252__c90__k20__genus	4	Otu180	Otu252	316278	316279	genus	90.0	20.0	2224914	2003085	445133	90.0297719372524	20.006750822728428	1435	1129	-0.0003375411364213932	True	True
marine	s4__Otu3.1__X__Otu3.0__c90__k20__genus	4	Otu3.1	Otu3.0	29542	19	genus	90.0	20.0	3176363	3176254	640235	99.99656840228903	20.156228995237633	1	79	-0.007811449761881662	True	True
marine	s4__Otu122.0__X__Otu472.1__c90__k2__family	4	Otu122.0	Otu472.1	159346	60136	family	90.0	2.0	3555109	3201602	71206	90.05636676681362	2.0029203042719645	467	198	-0.0014601521359822733	True	True
marine	s4__Otu9__X__Otu931__c90__k2__family	4	Otu9	Otu931	387093	269261	family	90.0	2.0	2562277	2562255	51252	99.99914138869451	2.0002521195015217	1	183	-0.00012605975076085407	True	True
marine	s4__Otu800.0__X__Otu352.1__c90__k2__family	4	Otu800.0	Otu352.1	188908	187493	family	90.0	2.0	4406383	3969532	91482	90.08595031344302	2.0761245674740483	2287	9	-0.03806228373702414	True	True
marine	s4__Otu107__X__Otu1270__c90__k5__family	4	Otu107	Otu1270	40269	212663	family	90.0	5.0	4759095	4291418	238345	90.17298456954526	5.008200088462197	517	719	-0.0016400176924394217	True	True
marine	s4__Otu105.0__X__Otu643.0__c90__k10__family	4	Otu105.0	Otu643.0	328515	313590	family	90.0	10.0	3914632	3527116	391508	90.10083195559633	10.001144424303485	3162	1146	-0.00011444243034848256	True	True
marine	s4__Otu23__X__Otu1140__c90__k15__family	4	Otu23	Otu1140	190893	511678	family	90.0	15.0	5732794	5674734	860192	98.98723031038618	15.00476033152421	9	3030	-0.00031735543494733066	True	True
marine	s4__Otu119.0__X__Otu183.0__c90__k15__family	4	Otu119.0	Otu183.0	28108	326544	family	90.0	15.0	4653851	4653588	698223	99.99434876621534	15.003123219888217	10	1799	-0.00020821465921443404	True	True
marine	s4__Otu2.0__X__Otu36.0__c90__k15__family	4	Otu2.0	Otu36.0	133539	80679	family	90.0	15.0	4145260	4145238	709170	99.9994692733387	17.107973926846565	2	4	-0.14053159512310434	True	True
marine	s4__Otu88.0__X__Otu1184__c90__k20__family	4	Otu88.0	Otu1184	1298608	52133	family	90.0	20.0	3393928	3169444	680036	93.38571708062163	20.036842266541896	69	966	-0.0018421133270948077	True	True
marine	s4__Otu48.0__X__Otu67.0__c90__k2__order	4	Otu48.0	Otu67.0	1335746	1229	order	90.0	2.0	1739487	1739479	34921	99.99954009429217	2.0075459029012577	1	90	-0.0037729514506288364	True	True
marine	s4__Otu186.0__X__Otu1455__c90__k5__order	4	Otu186.0	Otu1455	314275	135577	order	90.0	5.0	4927947	4435948	246608	90.01614668339575	5.004274599544192	4057	884	-0.0008549199088383475	True	True
marine	s4__Otu26.0__X__Otu116.0__c90__k5__order	4	Otu26.0	Otu116.0	936476	2745	order	90.0	5.0	3899940	3899915	199005	99.99935896449689	5.102770811858644	1	45	-0.02055416237172878	True	True
marine	s4__Otu1180.0__X__Otu635__c90__k5__order	4	Otu1180.0	Otu635	28108	80854	order	90.0	5.0	4674885	4285580	233763	91.67241547118272	5.00040107938484	22	393	-8.021587696802613e-05	True	True
marine	s4__Otu150.0__X__Otu76.0__c90__k5__order	4	Otu150.0	Otu76.0	49546	59732	order	90.0	5.0	3309884	2982468	174595	90.1079312749329	5.274958276483406	142	8	-0.05499165529668115	True	True
marine	s4__Otu352.1__X__Otu2411__c90__k10__order	4	Otu352.1	Otu2411	187493	1306787	order	90.0	10.0	3909699	3541161	391127	90.57375005083512	10.004018212143697	268	1399	-0.0004018212143696687	True	True
marine	s4__Otu105.0__X__Otu76.0__c90__k10__order	4	Otu105.0	Otu76.0	328515	59732	order	90.0	10.0	3914632	3524425	414071	90.0320898618312	10.577520441257313	3170	24	-0.05775204412573132	True	True
marine	s4__Otu79.0__X__Otu1263__c90__k10__order	4	Otu79.0	Otu1263	314275	62322	order	90.0	10.0	4438767	4005989	444309	90.25004015754826	10.009739191086172	266	1349	-0.0009739191086172383	True	True
marine	s4__Otu157.0__X__Otu86.0__c90__k10__order	4	Otu157.0	Otu86.0	1897729	187493	order	90.0	10.0	3543891	3191021	384730	90.04286531385982	10.856146534980901	693	7	-0.08561465349809012	True	True
marine	s4__Otu186.0__X__Otu659__c90__k10__order	4	Otu186.0	Otu659	314275	80854	order	90.0	10.0	4927947	4435566	493243	90.00839497665052	10.009097094591318	4052	1242	-0.0009097094591318467	True	True
marine	s4__Otu1337__X__Otu496.0__c90__k10__order	4	Otu1337	Otu496.0	1491	1510	order	90.0	10.0	3914604	3523350	391496	90.00527256396816	10.000909415103035	366	1403	-9.094151030346609e-05	True	True
marine	s4__Otu526__X__Otu149__c90__k10__order	4	Otu526	Otu149	32003	32003	order	90.0	10.0	1352831	1220979	136132	90.2536236972689	10.06274989263256	217	330	-0.006274989263256004	True	True
marine	s4__Otu61.0__X__Otu47.0__c90__k15__order	4	Otu61.0	Otu47.0	1288970	1263979	order	90.0	15.0	4052370	3653665	1029841	90.16118962483682	25.413301352048308	268	2	-0.6942200901365538	True	True
marine	s4__Otu47.0__X__Otu61.1__c90__k15__order	4	Otu47.0	Otu61.1	1263979	168934	order	90.0	15.0	1518636	1518559	228004	99.99492966056383	15.013736010472556	4	838	-0.0009157340315037269	True	True
marine	s4__Otu1337__X__Otu496.0__c90__k20__order	4	Otu1337	Otu496.0	1491	1510	order	90.0	20.0	3914604	3527314	783155	90.10653440296899	20.0059827252003	360	2802	-0.0002991362600150538	True	True
marine	s4__Otu30.0__X__Otu1080__c90__k20__order	4	Otu30.0	Otu1080	34067	657445	order	90.0	20.0	2363215	2363180	473141	99.99851896674657	20.02107298743449	1	1196	-0.0010536493717244965	True	True
marine	s4__Otu122.0__X__Otu1483.1__c90__k2__class	4	Otu122.0	Otu1483.1	159346	911045	class	90.0	2.0	3555109	3199877	71161	90.00784504778898	2.0016545202974085	455	265	-0.0008272601487042675	True	True
marine	s4__Otu50.0__X__Otu1896__c90__k2__class	4	Otu50.0	Otu1896	314275	1298608	class	90.0	2.0	4397537	4397519	88421	99.99959067996471	2.010693713321798	1	212	-0.005346856660898958	True	True
marine	s4__Otu79.0__X__Otu1334__c90__k2__class	4	Otu79.0	Otu1334	314275	74109	class	90.0	2.0	4438767	4023125	88784	90.63609331149844	2.000195099224627	275	220	-9.754961231345227e-05	True	True
marine	s4__Otu48.0__X__Otu1184__c90__k2__class	4	Otu48.0	Otu1184	1335746	52133	class	90.0	2.0	1739487	1739479	35008	99.99954009429217	2.0125473774739335	1	60	-0.006273688736966765	True	True
marine	s4__Otu248.0__X__Otu1080__c90__k5__class	4	Otu248.0	Otu1080	490759	657445	class	90.0	5.0	4063864	3659790	203380	90.05690151048361	5.004596610516494	2112	511	-0.0009193221032987253	True	True
marine	s4__Otu595.0__X__Otu1474.0__c90__k5__class	4	Otu595.0	Otu1474.0	1380358	314275	class	90.0	5.0	5528722	4976203	276623	90.00638845650043	5.003380528085876	4779	390	-0.00067610561717526	True	True
marine	s4__Otu11__X__Otu499__c90__k15__class	4	Otu11	Otu499	54248	13773	class	90.0	15.0	1667163	1667149	250221	99.99916025007752	15.008790382224173	1	619	-0.0005860254816115666	True	True
marine	s4__Otu189__X__Otu1475__c90__k15__class	4	Otu189	Otu1475	38027	2198	class	90.0	15.0	5017558	4527165	753127	90.2264607603938	15.009831475789618	343	1543	-0.0006554317193078419	True	True
marine	s4__Otu79.1__X__Otu104__c90__k20__class	4	Otu79.1	Otu104	226	662	class	90.0	20.0	4143824	3731142	828939	90.04103456131341	20.00420384649541	1097	2449	-0.00021019232477055284	True	True
marine	s4__Otu119.1__X__Otu72.0__c90__k5__phylum	4	Otu119.1	Otu72.0	28108	1427356	phylum	90.0	5.0	4480507	4081385	976144	91.09203489694359	21.786463005191152	72	1	-3.3572926010382305	True	True
marine	s4__Otu82__X__Otu279__c90__k5__phylum	4	Otu82	Otu279	1548547	859653	phylum	90.0	5.0	4059891	3654757	203501	90.02106214181612	5.012474472836832	1288	594	-0.0024948945673664014	True	True
marine	s4__Otu199.0__X__Otu664.0__c90__k5__phylum	4	Otu199.0	Otu664.0	253245	232259	phylum	90.0	5.0	4000057	3600566	200517	90.01286731664074	5.0128535668366725	1691	600	-0.0025707133673344984	True	True
marine	s4__Otu800.0__X__Otu40.0__c90__k5__phylum	4	Otu800.0	Otu40.0	188908	1263979	phylum	90.0	5.0	4406383	3966221	285841	90.01080931911729	6.486975825750962	2270	8	-0.2973951651501924	True	True
marine	s4__Otu35.0__X__Otu90.0__c90__k10__phylum	4	Otu35.0	Otu90.0	421	81032	phylum	90.0	10.0	5051681	4547549	514704	90.02051000449157	10.188766867900013	4135	129	-0.018876686790001252	True	True
marine	s4__Otu3.0__X__Otu846.0__c90__k15__phylum	4	Otu3.0	Otu846.0	19	876	phylum	90.0	15.0	3665893	3309171	550416	90.26916497562804	15.01451351689752	434	1158	-0.0009675677931679634	True	True
marine	s4__Otu90.0__X__Otu860__c90__k15__phylum	4	Otu90.0	Otu860	81032	55601	phylum	90.0	15.0	3705021	3335566	556015	90.0282616481796	15.007067436324922	765	1677	-0.00047116242166147517	True	True
marine	s4__Otu205.1__X__Otu24.0__c90__k15__phylum	4	Otu205.1	Otu24.0	168697	467094	phylum	90.0	15.0	5786361	5208069	4830155	90.00594674269372	83.47482986284471	5213	1	-4.5649886575229806	True	True
marine	s4__Otu46__X__Otu2438__c90__k15__phylum	4	Otu46	Otu2438	1007084	46770	phylum	90.0	15.0	1772718	1607251	265932	90.66591527812095	15.001370776400984	393	794	-9.138509339893612e-05	True	True
marine	s4__Otu90.0__X__Otu2268__c90__k20__phylum	4	Otu90.0	Otu2268	81032	60478	phylum	90.0	20.0	3705021	3341863	741115	90.19822019902182	20.002990536355934	763	2668	-0.00014952681779671905	True	True
marine	s4__Otu189__X__Otu89__c90__k20__phylum	4	Otu189	Otu89	38027	342949	phylum	90.0	20.0	5017558	4571918	1028607	91.11838866635921	20.50015166740474	351	37	-0.025007583370237008	True	True
marine	s5__Otu174__X__Otu1236__c60__k2__species	5	Otu174	Otu1236	1219	1219	species	60.0	2.0	1484494	890966	29851	60.018161070371455	2.010853529889646	1039	115	-0.0054267649448229704	True	True
marine	s5__Otu139__X__Otu2090__c60__k2__species	5	Otu139	Otu2090	645	645	species	60.0	2.0	5040536	3024921	101193	60.01189159248143	2.0075841140704083	2455	389	-0.0037920570352041327	True	True
marine	s5__Otu139__X__Otu2090__c60__k5__species	5	Otu139	Otu2090	645	645	species	60.0	5.0	5040536	3027154	252269	60.05619243667737	5.0048050445428816	2474	941	-0.0009610089085763107	True	True
marine	s5__Otu68__X__Otu1209__c60__k10__species	5	Otu68	Otu1209	80852	80852	species	60.0	10.0	4508217	2705313	450838	60.00849116180521	10.000361562009992	917	1438	-3.6156200999215574e-05	True	True
marine	s5__RNODE_587_length_4088_cov_9.08425__X__RNODE_532_length_1573_cov_5.21419__c60__k10__species	5	RNODE_587_length_4088_cov_9.08425	RNODE_532_length_1573_cov_5.21419	32644	32644	species	60.0	10.0	40000	24644	4419	61.61	11.0475	57	3	-0.10474999999999994	True	True
marine	s5__Otu230.1__X__Otu312.0__c60__k15__species	5	Otu230.1	Otu312.0	76594	76594	species	60.0	15.0	4635105	2794273	695470	60.28499893745665	15.004406588416012	192	689	-0.0002937725610674846	True	True
marine	s5__Otu1142.0__X__Otu232.0__c60__k15__species	5	Otu1142.0	Otu232.0	96345	96345	species	60.0	15.0	2699386	1620774	479977	60.04232073515978	17.78096945008976	2524	10	-0.18539796333931732	True	True
marine	s5__RNODE_337_length_8771_cov_5.18162__X__RNODE_90_length_1469_cov_9.25017__c60__k15__species	5	RNODE_337_length_8771_cov_5.18162	RNODE_90_length_1469_cov_9.25017	32644	32644	species	60.0	15.0	87490	52592	13455	60.112012801463024	15.37890044576523	119	10	-0.02526002971768205	True	True
marine	s5__RNODE_544_length_1578_cov_361.93923__X__RNODE_154_length_1869_cov_12.27991__c60__k20__species	5	RNODE_544_length_1578_cov_361.93923	RNODE_154_length_1869_cov_12.27991	32644	32644	species	60.0	20.0	15120	10030	3285	66.33597883597884	21.726190476190474	7	7	-0.08630952380952372	True	True
marine	s5__Otu169.1__X__Otu245.0__c60__k2__genus	5	Otu169.1	Otu245.0	1336795	1555194	genus	60.0	2.0	2016454	1209930	40480	60.00285649957797	2.0074844256303392	2099	78	-0.003742212815169621	True	True
marine	s5__Otu180__X__Otu211__c60__k5__genus	5	Otu180	Otu211	316278	1129	genus	60.0	5.0	2224914	1335315	1020491	60.0164770413598	45.86653686389676	2859	1	-8.173307372779352	True	True
marine	s5__Otu157.0__X__Otu595.0__c60__k5__genus	5	Otu157.0	Otu595.0	1897729	1380358	genus	60.0	5.0	3543891	2135779	177481	60.266498038455474	5.0080829235436415	333	153	-0.0016165847087282969	True	True
marine	s5__Otu564__X__Otu301__c60__k5__genus	5	Otu564	Otu301	62322	404011	genus	60.0	5.0	5199401	3119961	260150	60.00616224830514	5.003460975600843	7681	748	-0.0006921951201686483	True	True
marine	s5__Otu54__X__Otu73__c60__k10__genus	5	Otu54	Otu73	55601	29498	genus	60.0	10.0	3468533	2081852	346989	60.02110978906644	10.003912316820973	3837	586	-0.00039123168209727056	True	True
marine	s5__Otu157.0__X__Otu116.0__c60__k10__genus	5	Otu157.0	Otu116.0	1897729	2745	genus	60.0	10.0	3543891	2139531	354418	60.37237036917896	10.000815487835263	335	392	-8.154878352630845e-05	True	True
marine	s5__Otu820__X__Otu1925__c60__k15__genus	5	Otu820	Otu1925	2336	2335	genus	60.0	15.0	1859582	1116670	279218	60.049516504246654	15.0150947901195	1511	888	-0.0010063193412999994	True	True
marine	s5__Otu1431__X__Otu196__c60__k15__genus	5	Otu1431	Otu196	58290	2234	genus	60.0	15.0	1901943	1141166	285342	60.000010515562245	15.002657808357032	2878	211	-0.00017718722380214065	True	True
marine	s5__Otu176.0__X__Otu921.0__c60__k15__genus	5	Otu176.0	Otu921.0	314282	67572	genus	60.0	15.0	3052410	1831692	457997	60.00805920567682	15.004439115321992	2503	1686	-0.0002959410214661062	True	True
marine	s5__Otu753__X__Otu1182__c60__k20__genus	5	Otu753	Otu1182	1311	1346	genus	60.0	20.0	2064350	1239120	412919	60.02470511298956	20.00237362850292	2640	1366	-0.00011868142514597224	True	True
marine	s5__Otu398__X__Otu340__c60__k20__genus	5	Otu398	Otu340	2261	53953	genus	60.0	20.0	1908256	1145115	381827	60.008457984672916	20.009212600405817	2529	954	-0.0004606300202908642	True	True
marine	s5__Otu78__X__Otu1277__c60__k20__genus	5	Otu78	Otu1277	45658	662	genus	60.0	20.0	4802851	2881952	960591	60.00502618132438	20.000433076104173	2330	3141	-2.1653805208643462e-05	True	True
marine	s5__Otu172.0__X__Otu122.0__c60__k2__family	5	Otu172.0	Otu122.0	60890	159346	family	60.0	2.0	4540155	2724268	93390	60.0038544939545	2.056978230919429	6711	62	-0.028489115459714442	True	True
marine	s5__Otu497.1__X__Otu1068.0__c60__k2__family	5	Otu497.1	Otu1068.0	96345	979	family	60.0	2.0	2684585	1615871	54401	60.19071849093994	2.0264212159421287	259	153	-0.013210607971064325	True	True
marine	s5__Otu846.0__X__Otu70.0__c60__k2__family	5	Otu846.0	Otu70.0	876	191026	family	60.0	2.0	3858580	2315286	210725	60.00357644522078	5.461205935862416	5746	2	-1.7306029679312078	True	True
marine	s5__Otu459__X__Otu1084__c60__k5__family	5	Otu459	Otu1084	1346	1363	family	60.0	5.0	2070822	1244235	103702	60.08411152672707	5.007769861436667	1474	377	-0.0015539722873333162	True	True
marine	s5__Otu1431__X__Otu1832__c60__k5__family	5	Otu1431	Otu1832	58290	113653	family	60.0	5.0	1901943	1141493	95121	60.01720345983029	5.001253980797531	2875	345	-0.0002507961595062724	True	True
marine	s5__Otu970.0__X__Otu1834.0__c60__k5__family	5	Otu970.0	Otu1834.0	96345	754409	family	60.0	5.0	2835130	1701714	142142	60.022432833767766	5.013597260090366	3597	406	-0.0027194520180731986	True	True
marine	s5__Otu133.0__X__Otu1525.0__c60__k5__family	5	Otu133.0	Otu1525.0	983548	252307	family	60.0	5.0	3389993	2034220	169529	60.0066135829779	5.000865783498668	380	556	-0.00017315669973356763	True	True
marine	s5__Otu2407.0__X__Otu1483.0__c60__k10__family	5	Otu2407.0	Otu1483.0	53946	42444	family	60.0	10.0	5478249	3287650	547875	60.0127887578677	10.000914525790996	8136	1939	-9.145257909963789e-05	True	True
marine	s5__Otu1184__X__Otu2121__c60__k10__family	5	Otu1184	Otu2121	52133	497	family	60.0	10.0	3544508	2126976	354500	60.00765127346306	10.00138806288489	5259	896	-0.0001388062884890573	True	True
marine	s5__Otu152__X__Otu203__c60__k15__family	5	Otu152	Otu203	286	316	family	60.0	15.0	6425471	3855347	963833	60.0010022611572	15.000192203808872	9500	2424	-1.2813587258146223e-05	True	True
marine	s5__Otu203__X__Otu1876__c60__k15__family	5	Otu203	Otu1876	316	294	family	60.0	15.0	4383480	2630631	657680	60.01238741821567	15.003604442132735	6529	2477	-0.00024029614218233538	True	True
marine	s5__Otu281.0__X__Otu2433.0__c60__k15__family	5	Otu281.0	Otu2433.0	314275	1526571	family	60.0	15.0	4624578	2805345	693772	60.661643073162566	15.001844492621814	67	2582	-0.00012296617478758283	True	True
marine	s5__Otu457.0__X__Otu245.0__c60__k15__family	5	Otu457.0	Otu245.0	111501	1555194	family	60.0	15.0	3842422	2305663	576603	60.005460097823715	15.006238252851977	5728	1076	-0.00041588352346515477	True	True
marine	s5__Otu119.1__X__Otu1240.0__c60__k2__order	5	Otu119.1	Otu1240.0	28108	1816218	order	60.0	2.0	4480507	2688737	89629	60.00965962110984	2.0004209345058492	2735	260	-0.00021046725292461765	True	True
marine	s5__Otu105.0__X__Otu76.0__c60__k2__order	5	Otu105.0	Otu76.0	328515	59732	order	60.0	2.0	3914632	2353812	79811	60.12856380880757	2.038786787621416	916	25	-0.019393393810708037	True	True
marine	s5__Otu133.0__X__Otu199.0__c60__k5__order	5	Otu133.0	Otu199.0	983548	253245	order	60.0	5.0	3389993	2038352	169730	60.12850174026908	5.006794999281709	398	223	-0.0013589998563418248	True	True
marine	s5__Otu152__X__Otu1986.0__c60__k5__order	5	Otu152	Otu1986.0	286	1033846	order	60.0	5.0	6425471	3855460	321373	60.00276088710073	5.001547746460921	9524	1033	-0.00030954929218420804	True	True
marine	s5__Otu61.0__X__Otu40.0__c60__k10__order	5	Otu61.0	Otu40.0	1288970	1263979	order	60.0	10.0	4052370	2446553	406257	60.373386438059704	10.025170455807343	783	279	-0.0025170455807343116	True	True
marine	s5__Otu820__X__Otu724__c60__k10__order	5	Otu820	Otu724	2336	2420	order	60.0	10.0	1859582	1115793	186101	60.00235536803432	10.0076791450982	1504	604	-0.0007679145098199669	True	True
marine	s5__Otu72.0__X__Otu712__c60__k15__order	5	Otu72.0	Otu712	1427356	120577	order	60.0	15.0	3653837	2194182	548169	60.05144728678373	15.002557585354793	1036	2027	-0.00017050569031956304	True	True
marine	s5__Otu576__X__Otu1483.1__c60__k20__order	5	Otu576	Otu1483.1	120576	911045	order	60.0	20.0	3399268	2040087	679945	60.01547980329883	20.002688814179994	3810	1773	-0.00013444070899968353	True	True
marine	s5__Otu239.0__X__Otu595.0__c60__k20__order	5	Otu239.0	Otu595.0	187493	1380358	order	60.0	20.0	3920328	2357324	784431	60.13078497513473	20.009320648680415	455	643	-0.00046603243402074666	True	True
marine	s5__Otu106__X__Otu1030__c60__k2__class	5	Otu106	Otu1030	126740	149715	class	60.0	2.0	1877693	1128260	37612	60.08756490011945	2.0030963528116685	773	127	-0.0015481764058342673	True	True
marine	s5__Otu1316__X__Otu2233.0__c60__k2__class	5	Otu1316	Otu2233.0	131112	399736	class	60.0	2.0	1998342	1199212	40319	60.01034857897197	2.0176226091429794	2947	123	-0.008811304571489709	True	True
marine	s5__Otu1334__X__Otu88.0__c60__k2__class	5	Otu1334	Otu88.0	74109	1298608	class	60.0	2.0	6403280	3842773	149902	60.01257168201297	2.341018977773891	7123	2	-0.1705094888869454	True	True
marine	s5__Otu523__X__Otu966__c60__k5__class	5	Otu523	Otu966	39960	744985	class	60.0	5.0	3052398	1831526	152674	60.00285677031632	5.001772376996708	2879	553	-0.0003544753993416805	True	True
marine	s5__Otu115__X__Otu1129__c60__k10__class	5	Otu115	Otu1129	40269	86304	class	60.0	10.0	4083467	2460322	408563	60.25081138160294	10.005296969462469	278	1172	-0.0005296969462468936	True	True
marine	s5__Otu53.0__X__Otu638.0__c60__k10__class	5	Otu53.0	Otu638.0	1384459	60136	class	60.0	10.0	3424964	2120756	342616	61.92053405524847	10.003492007507232	19	830	-0.00034920075072317756	True	True
marine	s5__Otu1316__X__Otu222.0__c60__k15__class	5	Otu1316	Otu222.0	131112	1003110	class	60.0	15.0	1998342	1199110	299922	60.00524434756413	15.00854208138547	2938	1179	-0.0005694720923646202	True	True
marine	s5__Otu186.0__X__Otu35.0__c60__k15__class	5	Otu186.0	Otu35.0	314275	421	class	60.0	15.0	4927947	3050884	741111	61.909837910188564	15.038940150939123	2	172	-0.0025960100626081823	True	True
marine	s5__Otu1111__X__Otu404.0__c60__k15__class	5	Otu1111	Otu404.0	662	357794	class	60.0	15.0	5521305	3312862	828647	60.00143082115551	15.00817288666357	8210	1298	-0.0005448591109046201	True	True
marine	s5__Otu2107__X__Otu2464.0__c60__k20__class	5	Otu2107	Otu2464.0	1760	37332	class	60.0	20.0	3074808	1844951	614976	60.002152979958424	20.00046832192449	4548	2309	-2.341609622451557e-05	True	True
marine	s5__Otu2.0__X__Otu683.0__c60__k2__phylum	5	Otu2.0	Otu683.0	133539	1792508	phylum	60.0	2.0	4145260	4079417	83027	98.41160747456131	2.0029382957884425	1	307	-0.0014691478942212566	True	True
marine	s5__Otu1184__X__Otu873.0__c60__k2__phylum	5	Otu1184	Otu873.0	52133	2724	phylum	60.0	2.0	3544508	2126810	71019	60.00296797185956	2.0036349191481584	5256	275	-0.0018174595740791943	True	True
marine	s5__Otu157.0__X__Otu149__c60__k2__phylum	5	Otu157.0	Otu149	1897729	32003	phylum	60.0	2.0	3543891	2135789	70879	60.26678021417702	2.0000332967351424	334	197	-1.6648367571203693e-05	True	True
marine	s5__Otu110.0__X__Otu249.0__c60__k2__phylum	5	Otu110.0	Otu249.0	363408	1006	phylum	60.0	2.0	2884293	1734325	58730	60.12998679399076	2.036200899145822	823	71	-0.018100449572910904	True	True
marine	s5__Otu3.1__X__Otu283.0__c60__k5__phylum	5	Otu3.1	Otu283.0	29542	873	phylum	60.0	5.0	3176363	3176260	159021	99.99675729757587	5.006386234822657	1	260	-0.0012772469645314644	True	True
marine	s5__Otu6__X__Otu1337__c60__k5__phylum	5	Otu6	Otu1337	1292	1491	phylum	60.0	5.0	2466627	1531591	124277	62.0925255419648	5.038337778675089	32	146	-0.007667555735017828	True	True
marine	s5__Otu230.0__X__Otu1446.0__c60__k10__phylum	5	Otu230.0	Otu1446.0	104267	320787	phylum	60.0	10.0	2889421	1775306	288943	61.44158293305129	10.000031148108912	75	1077	-3.1148108911693838e-06	True	True
marine	s5__Otu79.1__X__Otu454.0__c60__k10__phylum	5	Otu79.1	Otu454.0	226	1208324	phylum	60.0	10.0	4143824	2486358	415058	60.00153481421991	10.016303781241675	2550	879	-0.001630378124167464	True	True
marine	s5__Otu255__X__Otu634.0__c60__k10__phylum	5	Otu255	Otu634.0	62322	208216	phylum	60.0	10.0	5358884	5211267	536021	97.2453779555594	10.002474395788377	2	1751	-0.00024743957883774923	True	True
marine	s5__Otu179__X__Otu1027__c60__k15__phylum	5	Otu179	Otu1027	271098	1007105	phylum	60.0	15.0	5226917	3137734	784257	60.030300844647044	15.004198459627348	3672	2863	-0.0002798973084898885	True	True
marine	s5__Otu352.1__X__Otu689.0__c60__k20__phylum	5	Otu352.1	Otu689.0	187493	1881061	phylum	60.0	20.0	3909699	2346058	781951	60.006102771594435	20.000286467065624	464	2537	-1.4323353281220363e-05	True	True
marine	s5__Otu67.0__X__Otu895.0__c60__k20__phylum	5	Otu67.0	Otu895.0	1229	1634516	phylum	60.0	20.0	3522111	2113487	704561	60.006257610847584	20.003940818446665	3860	2293	-0.0001970409223332581	True	True
marine	s5__Otu2107__X__Otu24.0__c60__k20__phylum	5	Otu2107	Otu24.0	1760	467094	phylum	60.0	20.0	3074808	1845178	737484	60.00953555474033	23.98471709453078	4538	9	-0.19923585472653899	True	True
marine	s5__RNODE_359_length_13543_cov_22.66711__X__RNODE_431_length_1803_cov_5.36772__c75__k2__species	5	RNODE_359_length_13543_cov_22.66711	RNODE_431_length_1803_cov_5.36772	32644	32644	species	75.0	2.0	135210	101574	3510	75.12314177945419	2.595961837142223	66	2	-0.29798091857111153	True	True
marine	s5__Otu54__X__Otu1734__c75__k5__species	5	Otu54	Otu1734	55601	55601	species	75.0	5.0	3468533	2601739	174214	75.00978079205244	5.022699798445049	4787	339	-0.0045399596890097985	True	True
marine	s5__RNODE_259_length_1574_cov_100.84149__X__RNODE_218_length_1465_cov_7.29868__c75__k5__species	5	RNODE_259_length_1574_cov_100.84149	RNODE_218_length_1465_cov_7.29868	32644	32644	species	75.0	5.0	15520	13045	1392	84.0528350515464	8.969072164948454	10	1	-0.7938144329896908	True	True
marine	s5__RNODE_462_length_1528_cov_6.07822__X__RNODE_294_length_6942_cov_7.24595__c75__k20__species	5	RNODE_462_length_1528_cov_6.07822	RNODE_294_length_6942_cov_7.24595	32644	32644	species	75.0	20.0	14840	11748	3327	79.1644204851752	22.419137466307276	8	8	-0.12095687331536382	True	True
marine	s5__Otu924__X__Otu778__c75__k2__genus	5	Otu924	Otu778	511678	40269	genus	75.0	2.0	4642546	3482323	92879	75.00890675073548	2.000604840533621	5570	349	-0.00030242026681048806	True	True
marine	s5__Otu115__X__Otu703__c75__k2__genus	5	Otu115	Otu703	40269	80852	genus	75.0	2.0	4083467	3093207	81688	75.74952852563766	2.0004569646332393	358	298	-0.00022848231661964924	True	True
marine	s5__Otu163__X__Otu298__c75__k5__genus	5	Otu163	Otu298	1883	1883	genus	75.0	5.0	7224475	5533933	361448	76.59979444873157	5.003104031780856	30	1341	-0.0006208063561711441	True	True
marine	s5__Otu20__X__Otu610__c75__k5__genus	5	Otu20	Otu610	94122	359303	genus	75.0	5.0	5251146	4972163	262639	94.68719780406029	5.001555850856175	1	974	-0.00031117017123492017	True	True
marine	s5__Otu23__X__Otu1773__c75__k5__genus	5	Otu23	Otu1773	190893	1116375	genus	75.0	5.0	5732794	4318719	286816	75.33358079847278	5.003075289291749	154	929	-0.0006150578583497435	True	True
marine	s5__Otu235.0__X__Otu248.0__c75__k10__genus	5	Otu235.0	Otu248.0	2742	490759	genus	75.0	10.0	4616532	3462731	461879	75.00719154551511	10.004891117401547	4690	650	-0.0004891117401546908	True	True
