gtdb_accession	ncbi_accession	gcf_accession	checkm2_completeness	checkm2_contamination	contig_count	n50_contigs	longest_contig	genome_size	domain	phylum	gtdb_taxonomy	fasta_path	download_dir
RS_GCF_023503265.1	GCA_023503265.1	GCF_023503265.1	99.98	0.15	28	173629	320778	1711794	Bacteria	Campylobacterota	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	/home/tianrm/projects/magicc2/data/genomes/GCF_023503265.1/GCF_023503265.1_ASM2350326v1_genomic.fna	GCF_023503265.1
RS_GCF_038180815.1	GCA_038180815.1	GCF_038180815.1	99.99	0.03	31	151237	280880	1656678	Bacteria	Campylobacterota	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	/home/tianrm/projects/magicc2/data/genomes/GCF_038180815.1/GCF_038180815.1_ASM3818081v1_genomic.fna	GCF_038180815.1
RS_GCF_027859535.1	GCA_027859535.1	GCF_027859535.1	99.99	0.08	40	101835	217846	1650143	Bacteria	Campylobacterota	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D upsaliensis	/home/tianrm/projects/magicc2/data/genomes/GCF_027859535.1/GCF_027859535.1_ASM2785953v1_genomic.fna	GCF_027859535.1
RS_GCF_004012145.1	GCA_004012145.1	GCF_004012145.1	99.99	0.17	38	137894	305162	1608127	Bacteria	Campylobacterota	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori	/home/tianrm/projects/magicc2/data/genomes/GCF_004012145.1/GCF_004012145.1_ASM401214v1_genomic.fna	GCF_004012145.1
RS_GCF_000476975.1	GCA_000476975.1	GCF_000476975.1	99.99	0.03	47	83233	146965	1640985	Bacteria	Campylobacterota	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori_BU	/home/tianrm/projects/magicc2/data/genomes/GCF_000476975.1/GCF_000476975.1_SA45C_genomic.fna	GCF_000476975.1
RS_GCF_000475535.1	GCA_000475535.1	GCF_000475535.1	99.99	0.0	78	54173	199198	1664601	Bacteria	Campylobacterota	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori_BU	/home/tianrm/projects/magicc2/data/genomes/GCF_000475535.1/GCF_000475535.1_SA220A_genomic.fna	GCF_000475535.1
RS_GCF_035161135.1	GCA_035161135.1	GCF_035161135.1	99.99	0.11	32	157994	321540	1573502	Bacteria	Campylobacterota	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D upsaliensis	/home/tianrm/projects/magicc2/data/genomes/GCF_035161135.1/GCF_035161135.1_ASM3516113v1_genomic.fna	GCF_035161135.1
RS_GCF_019734675.1	GCA_019734675.1	GCF_019734675.1	99.99	0.07	11	283397	318825	1619609	Bacteria	Campylobacterota	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	/home/tianrm/projects/magicc2/data/genomes/GCF_019734675.1/GCF_019734675.1_ASM1973467v1_genomic.fna	GCF_019734675.1
RS_GCF_020136585.1	GCA_020136585.1	GCF_020136585.1	99.96	0.06	51	119152	230547	1470627	Bacteria	Campylobacterota	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D sp016598935	/home/tianrm/projects/magicc2/data/genomes/GCF_020136585.1/GCF_020136585.1_ASM2013658v1_genomic.fna	GCF_020136585.1
RS_GCF_013177315.1	GCA_013177315.1	GCF_013177315.1	100.0	0.0	1	5525100	5525100	5525100	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__Thermoleptolyngbya;s__Thermoleptolyngbya sichuanensis	/home/tianrm/projects/magicc2/data/genomes/GCF_013177315.1/GCF_013177315.1_ASM1317731v1_genomic.fna	GCF_013177315.1
GB_GCA_902462515.1	GCA_902462515.1		99.83	0.34	34	151217	235381	1931770	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatousia;s__Scatousia sp900554385	/home/tianrm/projects/magicc2/data/genomes/GCA_902462515.1/GCA_902462515.1_UHGG-TPA_MGYG-HGUT-00447_genomic.fna	GCA_902462515.1
GB_GCA_946500955.1	GCA_946500955.1		99.97	0.03	17	370422	685872	1961911	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp000437435	/home/tianrm/projects/magicc2/data/genomes/GCA_946500955.1/GCA_946500955.1_ERR4968574_bin.31_MetaWRAP_v1.1_MAG_genomic.fna	GCA_946500955.1
GB_GCA_948546765.1	GCA_948546765.1		98.66	0.41	83	32757	117692	1831698	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp023662705	/home/tianrm/projects/magicc2/data/genomes/GCA_948546765.1/GCA_948546765.1_MGBC149918_genomic.fna	GCA_948546765.1
RS_GCF_003367075.2	GCA_003367075.2	GCF_003367075.2	99.99	0.0	1	3757845	3757845	3757845	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Raphidiopsis;s__Raphidiopsis raciborskii	/home/tianrm/projects/magicc2/data/genomes/GCF_003367075.2/GCF_003367075.2_ASM336707v2_genomic.fna	GCF_003367075.2
RS_GCF_032163395.1	GCA_032163395.1	GCF_032163395.1	99.97	1.02	3	5299722	5299722	5618434	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsidaceae;g__Gloeocapsopsis;s__Gloeocapsopsis dulcis	/home/tianrm/projects/magicc2/data/genomes/GCF_032163395.1/GCF_032163395.1_ASM3216339v1_genomic.fna	GCF_032163395.1
GB_GCA_947570135.1	GCA_947570135.1		99.92	0.07	16	264291	424800	1896841	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp947570135	/home/tianrm/projects/magicc2/data/genomes/GCA_947570135.1/GCA_947570135.1_SRR15604592_bin.43_metawrap_v1.3_MAG_genomic.fna	GCA_947570135.1
RS_GCF_002027345.1	GCA_002027345.1	GCF_002027345.1	99.84	0.25	58	162402	324204	3476418	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Raphidiopsis;s__Raphidiopsis brookii	/home/tianrm/projects/magicc2/data/genomes/GCF_002027345.1/GCF_002027345.1_ASM202734v1_genomic.fna	GCF_002027345.1
GB_GCA_948837635.1	GCA_948837635.1		99.85	0.5	47	75267	166742	1884983	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp023662705	/home/tianrm/projects/magicc2/data/genomes/GCA_948837635.1/GCA_948837635.1_MGBC146281_genomic.fna	GCA_948837635.1
GB_GCA_934718135.1	GCA_934718135.1		99.93	0.17	25	265945	555016	2103604	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp934718135	/home/tianrm/projects/magicc2/data/genomes/GCA_934718135.1/GCA_934718135.1_ERR7738234_bin.90_genomic.fna	GCA_934718135.1
RS_GCF_024346315.1	GCA_024346315.1	GCF_024346315.1	99.98	0.64	17	335370	478939	2964692	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__ATX-6F1;s__ATX-6F1 sp024346315	/home/tianrm/projects/magicc2/data/genomes/GCF_024346315.1/GCF_024346315.1_ASM2434631v1_genomic.fna	GCF_024346315.1
RS_GCF_036917675.1	GCA_036917675.1	GCF_036917675.1	99.89	0.33	74	176290	507877	7039550	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp036917675	/home/tianrm/projects/magicc2/data/genomes/GCF_036917675.1/GCF_036917675.1_ASM3691767v1_genomic.fna	GCF_036917675.1
RS_GCF_015207755.1	GCA_015207755.1	GCF_015207755.1	99.86	0.0	56	268758	851962	5581866	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp015207755	/home/tianrm/projects/magicc2/data/genomes/GCF_015207755.1/GCF_015207755.1_ASM1520775v1_genomic.fna	GCF_015207755.1
GB_GCA_017355425.1	GCA_017355425.1		99.99	0.0	2	5839262	5839262	6040057	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Dolichospermum;s__Dolichospermum sp017355425	/home/tianrm/projects/magicc2/data/genomes/GCA_017355425.1/GCA_017355425.1_ASM1735542v1_genomic.fna	GCA_017355425.1
GB_GCA_937997935.1	GCA_937997935.1		99.46	0.0	13	308152	777041	1986917	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp000433095	/home/tianrm/projects/magicc2/data/genomes/GCA_937997935.1/GCA_937997935.1_SRR12395683_bin.13_CONCOCT_v1.1_MAG_genomic.fna	GCA_937997935.1
RS_GCF_904830855.1	GCA_904830855.1	GCF_904830855.1	100.0	0.0	4	4738828	4738828	4947677	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Planktothrix;s__Planktothrix agardhii	/home/tianrm/projects/magicc2/data/genomes/GCF_904830855.1/GCF_904830855.1_PA_No.66_genomic.fna	GCF_904830855.1
GB_GCA_947651235.1	GCA_947651235.1		99.88	0.24	15	209730	515355	1882827	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp950022495	/home/tianrm/projects/magicc2/data/genomes/GCA_947651235.1/GCA_947651235.1_SRR18243793_bin.28_metawrap_v1.3_MAG_genomic.fna	GCA_947651235.1
RS_GCF_036630115.1	GCA_036630115.1	GCF_036630115.1	99.29	0.57	5	2744952	2744952	2799574	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus elongatus_A	/home/tianrm/projects/magicc2/data/genomes/GCF_036630115.1/GCF_036630115.1_ASM3663011v1_genomic.fna	GCF_036630115.1
RS_GCF_000231365.1	GCA_000231365.2	GCF_000231365.1	100.0	0.0	34	392142	603159	5380000	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Fischerella;s__Fischerella thermalis	/home/tianrm/projects/magicc2/data/genomes/GCF_000231365.1/GCF_000231365.1_ASM23136v1_genomic.fna	GCF_000231365.1
RS_GCF_021497025.1	GCA_021497025.1	GCF_021497025.1	98.37	0.7	11	5699248	5699248	7254703	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Acaryochloris;s__Acaryochloris marina_A	/home/tianrm/projects/magicc2/data/genomes/GCF_021497025.1/GCF_021497025.1_ASM2149702v1_genomic.fna	GCF_021497025.1
GB_GCA_949290355.1	GCA_949290355.1		99.96	0.0	14	1030763	1030763	1847678	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp949290355	/home/tianrm/projects/magicc2/data/genomes/GCA_949290355.1/GCA_949290355.1_SI.A77.metabat-bins.20_genomic.fna	GCA_949290355.1
GB_GCA_003242085.1	GCA_003242085.1		99.99	0.1	80	122236	283215	5386752	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__Pseudanabaena frigida	/home/tianrm/projects/magicc2/data/genomes/GCA_003242085.1/GCA_003242085.1_ASM324208v1_genomic.fna	GCA_003242085.1
RS_GCF_001040845.1	GCA_001040845.1	GCF_001040845.1	99.99	0.03	10	462217	630801	2661166	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp001040845	/home/tianrm/projects/magicc2/data/genomes/GCF_001040845.1/GCF_001040845.1_ASM104084v1_genomic.fna	GCF_001040845.1
GB_GCA_024958665.1	GCA_024958665.1		100.0	0.31	14	1538627	1538627	2595783	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__UBA5018;s__UBA5018 sp903862155	/home/tianrm/projects/magicc2/data/genomes/GCA_024958665.1/GCA_024958665.1_ASM2495866v1_genomic.fna	GCA_024958665.1
GB_GCA_948947895.1	GCA_948947895.1		99.9	0.46	39	92086	222973	1887949	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp023662705	/home/tianrm/projects/magicc2/data/genomes/GCA_948947895.1/GCA_948947895.1_MGBC157562_genomic.fna	GCA_948947895.1
RS_GCF_035320825.1	GCA_035320825.1	GCF_035320825.1	100.0	0.02	1	4280321	4280321	4280321	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__PCC-10605;s__PCC-10605 sp000317675	/home/tianrm/projects/magicc2/data/genomes/GCF_035320825.1/GCF_035320825.1_ASM3532082v1_genomic.fna	GCF_035320825.1
RS_GCF_015840525.1	GCA_015840525.1	GCF_015840525.1	99.17	0.47	1	3860130	3860130	3860130	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__CBW1002;s__CBW1002 sp015840915	/home/tianrm/projects/magicc2/data/genomes/GCF_015840525.1/GCF_015840525.1_ASM1584052v1_genomic.fna	GCF_015840525.1
GB_GCA_016745315.2	GCA_016745315.2		98.35	0.4	1	6763969	6763969	6763969	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Limnospira;s__Limnospira platensis	/home/tianrm/projects/magicc2/data/genomes/GCA_016745315.2/GCA_016745315.2_ASM1674531v2_genomic.fna	GCA_016745315.2
GB_GCA_949050615.1	GCA_949050615.1		99.85	0.49	19	180775	309848	1914082	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp023662705	/home/tianrm/projects/magicc2/data/genomes/GCA_949050615.1/GCA_949050615.1_MGBC160811_genomic.fna	GCA_949050615.1
GB_GCA_944325785.1	GCA_944325785.1		99.29	0.75	23	156329	547855	2088434	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp944325785	/home/tianrm/projects/magicc2/data/genomes/GCA_944325785.1/GCA_944325785.1_BRZ_AG_bin104_genomic.fna	GCA_944325785.1
GB_GCA_937936365.1	GCA_937936365.1		99.75	0.14	69	40477	159192	1764140	Bacteria	Cyanobacteriota	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatousia;s__Scatousia sp900321895	/home/tianrm/projects/magicc2/data/genomes/GCA_937936365.1/GCA_937936365.1_SRR7658660_bin.2_CONCOCT_v1.1_MAG_genomic.fna	GCA_937936365.1
GB_GCA_004297215.1	GCA_004297215.1		100.0	1.12	2	842311	842311	983781	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Patescibacteriia;o__UBA9934;f__GWF2-40-263;g__2-01-FULL-63-20;s__2-01-FULL-63-20 sp004297215	/home/tianrm/projects/magicc2/data/genomes/GCA_004297215.1/GCA_004297215.1_ASM429721v1_genomic.fna	GCA_004297215.1
GB_GCA_036771935.1	GCA_036771935.1		99.49	0.62	36	42099	117146	981287	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__Moranbacterales;f__UBA2206;g__UBA2206;s__UBA2206 sp001784805	/home/tianrm/projects/magicc2/data/genomes/GCA_036771935.1/GCA_036771935.1_ASM3677193v1_genomic.fna	GCA_036771935.1
GB_GCA_041656995.1	GCA_041656995.1		98.75	0.05	4	319738	319738	602465	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__Minisyncoccales;f__Minisyncoccaceae;g__Microsyncoccus;s__Microsyncoccus sp028716905	/home/tianrm/projects/magicc2/data/genomes/GCA_041656995.1/GCA_041656995.1_ASM4165699v1_genomic.fna	GCA_041656995.1
GB_GCA_963544155.1	GCA_963544155.1		98.48	0.38	22	67888	119973	822382	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp963544155	/home/tianrm/projects/magicc2/data/genomes/GCA_963544155.1/GCA_963544155.1_ERR10228872_bin.20_MetaWRAP_v1.3_MAG_genomic.fna	GCA_963544155.1
GB_GCA_030647355.1	GCA_030647355.1		100.0	0.06	14	241868	326227	1043298	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__UBA1384;o__VFKW01;f__VFKW01;g__JAUSIS01;s__JAUSIS01 sp030647355	/home/tianrm/projects/magicc2/data/genomes/GCA_030647355.1/GCA_030647355.1_ASM3064735v1_genomic.fna	GCA_030647355.1
GB_GCA_017404955.1	GCA_017404955.1		99.62	0.27	13	77705	162952	718159	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017404955	/home/tianrm/projects/magicc2/data/genomes/GCA_017404955.1/GCA_017404955.1_ASM1740495v1_genomic.fna	GCA_017404955.1
GB_GCA_029288865.1	GCA_029288865.1		100.0	0.02	36	37031	109778	842395	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA9973;f__UBA2103;g__C7867-001;s__C7867-001 sp029288865	/home/tianrm/projects/magicc2/data/genomes/GCA_029288865.1/GCA_029288865.1_ASM2928886v1_genomic.fna	GCA_029288865.1
GB_GCA_023246355.1	GCA_023246355.1		100.0	0.47	9	213799	414343	1050665	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Patescibacteriia;o__UBA9934;f__GWF2-40-263;g__JACRJW01;s__JACRJW01 sp023246355	/home/tianrm/projects/magicc2/data/genomes/GCA_023246355.1/GCA_023246355.1_ASM2324635v1_genomic.fna	GCA_023246355.1
GB_GCA_001777575.1	GCA_001777575.1		100.0	0.22	23	116071	173545	847051	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Doudnabacteria;o__UBA920;f__O2-02-FULL-48-8;g__O2-02-FULL-48-8;s__O2-02-FULL-48-8 sp001777575	/home/tianrm/projects/magicc2/data/genomes/GCA_001777575.1/GCA_001777575.1_ASM177757v1_genomic.fna	GCA_001777575.1
GB_GCA_038063655.1	GCA_038063655.1		98.61	0.0	45	33916	118082	741722	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__JACQLN01;f__JACQLN01;g__JACQLN01;s__JACQLN01 sp038065095	/home/tianrm/projects/magicc2/data/genomes/GCA_038063655.1/GCA_038063655.1_ASM3806365v1_genomic.fna	GCA_038063655.1
GB_GCA_903894245.1	GCA_903894245.1		99.86	0.14	9	124319	223775	772487	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA10105;f__UBA927;g__CAIJMI01;s__CAIJMI01 sp903821745	/home/tianrm/projects/magicc2/data/genomes/GCA_903894245.1/GCA_903894245.1_freshwater_MAG_---_LaPlata-15m-a_bin-570_genomic.fna	GCA_903894245.1
GB_GCA_022710645.1	GCA_022710645.1		100.0	0.07	25	562946	562946	929478	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Patescibacteriia;o__Magasanikbacterales;f__GWA2-37-8;g__JAKLGL01;s__JAKLGL01 sp022710645	/home/tianrm/projects/magicc2/data/genomes/GCA_022710645.1/GCA_022710645.1_ASM2271064v1_genomic.fna	GCA_022710645.1
GB_GCA_015257795.3	GCA_015257795.3		99.16	0.01	1	663355	663355	663355	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Nanogingivalaceae;g__Nanogingivalis;s__Nanogingivalis sp015257795	/home/tianrm/projects/magicc2/data/genomes/GCA_015257795.3/GCA_015257795.3_ASM1525779v3_genomic.fna	GCA_015257795.3
GB_GCA_963549315.1	GCA_963549315.1		99.46	0.81	23	49271	189266	791025	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__Nanosyncoccus;s__Nanosyncoccus sp963549315	/home/tianrm/projects/magicc2/data/genomes/GCA_963549315.1/GCA_963549315.1_SRR23388468_bin.50_MetaWRAP_v1.3_MAG_genomic.fna	GCA_963549315.1
GB_GCA_028695135.1	GCA_028695135.1		100.0	0.24	49	32850	105573	911467	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__Moranbacterales;f__UBA9337;g__STE-63;s__STE-63 sp028695135	/home/tianrm/projects/magicc2/data/genomes/GCA_028695135.1/GCA_028695135.1_ASM2869513v1_genomic.fna	GCA_028695135.1
GB_GCA_001777785.1	GCA_001777785.1		98.35	1.29	32	80522	147654	908289	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Doudnabacteria;o__UBA920;f__O2-02-FULL-48-8;g__WO2-49-40;s__WO2-49-40 sp001780035	/home/tianrm/projects/magicc2/data/genomes/GCA_001777785.1/GCA_001777785.1_ASM177778v1_genomic.fna	GCA_001777785.1
GB_GCA_028715115.1	GCA_028715115.1		98.6	0.52	4	460408	460408	788200	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Patescibacteriia;o__UBA2591;f__UBA4787;g__JAQUSN01;s__JAQUSN01 sp028715115	/home/tianrm/projects/magicc2/data/genomes/GCA_028715115.1/GCA_028715115.1_ASM2871511v1_genomic.fna	GCA_028715115.1
GB_GCA_023228085.1	GCA_023228085.1		99.43	0.93	16	212356	288853	955822	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__Minisyncoccales;f__Minisyncoccaceae;g__Minisyncoccus;s__Minisyncoccus sp023228085	/home/tianrm/projects/magicc2/data/genomes/GCA_023228085.1/GCA_023228085.1_ASM2322808v1_genomic.fna	GCA_023228085.1
GB_GCA_003509405.1	GCA_003509405.1		98.91	0.88	7	161044	322288	765724	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA9973;f__UBA9973;g__UBA8515;s__UBA8515 sp000991405	/home/tianrm/projects/magicc2/data/genomes/GCA_003509405.1/GCA_003509405.1_ASM350940v1_genomic.fna	GCA_003509405.1
GB_GCA_027422795.1	GCA_027422795.1		98.68	0.27	9	99609	181327	690323	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA9973;f__UBA1550;g__UBA1550;s__UBA1550 sp021812665	/home/tianrm/projects/magicc2/data/genomes/GCA_027422795.1/GCA_027422795.1_ASM2742279v1_genomic.fna	GCA_027422795.1
GB_GCA_027356665.1	GCA_027356665.1		99.0	0.63	35	105082	180449	637663	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA9973;f__UBA2103;g__C7867-001;s__C7867-001 sp021802705	/home/tianrm/projects/magicc2/data/genomes/GCA_027356665.1/GCA_027356665.1_ASM2735666v1_genomic.fna	GCA_027356665.1
GB_GCA_001002135.1	GCA_001002135.1		98.83	1.0	13	213070	360479	919891	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__PJMF01;g__UBA10119;s__UBA10119 sp001002135	/home/tianrm/projects/magicc2/data/genomes/GCA_001002135.1/GCA_001002135.1_ASM100213v1_genomic.fna	GCA_001002135.1
GB_GCA_017545595.1	GCA_017545595.1		98.79	0.14	15	77092	136823	744770	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017545595	/home/tianrm/projects/magicc2/data/genomes/GCA_017545595.1/GCA_017545595.1_ASM1754559v1_genomic.fna	GCA_017545595.1
GB_GCA_035393865.1	GCA_035393865.1		99.99	0.03	22	57609	123465	532026	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__RBG-13-40-8-A;f__RBG-13-40-8-A;g__JAKJED01;s__JAKJED01 sp022705575	/home/tianrm/projects/magicc2/data/genomes/GCA_035393865.1/GCA_035393865.1_ASM3539386v1_genomic.fna	GCA_035393865.1
GB_GCA_903859365.1	GCA_903859365.1		99.92	0.0	13	82613	134852	716498	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAIOMD01;g__CAIOMD01;s__CAIOMD01 sp903859365	/home/tianrm/projects/magicc2/data/genomes/GCA_903859365.1/GCA_903859365.1_freshwater_MAG_---_AM-lipid-02-D3_bin-0353_genomic.fna	GCA_903859365.1
GB_GCA_958428115.1	GCA_958428115.1		98.09	0.12	5	142171	303203	664738	Bacteria	Patescibacteriota	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__Nanosyncoccus;s__Nanosyncoccus sp934700415	/home/tianrm/projects/magicc2/data/genomes/GCA_958428115.1/GCA_958428115.1_ERR9578257_bin.18_MetaWRAP_v1.3_MAG_genomic.fna	GCA_958428115.1
