gtdb_accession	ncbi_accession	gcf_accession	checkm2_completeness	checkm2_contamination	contig_count	n50_contigs	longest_contig	genome_size	domain	phylum	gtdb_taxonomy	fasta_path	download_dir
GB_GCA_029258885.1	GCA_029258885.1		99.89	0.6	26	473674	646815	2098864	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B9-G17;g__B9-G17;s__B9-G17 sp003649225	/home/tianrm/projects/magicc2/data/genomes/GCA_029258885.1/GCA_029258885.1_ASM2925888v1_genomic.fna	GCA_029258885.1
RS_GCF_001560595.1	GCA_001560595.1	GCF_001560595.1	99.99	0.27	14	547801	892271	2241116	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	/home/tianrm/projects/magicc2/data/genomes/GCF_001560595.1/GCF_001560595.1_NG05B_CO5_02_genomic.fna	GCF_001560595.1
RS_GCF_026627015.1	GCA_026627015.1	GCF_026627015.1	99.88	1.8	68	100267	304104	2226188	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum arsenaticum	/home/tianrm/projects/magicc2/data/genomes/GCF_026627015.1/GCF_026627015.1_ASM2662701v1_genomic.fna	GCF_026627015.1
GB_GCA_025699025.1	GCA_025699025.1		99.99	0.13	4	473856	776525	1705683	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum_A;s__Nitrosarchaeum_A sp025699025	/home/tianrm/projects/magicc2/data/genomes/GCA_025699025.1/GCA_025699025.1_ASM2569902v1_genomic.fna	GCA_025699025.1
RS_GCF_000245115.1	GCA_000245115.2	GCF_000245115.1	99.99	0.41	5	1691529	1691529	2680814	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus islandicus	/home/tianrm/projects/magicc2/data/genomes/GCF_000245115.1/GCF_000245115.1_ASM24511v2_genomic.fna	GCF_000245115.1
RS_GCF_019175325.1	GCA_019175325.1	GCF_019175325.1	100.0	0.56	2	2740857	2740857	2778607	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus shibatae	/home/tianrm/projects/magicc2/data/genomes/GCF_019175325.1/GCF_019175325.1_ASM1917532v1_genomic.fna	GCF_019175325.1
RS_GCF_001462395.1	GCA_001462395.1	GCF_001462395.1	99.79	0.0	2	1501248	1501248	1621727	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__Pyrodictium;s__Pyrodictium occultum	/home/tianrm/projects/magicc2/data/genomes/GCF_001462395.1/GCF_001462395.1_ASM146239v1_genomic.fna	GCF_001462395.1
GB_GCA_023269815.1	GCA_023269815.1		99.95	0.48	21	236489	492226	1411125	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__Thermosphaera;s__Thermosphaera aggregans_B	/home/tianrm/projects/magicc2/data/genomes/GCA_023269815.1/GCA_023269815.1_ASM2326981v1_genomic.fna	GCA_023269815.1
GB_GCA_038728725.1	GCA_038728725.1		98.34	1.06	10	470558	511197	1586052	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__DTCV01 sp020832985	/home/tianrm/projects/magicc2/data/genomes/GCA_038728725.1/GCA_038728725.1_ASM3872872v1_genomic.fna	GCA_038728725.1
GB_GCA_038843435.1	GCA_038843435.1		98.2	0.39	19	89510	224671	1186187	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Terraquivivens;s__Terraquivivens tengchongensis	/home/tianrm/projects/magicc2/data/genomes/GCA_038843435.1/GCA_038843435.1_ASM3884343v1_genomic.fna	GCA_038843435.1
GB_GCA_021325295.1	GCA_021325295.1		99.73	0.22	79	53139	179541	2691817	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAJPHM01;s__JAJPHM01 sp021325295	/home/tianrm/projects/magicc2/data/genomes/GCA_021325295.1/GCA_021325295.1_ASM2132529v1_genomic.fna	GCA_021325295.1
RS_GCF_038875095.1	GCA_038875095.1	GCF_038875095.1	99.97	0.39	25	171213	413555	2453485	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus shibatae	/home/tianrm/projects/magicc2/data/genomes/GCF_038875095.1/GCF_038875095.1_ASM3887509v1_genomic.fna	GCF_038875095.1
RS_GCF_038728425.1	GCA_038728425.1	GCF_038728425.1	99.99	0.74	11	199553	442628	2170358	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	/home/tianrm/projects/magicc2/data/genomes/GCF_038728425.1/GCF_038728425.1_ASM3872842v1_genomic.fna	GCF_038728425.1
GB_GCA_040514375.1	GCA_040514375.1		99.6	0.35	73	30553	139077	1457051	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__QMWW01;s__QMWW01 sp040514375	/home/tianrm/projects/magicc2/data/genomes/GCA_040514375.1/GCA_040514375.1_ASM4051437v1_genomic.fna	GCA_040514375.1
GB_GCA_038730335.1	GCA_038730335.1		99.99	0.21	21	157421	299851	2075794	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus sp038893495	/home/tianrm/projects/magicc2/data/genomes/GCA_038730335.1/GCA_038730335.1_ASM3873033v1_genomic.fna	GCA_038730335.1
RS_GCF_000245215.1	GCA_000245215.2	GCF_000245215.1	99.98	0.4	1	2664783	2664783	2664783	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus islandicus	/home/tianrm/projects/magicc2/data/genomes/GCF_000245215.1/GCF_000245215.1_ASM24521v2_genomic.fna	GCF_000245215.1
RS_GCF_001266735.1	GCA_001266735.1	GCF_001266735.1	99.99	0.38	1	2191533	2191533	2191533	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	/home/tianrm/projects/magicc2/data/genomes/GCF_001266735.1/GCF_001266735.1_ASM126673v1_genomic.fna	GCF_001266735.1
RS_GCF_001266655.1	GCA_001266655.1	GCF_001266655.1	99.99	0.38	1	2191533	2191533	2191533	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	/home/tianrm/projects/magicc2/data/genomes/GCF_001266655.1/GCF_001266655.1_ASM126665v1_genomic.fna	GCF_001266655.1
RS_GCF_038876495.1	GCA_038876495.1	GCF_038876495.1	99.99	0.75	6	425594	549747	2178898	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	/home/tianrm/projects/magicc2/data/genomes/GCF_038876495.1/GCF_038876495.1_ASM3887649v1_genomic.fna	GCF_038876495.1
GB_GCA_037440725.1	GCA_037440725.1		99.54	0.05	45	75450	159509	1652356	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__Nitrosotenuis uzonensis	/home/tianrm/projects/magicc2/data/genomes/GCA_037440725.1/GCA_037440725.1_ASM3744072v1_genomic.fna	GCA_037440725.1
GB_GCA_027083135.1	GCA_027083135.1		99.59	1.57	59	54431	126242	1747803	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WAQK01;g__JALWQH01;s__JALWQH01 sp027083135	/home/tianrm/projects/magicc2/data/genomes/GCA_027083135.1/GCA_027083135.1_ASM2708313v1_genomic.fna	GCA_027083135.1
RS_GCF_000022405.1	GCA_000022405.1	GCF_000022405.1	100.0	0.49	1	2608832	2608832	2608832	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus islandicus	/home/tianrm/projects/magicc2/data/genomes/GCF_000022405.1/GCF_000022405.1_ASM2240v1_genomic.fna	GCF_000022405.1
RS_GCF_013407185.1	GCA_013407185.1	GCF_013407185.1	99.76	0.84	1	2171418	2171418	2171418	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus ureiphilus	/home/tianrm/projects/magicc2/data/genomes/GCF_013407185.1/GCF_013407185.1_ASM1340718v1_genomic.fna	GCF_013407185.1
RS_GCF_000016605.1	GCA_000016605.1	GCF_000016605.1	99.99	0.38	1	2191517	2191517	2191517	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	/home/tianrm/projects/magicc2/data/genomes/GCF_000016605.1/GCF_000016605.1_ASM1660v1_genomic.fna	GCF_000016605.1
GB_GCA_038817775.1	GCA_038817775.1		98.67	0.48	29	69378	136577	1376222	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__DTEX01;g__DTEX01;s__DTEX01 sp018396635	/home/tianrm/projects/magicc2/data/genomes/GCA_038817775.1/GCA_038817775.1_ASM3881777v1_genomic.fna	GCA_038817775.1
RS_GCF_001560315.1	GCA_001560315.1	GCF_001560315.1	99.95	0.29	20	233287	376625	2203701	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	/home/tianrm/projects/magicc2/data/genomes/GCF_001560315.1/GCF_001560315.1_NG05A_C04_genomic.fna	GCF_001560315.1
RS_GCF_000968355.2	GCA_000968355.2	GCF_000968355.2	99.99	0.45	1	2727312	2727312	2727312	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus	/home/tianrm/projects/magicc2/data/genomes/GCF_000968355.2/GCF_000968355.2_ASM96835v2_genomic.fna	GCF_000968355.2
GB_GCA_037443975.1	GCA_037443975.1		99.9	0.31	30	112096	220831	1987437	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp013114715	/home/tianrm/projects/magicc2/data/genomes/GCA_037443975.1/GCA_037443975.1_ASM3744397v1_genomic.fna	GCA_037443975.1
GB_GCA_015523455.1	GCA_015523455.1		99.77	0.3	75	34594	111642	1488581	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum sp015521685	/home/tianrm/projects/magicc2/data/genomes/GCA_015523455.1/GCA_015523455.1_ASM1552345v1_genomic.fna	GCA_015523455.1
RS_GCF_001560045.1	GCA_001560045.1	GCF_001560045.1	99.99	0.29	17	165464	429432	2220235	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	/home/tianrm/projects/magicc2/data/genomes/GCF_001560045.1/GCF_001560045.1_GG12_C01_07_genomic.fna	GCF_001560045.1
RS_GCF_000223395.1	GCA_000223395.1	GCF_000223395.1	99.53	0.06	1	1843267	1843267	1843267	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__Pyrolobus;s__Pyrolobus fumarii	/home/tianrm/projects/magicc2/data/genomes/GCF_000223395.1/GCF_000223395.1_ASM22339v1_genomic.fna	GCF_000223395.1
GB_GCA_039938615.1	GCA_039938615.1		98.22	0.45	52	63028	118409	1988989	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp039938615	/home/tianrm/projects/magicc2/data/genomes/GCA_039938615.1/GCA_039938615.1_ASM3993861v1_genomic.fna	GCA_039938615.1
RS_GCF_038871435.1	GCA_038871435.1	GCF_038871435.1	99.99	1.4	31	176999	451995	1825352	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__Thermofilum;s__Thermofilum adornatum	/home/tianrm/projects/magicc2/data/genomes/GCF_038871435.1/GCF_038871435.1_ASM3887143v1_genomic.fna	GCF_038871435.1
RS_GCF_038733985.1	GCA_038733985.1	GCF_038733985.1	99.33	0.12	29	154845	230429	1999894	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum arsenaticum	/home/tianrm/projects/magicc2/data/genomes/GCF_038733985.1/GCF_038733985.1_ASM3873398v1_genomic.fna	GCF_038733985.1
GB_GCA_028276725.1	GCA_028276725.1		99.99	0.63	25	118259	305438	1328562	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__Thermogladius;s__Thermogladius sp009904025	/home/tianrm/projects/magicc2/data/genomes/GCA_028276725.1/GCA_028276725.1_ASM2827672v1_genomic.fna	GCA_028276725.1
GB_GCA_038823985.1	GCA_038823985.1		98.93	0.52	3	498323	530290	1240293	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Terraquivivens;s__Terraquivivens tengchongensis	/home/tianrm/projects/magicc2/data/genomes/GCA_038823985.1/GCA_038823985.1_ASM3882398v1_genomic.fna	GCA_038823985.1
RS_GCF_002194565.1	GCA_002194565.1	GCF_002194565.1	99.96	1.15	9	548803	557338	2042801	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__Pyrodictium;s__Pyrodictium delaneyi	/home/tianrm/projects/magicc2/data/genomes/GCF_002194565.1/GCF_002194565.1_Pdsh-A1.0_genomic.fna	GCF_002194565.1
RS_GCF_026768455.1	GCA_026768455.1	GCF_026768455.1	99.27	0.03	18	166709	514727	1677461	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__Nitrosotenuis cloacae_A	/home/tianrm/projects/magicc2/data/genomes/GCF_026768455.1/GCF_026768455.1_ASM2676845v1_genomic.fna	GCF_026768455.1
RS_GCF_002156965.1	GCA_002156965.1	GCF_002156965.1	98.88	0.01	1	1360076	1360076	1360076	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus catalinensis	/home/tianrm/projects/magicc2/data/genomes/GCF_002156965.1/GCF_002156965.1_ASM215696v1_genomic.fna	GCF_002156965.1
GB_GCA_038897035.1	GCA_038897035.1		100.0	0.82	24	99498	135688	1250990	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__DTEX01;g__DTEX01;s__DTEX01 sp038897035	/home/tianrm/projects/magicc2/data/genomes/GCA_038897035.1/GCA_038897035.1_ASM3889703v1_genomic.fna	GCA_038897035.1
RS_GCF_038879055.1	GCA_038879055.1	GCF_038879055.1	99.89	1.1	51	90250	175099	1556795	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__Desulfurococcus;s__Desulfurococcus sp038881575	/home/tianrm/projects/magicc2/data/genomes/GCF_038879055.1/GCF_038879055.1_ASM3887905v1_genomic.fna	GCF_038879055.1
GB_GCA_038838905.1	GCA_038838905.1		98.86	0.4	10	135518	230324	1227958	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Terraquivivens;s__Terraquivivens tengchongensis	/home/tianrm/projects/magicc2/data/genomes/GCA_038838905.1/GCA_038838905.1_ASM3883890v1_genomic.fna	GCA_038838905.1
GB_GCA_038821125.1	GCA_038821125.1		99.65	0.51	4	387202	608291	1244112	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Terraquivivens;s__Terraquivivens tengchongensis	/home/tianrm/projects/magicc2/data/genomes/GCA_038821125.1/GCA_038821125.1_ASM3882112v1_genomic.fna	GCA_038821125.1
RS_GCF_014078525.1	GCA_014078525.1	GCF_014078525.1	99.98	0.17	13	314172	519177	1789073	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp014078525	/home/tianrm/projects/magicc2/data/genomes/GCF_014078525.1/GCF_014078525.1_ASM1407852v1_genomic.fna	GCF_014078525.1
GB_GCA_038874835.1	GCA_038874835.1		99.09	0.05	11	216947	387420	1609719	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	/home/tianrm/projects/magicc2/data/genomes/GCA_038874835.1/GCA_038874835.1_ASM3887483v1_genomic.fna	GCA_038874835.1
RS_GCF_038875755.1	GCA_038875755.1	GCF_038875755.1	100.0	0.58	19	285301	657832	2516116	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus shibatae	/home/tianrm/projects/magicc2/data/genomes/GCF_038875755.1/GCF_038875755.1_ASM3887575v1_genomic.fna	GCF_038875755.1
GB_GCA_022969015.1	GCA_022969015.1		99.53	0.15	26	177607	579197	1659115	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp013215285	/home/tianrm/projects/magicc2/data/genomes/GCA_022969015.1/GCA_022969015.1_ASM2296901v1_genomic.fna	GCA_022969015.1
GB_GCA_038869675.1	GCA_038869675.1		99.32	0.2	20	119170	202963	1369551	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosothermus;s__Nitrosothermus koennekei	/home/tianrm/projects/magicc2/data/genomes/GCA_038869675.1/GCA_038869675.1_ASM3886967v1_genomic.fna	GCA_038869675.1
GB_GCA_021654415.1	GCA_021654415.1		99.99	0.3	1	2464819	2464819	2464819	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera javensis	/home/tianrm/projects/magicc2/data/genomes/GCA_021654415.1/GCA_021654415.1_MjAS7_1.0_genomic.fna	GCA_021654415.1
GB_GCA_037968115.1	GCA_037968115.1		99.64	0.05	93	44517	123262	1356100	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp013390905	/home/tianrm/projects/magicc2/data/genomes/GCA_037968115.1/GCA_037968115.1_ASM3796811v1_genomic.fna	GCA_037968115.1
RS_GCF_000022445.1	GCA_000022445.1	GCF_000022445.1	100.0	0.19	1	2586647	2586647	2586647	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus islandicus	/home/tianrm/projects/magicc2/data/genomes/GCF_000022445.1/GCF_000022445.1_ASM2244v1_genomic.fna	GCF_000022445.1
GB_GCA_038881835.1	GCA_038881835.1		99.99	0.15	4	1995109	1995109	2014673	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus sp038893495	/home/tianrm/projects/magicc2/data/genomes/GCA_038881835.1/GCA_038881835.1_ASM3888183v1_genomic.fna	GCA_038881835.1
GB_GCA_013215285.1	GCA_013215285.1		99.36	0.09	28	177607	579197	1664924	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp013215285	/home/tianrm/projects/magicc2/data/genomes/GCA_013215285.1/GCA_013215285.1_ASM1321528v1_genomic.fna	GCA_013215285.1
RS_GCF_000956175.1	GCA_000956175.1	GCF_000956175.1	99.88	0.18	1	1803090	1803090	1803090	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus adriaticus	/home/tianrm/projects/magicc2/data/genomes/GCF_000956175.1/GCF_000956175.1_ASM95617v1_genomic.fna	GCF_000956175.1
GB_GCA_035615835.1	GCA_035615835.1		99.52	0.71	92	27347	103924	1533661	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S143-63;s__S143-63 sp027081695	/home/tianrm/projects/magicc2/data/genomes/GCA_035615835.1/GCA_035615835.1_ASM3561583v1_genomic.fna	GCA_035615835.1
GB_GCA_038731505.1	GCA_038731505.1		99.57	0.42	38	91898	149895	1632045	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__Ignisphaera;s__Ignisphaera sp030550585	/home/tianrm/projects/magicc2/data/genomes/GCA_038731505.1/GCA_038731505.1_ASM3873150v1_genomic.fna	GCA_038731505.1
GB_GCA_022015295.1	GCA_022015295.1		98.39	0.0	66	40302	114602	1269201	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp022015155	/home/tianrm/projects/magicc2/data/genomes/GCA_022015295.1/GCA_022015295.1_ASM2201529v1_genomic.fna	GCA_022015295.1
RS_GCF_014648235.1	GCA_014648235.1	GCF_014648235.1	100.0	0.31	57	89736	158621	2347823	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfodiicoccus;s__Sulfodiicoccus acidiphilus	/home/tianrm/projects/magicc2/data/genomes/GCF_014648235.1/GCF_014648235.1_ASM1464823v1_genomic.fna	GCF_014648235.1
GB_GCA_038873395.1	GCA_038873395.1		98.81	0.38	7	325545	468388	1224939	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Terraquivivens;s__Terraquivivens tengchongensis	/home/tianrm/projects/magicc2/data/genomes/GCA_038873395.1/GCA_038873395.1_ASM3887339v1_genomic.fna	GCA_038873395.1
RS_GCF_000303155.1	GCA_000303155.1	GCF_000303155.1	99.85	0.67	1	2833868	2833868	2833868	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera gargensis	/home/tianrm/projects/magicc2/data/genomes/GCF_000303155.1/GCF_000303155.1_ASM30315v1_genomic.fna	GCF_000303155.1
GB_GCA_027078975.1	GCA_027078975.1		99.9	0.52	31	759623	928473	2301947	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__WAQN01;s__WAQN01 sp015520195	/home/tianrm/projects/magicc2/data/genomes/GCA_027078975.1/GCA_027078975.1_ASM2707897v1_genomic.fna	GCA_027078975.1
GB_GCA_003352295.1	GCA_003352295.1		99.92	1.45	10	546492	622901	2226630	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__PXYB01;s__PXYB01 sp003352285	/home/tianrm/projects/magicc2/data/genomes/GCA_003352295.1/GCA_003352295.1_ASM335229v1_genomic.fna	GCA_003352295.1
RS_GCF_000446015.1	GCA_000446015.1	GCF_000446015.1	99.96	0.27	1	1750259	1750259	1750259	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__Thermofilum;s__Thermofilum adornatum	/home/tianrm/projects/magicc2/data/genomes/GCF_000446015.1/GCF_000446015.1_ASM44601v1_genomic.fna	GCF_000446015.1
GB_GCA_023268355.1	GCA_023268355.1		98.99	0.37	8	322853	342429	1252035	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Terraquivivens;s__Terraquivivens tengchongensis	/home/tianrm/projects/magicc2/data/genomes/GCA_023268355.1/GCA_023268355.1_ASM2326835v1_genomic.fna	GCA_023268355.1
RS_GCF_038877515.1	GCA_038877515.1	GCF_038877515.1	99.99	0.48	15	554052	696907	2125847	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	/home/tianrm/projects/magicc2/data/genomes/GCF_038877515.1/GCF_038877515.1_ASM3887751v1_genomic.fna	GCF_038877515.1
RS_GCF_001560355.1	GCA_001560355.1	GCF_001560355.1	99.98	0.3	16	204128	533352	2213924	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	/home/tianrm/projects/magicc2/data/genomes/GCF_001560355.1/GCF_001560355.1_NG05A_C05_01_genomic.fna	GCF_001560355.1
GB_GCA_030578235.1	GCA_030578235.1		98.96	1.25	41	112024	298583	1510680	Archaea	Thermoproteota	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_E	/home/tianrm/projects/magicc2/data/genomes/GCA_030578235.1/GCA_030578235.1_ASM3057823v1_genomic.fna	GCA_030578235.1
