genome_id	ref_index	error_type	error_rate	error_rate_pct	net_mass_lost	total_ratio	l1_relative	cosine_similarity_to_control	n_selected_kmers_lost	normalised_l2_per_dim	summary_normalised_l2_per_dim	predicted_kmer_position_corruption_1_minus_1mp9	summary_delta_log10_total_kmer_count	summary_delta_total_kmer_sum	summary_delta_unique_kmer_count	summary_delta_duplicate_kmer_count	summary_delta_kmer_entropy	summary_delta_unique_kmer_ratio	summary_delta_duplicate_kmer_ratio
G_r041_chimera_5pct	41	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r041_chimera_10pct	41	chimera	0.1	10.0	0.0	1.000014	1.4e-05	1.0	0	0.001674	5e-06		1e-05	1e-05	0.0	0.0	1e-05	0.0	0.0
G_r041_chimera_20pct	41	chimera	0.2	20.0	0.0	1.000007	7e-06	1.0	0	0.001412	2e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r041_chimera_40pct	41	chimera	0.4	40.0	0.0	1.00007	7e-05	0.999999	0	0.002615	1.6e-05		3e-05	3e-05	0.0	0.0	0.0	0.0	0.0
G_r041_uneven_coverage_5pct	41	uneven_coverage	0.05	5.0	0.0	1.053218	0.053218	0.998958	0	0.085977	0.076582		0.02252	0.02252	0.0	0.2	-0.00141	0.0	0.00614
G_r041_uneven_coverage_10pct	41	uneven_coverage	0.1	10.0	0.0	1.100866	0.100866	0.998748	0	0.122497	0.148495		0.04173	0.04173	0.0	0.38824	-0.00161	0.0	0.01191
G_r041_uneven_coverage_20pct	41	uneven_coverage	0.2	20.0	0.0	1.200923	0.200923	0.99759	0	0.202123	0.230843		0.07951	0.07951	0.0	0.6	-0.00586	0.0	0.01841
G_r041_uneven_coverage_40pct	41	uneven_coverage	0.4	40.0	0.0	1.394182	0.394182	0.994611	0	0.352398	0.290707		0.14432	0.14432	0.0	0.74118	-0.00755	0.0	0.02274
G_r042_substitution_0p1pct	42	substitution	0.001	0.1	0.005385	0.998125	0.008895	0.999964	3	0.03482	0.000608	0.008964	-0.00082	-0.00082	0.0	0.0	0.00112	0.0	0.0
G_r042_substitution_0p5pct	42	substitution	0.005	0.5	0.018244	0.990798	0.027286	0.999786	3	0.075633	0.066404	0.04411	-0.00401	-0.00401	0.17391	-0.02353	0.00541	0.00102	-0.00213
G_r042_substitution_1pct	42	substitution	0.01	1.0	0.031799	0.980283	0.043881	0.999509	9	0.112215	0.036116	0.086483	-0.00865	-0.00865	0.0	-0.09412	0.01071	0.0	-0.00286
G_r042_substitution_2pct	42	substitution	0.02	2.0	0.05619	0.960225	0.072605	0.998799	6	0.157207	0.296625	0.166252	-0.01763	-0.01763	0.65217	0.43529	0.01982	0.00384	0.0079
G_r042_substitution_5pct	42	substitution	0.05	5.0	0.119388	0.907029	0.145806	0.995135	5	0.249105	0.426623	0.369751	-0.04238	-0.04238	1.0	0.51765	0.04906	0.00589	0.00756
G_r042_substitution_titv_0p1pct	42	substitution_titv	0.001	0.1	0.005363	0.998358	0.009085	0.999962	0	0.033759	0.008913	0.008964	-0.00071	-0.00071	0.0	0.02353	0.00099	0.0	0.00072
G_r042_substitution_titv_0p5pct	42	substitution_titv	0.005	0.5	0.016713	0.99284	0.026266	0.999778	4	0.077632	0.017977	0.04411	-0.00312	-0.00312	0.0	-0.04706	0.00511	0.0	-0.00143
G_r042_substitution_titv_1pct	42	substitution_titv	0.01	1.0	0.029478	0.983359	0.042314	0.999516	2	0.1097	0.151249	0.086483	-0.00729	-0.00729	0.3913	-0.08235	0.00943	0.0023	-0.00569
G_r042_substitution_titv_2pct	42	substitution_titv	0.02	2.0	0.051998	0.967032	0.071029	0.998645	7	0.158247	0.166468	0.166252	-0.01456	-0.01456	0.3913	0.2	0.02062	0.0023	0.00289
G_r042_substitution_titv_5pct	42	substitution_titv	0.05	5.0	0.108038	0.919617	0.135694	0.994957	8	0.237072	0.307541	0.369751	-0.03639	-0.03639	0.78261	0.21176	0.04559	0.00461	5e-05
G_r042_indel_0p1pct	42	indel	0.001	0.1	0.004651	0.998907	0.008209	0.999969	0	0.033291	0.021176		-0.00048	-0.00048	0.04348	-0.03529	0.00068	0.00026	-0.00143
G_r042_indel_0p5pct	42	indel	0.005	0.5	0.015156	0.992966	0.023278	0.999827	2	0.07302	0.103416		-0.00307	-0.00307	0.26087	0.08235	0.00267	0.00154	0.00038
G_r042_indel_1pct	42	indel	0.01	1.0	0.024205	0.987785	0.036195	0.999615	2	0.102025	0.16229		-0.00534	-0.00534	0.3913	0.17647	0.00611	0.0023	0.00217
G_r042_indel_2pct	42	indel	0.02	2.0	0.040739	0.976028	0.057506	0.99912	11	0.144267	0.101946		-0.01054	-0.01054	0.13043	0.23529	0.01072	0.00077	0.00609
G_r042_indel_5pct	42	indel	0.05	5.0	0.085644	0.940089	0.111377	0.996819	8	0.230429	0.326815		-0.02683	-0.02683	0.78261	0.36471	0.02617	0.00461	0.00469
G_r042_chimera_5pct	42	chimera	0.05	5.0	0.0	1.000015	1.5e-05	1.0	0	0.000835	4e-06		1e-05	1e-05	0.0	0.0	0.0	0.0	0.0
G_r042_chimera_10pct	42	chimera	0.1	10.0	0.0	1.000024	2.4e-05	1.0	0	0.001224	5e-06		1e-05	1e-05	0.0	0.0	0.0	0.0	0.0
G_r042_chimera_20pct	42	chimera	0.2	20.0	0.0	1.00007	7e-05	1.0	0	0.00142	1.6e-05		3e-05	3e-05	0.0	0.0	1e-05	0.0	0.0
G_r042_chimera_40pct	42	chimera	0.4	40.0	0.0	1.000111	0.000111	1.0	0	0.002275	2.6e-05		5e-05	5e-05	0.0	0.0	1e-05	0.0	0.0
G_r042_uneven_coverage_5pct	42	uneven_coverage	0.05	5.0	0.0	1.051099	0.051099	0.99969	0	0.07936	0.021261		0.02164	0.02164	0.0	0.04706	-0.00329	0.0	0.00143
G_r042_uneven_coverage_10pct	42	uneven_coverage	0.1	10.0	0.0	1.097792	0.097792	0.999799	0	0.116068	0.025441		0.04052	0.04052	0.0	0.03529	0.00023	0.0	0.00107
G_r042_uneven_coverage_20pct	42	uneven_coverage	0.2	20.0	0.0	1.195346	0.195346	0.999394	0	0.205344	0.086229		0.07749	0.07749	0.0	0.2	-0.00105	0.0	0.00608
G_r042_uneven_coverage_40pct	42	uneven_coverage	0.4	40.0	0.0	1.396989	0.396989	0.998589	0	0.372163	0.105308		0.14519	0.14519	0.0	0.18824	0.00127	0.0	0.00572
G_r043_substitution_0p1pct	43	substitution	0.001	0.1	0.0053	0.998013	0.008614	0.999972	3	0.03966	0.056062	0.008964	-0.00086	-0.00086	0.13043	0.07059	0.00137	0.00077	0.00113
G_r043_substitution_0p5pct	43	substitution	0.005	0.5	0.02004	0.987985	0.028066	0.999824	12	0.094063	0.493335	0.04411	-0.00525	-0.00525	1.21739	0.47059	0.00558	0.00717	0.00471
G_r043_substitution_1pct	43	substitution	0.01	1.0	0.033305	0.977945	0.044555	0.999567	10	0.130724	0.857327	0.086483	-0.00969	-0.00969	2.17391	0.64706	0.01147	0.0128	0.00241
G_r043_substitution_2pct	43	substitution	0.02	2.0	0.059036	0.956508	0.074581	0.998912	34	0.179565	1.074318	0.166252	-0.01931	-0.01931	2.56522	1.22353	0.02208	0.01511	0.01704
G_r043_substitution_5pct	43	substitution	0.05	5.0	0.130252	0.893849	0.154353	0.995292	22	0.293068	2.508536	0.369751	-0.04874	-0.04874	6.0	2.83529	0.0537	0.03534	0.03871
G_r043_substitution_titv_0p1pct	43	substitution_titv	0.001	0.1	0.005563	0.997931	0.009056	0.999971	2	0.040558	0.066402	0.008964	-0.0009	-0.0009	0.13043	0.11765	0.0013	0.00077	0.00259
G_r043_substitution_titv_0p5pct	43	substitution_titv	0.005	0.5	0.018863	0.989454	0.02718	0.999833	14	0.089418	0.361796	0.04411	-0.0046	-0.0046	0.86957	0.4	0.00595	0.00512	0.00534
G_r043_substitution_titv_1pct	43	substitution_titv	0.01	1.0	0.033185	0.978429	0.044798	0.999567	25	0.130621	0.643761	0.086483	-0.00947	-0.00947	1.52174	0.76471	0.01204	0.00896	0.01134
G_r043_substitution_titv_2pct	43	substitution_titv	0.02	2.0	0.056633	0.961493	0.074759	0.998728	25	0.18255	1.315877	0.166252	-0.01705	-0.01705	3.21739	1.32941	0.02488	0.01895	0.01502
G_r043_substitution_titv_5pct	43	substitution_titv	0.05	5.0	0.127209	0.90133	0.155749	0.994291	29	0.289842	2.404034	0.369751	-0.04512	-0.04512	5.78261	2.64706	0.06109	0.03406	0.03471
G_r043_indel_0p1pct	43	indel	0.001	0.1	0.004354	0.998723	0.007431	0.999975	1	0.035988	0.098605		-0.00056	-0.00056	0.26087	0.0	0.00051	0.00154	-0.00212
G_r043_indel_0p5pct	43	indel	0.005	0.5	0.015596	0.99164	0.022831	0.999868	13	0.081873	0.114321		-0.00365	-0.00365	0.26087	0.15294	0.00248	0.00154	0.00263
G_r043_indel_1pct	43	indel	0.01	1.0	0.02644	0.984182	0.037061	0.99969	15	0.116678	0.490203		-0.00693	-0.00693	1.21739	0.44706	0.00525	0.00717	0.00398
G_r043_indel_2pct	43	indel	0.02	2.0	0.045431	0.968382	0.059244	0.999316	33	0.168113	0.74795		-0.01395	-0.01395	1.78261	0.85882	0.00926	0.0105	0.01213
G_r043_indel_5pct	43	indel	0.05	5.0	0.09795	0.922265	0.118165	0.997626	45	0.262708	1.399668		-0.03514	-0.03514	3.30435	1.67059	0.02143	0.01946	0.02482
G_r043_chimera_5pct	43	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r043_chimera_10pct	43	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r043_chimera_20pct	43	chimera	0.2	20.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r043_chimera_40pct	43	chimera	0.4	40.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r043_uneven_coverage_5pct	43	uneven_coverage	0.05	5.0	0.0	1.05326	0.05326	0.999918	0	0.067151	0.054731		0.02254	0.02254	0.0	0.14118	-0.0016	0.0	0.00439
G_r043_uneven_coverage_10pct	43	uneven_coverage	0.1	10.0	0.0	1.099741	0.099741	0.999857	0	0.110868	0.070288		0.04129	0.04129	0.0	0.17647	-0.00079	0.0	0.00548
G_r043_uneven_coverage_20pct	43	uneven_coverage	0.2	20.0	0.0	1.203007	0.203007	0.999778	0	0.196263	0.165807		0.08027	0.08027	0.0	0.42353	-0.00271	0.0	0.01316
G_r043_uneven_coverage_40pct	43	uneven_coverage	0.4	40.0	0.0	1.407999	0.407999	0.9997	0	0.337425	0.39077		0.1486	0.1486	0.0	1.01177	-0.00924	0.0	0.03143
G_r044_substitution_0p1pct	44	substitution	0.001	0.1	0.006446	0.998099	0.010991	0.999953	0	0.030685	0.004491	0.008964	-0.00083	-0.00083	0.0	0.01176	0.00114	0.0	0.00036
G_r044_substitution_0p5pct	44	substitution	0.005	0.5	0.020264	0.992445	0.032974	0.999726	0	0.070348	0.016661	0.04411	-0.00329	-0.00329	0.04348	0.0	0.00557	0.00026	-0.00036
G_r044_substitution_1pct	44	substitution	0.01	1.0	0.033672	0.983946	0.05129	0.999364	0	0.097796	0.007027	0.086483	-0.00703	-0.00703	0.0	0.01176	0.01041	0.0	0.00036
G_r044_substitution_2pct	44	substitution	0.02	2.0	0.05749	0.966933	0.081912	0.998311	0	0.144163	0.019832	0.166252	-0.0146	-0.0146	0.04348	0.0	0.02088	0.00026	-0.00036
G_r044_substitution_5pct	44	substitution	0.05	5.0	0.113294	0.926564	0.153152	0.992463	0	0.231952	0.031813	0.369751	-0.03312	-0.03312	0.04348	0.02353	0.04945	0.00026	0.00036
G_r044_substitution_titv_0p1pct	44	substitution_titv	0.001	0.1	0.005982	0.998723	0.010686	0.999953	0	0.031244	0.000548	0.008964	-0.00056	-0.00056	0.0	0.0	0.00122	0.0	0.0
G_r044_substitution_titv_0p5pct	44	substitution_titv	0.005	0.5	0.020304	0.993273	0.033881	0.999697	0	0.070886	0.018905	0.04411	-0.00293	-0.00293	0.04348	0.02353	0.00636	0.00026	0.00036
G_r044_substitution_titv_1pct	44	substitution_titv	0.01	1.0	0.033555	0.985865	0.052975	0.999246	0	0.104306	0.017846	0.086483	-0.00618	-0.00618	0.04348	0.01176	0.01114	0.00026	0.0
G_r044_substitution_titv_2pct	44	substitution_titv	0.02	2.0	0.053791	0.97558	0.083162	0.997915	0	0.147423	0.021503	0.166252	-0.01074	-0.01074	0.04348	0.02353	0.0237	0.00026	0.00036
G_r044_substitution_titv_5pct	44	substitution_titv	0.05	5.0	0.110713	0.934796	0.156223	0.991236	0	0.239861	0.031595	0.369751	-0.02928	-0.02928	0.04348	0.02353	0.05318	0.00026	0.00036
G_r044_indel_0p1pct	44	indel	0.001	0.1	0.005914	0.997541	0.009369	0.999962	0	0.027405	0.000688		-0.00107	-0.00107	0.0	0.0	0.00101	0.0	0.0
G_r044_indel_0p5pct	44	indel	0.005	0.5	0.022604	0.98643	0.031637	0.999775	0	0.06624	0.016819		-0.00593	-0.00593	0.04348	0.0	0.00439	0.00026	-0.00036
G_r044_indel_1pct	44	indel	0.01	1.0	0.037507	0.975287	0.050301	0.999468	0	0.090777	0.017761		-0.01087	-0.01087	0.04348	0.0	0.00902	0.00026	-0.00036
G_r044_indel_2pct	44	indel	0.02	2.0	0.066542	0.950079	0.083164	0.998652	0	0.130665	0.023163		-0.02224	-0.02224	0.04348	0.02353	0.01795	0.00026	0.00036
G_r044_indel_5pct	44	indel	0.05	5.0	0.139336	0.885318	0.163991	0.994129	0	0.222448	0.037567		-0.0529	-0.0529	0.04348	0.02353	0.04287	0.00026	0.00036
G_r044_chimera_5pct	44	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r044_chimera_10pct	44	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r044_chimera_20pct	44	chimera	0.2	20.0	0.0	1.000012	1.2e-05	1.0	0	0.000459	3e-06		0.0	1e-05	0.0	0.0	-0.0	0.0	0.0
G_r044_chimera_40pct	44	chimera	0.4	40.0	0.0	1.000009	9e-06	1.0	0	0.000293	2e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r044_uneven_coverage_5pct	44	uneven_coverage	0.05	5.0	0.0	1.047966	0.047966	0.999829	0	0.052409	0.0113		0.02035	0.02035	0.0	0.0	-0.00812	0.0	0.0
G_r044_uneven_coverage_10pct	44	uneven_coverage	0.1	10.0	0.0	1.100444	0.100444	0.999649	0	0.112814	0.022286		0.04157	0.04157	0.0	0.0	-0.00457	0.0	0.0
G_r044_uneven_coverage_20pct	44	uneven_coverage	0.2	20.0	0.0	1.203486	0.203486	0.999055	0	0.195333	0.043362		0.08044	0.08044	0.0	0.0	-0.01484	0.0	0.0
G_r044_uneven_coverage_40pct	44	uneven_coverage	0.4	40.0	0.0	1.395213	0.395213	0.999219	0	0.328615	0.077549		0.14464	0.14464	0.0	0.0	-0.01597	0.0	0.0
G_r045_substitution_0p1pct	45	substitution	0.001	0.1	0.006679	0.997718	0.011077	0.9999	0	0.026847	0.000564	0.008964	-0.00099	-0.00099	0.0	0.0	0.00051	0.0	0.0
G_r045_substitution_0p5pct	45	substitution	0.005	0.5	0.021539	0.98853	0.031607	0.999486	0	0.058121	0.00936	0.04411	-0.00501	-0.00501	0.0	0.02353	0.00298	0.0	0.00071
G_r045_substitution_1pct	45	substitution	0.01	1.0	0.034785	0.978855	0.048425	0.998901	0	0.08145	0.010408	0.086483	-0.00928	-0.00928	0.0	0.02353	0.00565	0.0	0.00071
G_r045_substitution_2pct	45	substitution	0.02	2.0	0.060444	0.95715	0.078039	0.997551	0	0.123987	0.017274	0.166252	-0.01902	-0.01902	0.0	0.03529	0.01088	0.0	0.00107
G_r045_substitution_5pct	45	substitution	0.05	5.0	0.123838	0.900015	0.147692	0.992336	0	0.203083	0.031686	0.369751	-0.04575	-0.04575	0.0	0.04706	0.02501	0.0	0.00143
G_r045_substitution_titv_0p1pct	45	substitution_titv	0.001	0.1	0.006661	0.997716	0.011037	0.9999	0	0.026307	0.000579	0.008964	-0.00099	-0.00099	0.0	0.0	0.00061	0.0	0.0
G_r045_substitution_titv_0p5pct	45	substitution_titv	0.005	0.5	0.021566	0.98925	0.032381	0.99946	0	0.059619	0.005252	0.04411	-0.00469	-0.00469	0.0	0.01176	0.00323	0.0	0.00036
G_r045_substitution_titv_1pct	45	substitution_titv	0.01	1.0	0.034843	0.979205	0.048891	0.998889	0	0.085662	0.014379	0.086483	-0.00913	-0.00913	0.0	0.03529	0.00582	0.0	0.00107
G_r045_substitution_titv_2pct	45	substitution_titv	0.02	2.0	0.057986	0.961024	0.076997	0.997575	0	0.123461	0.016707	0.166252	-0.01727	-0.01727	0.0	0.03529	0.01053	0.0	0.00107
G_r045_substitution_titv_5pct	45	substitution_titv	0.05	5.0	0.122199	0.904158	0.148555	0.991979	0	0.209157	0.030879	0.369751	-0.04376	-0.04376	0.0	0.04706	0.02508	0.0	0.00143
G_r045_indel_0p1pct	45	indel	0.001	0.1	0.005839	0.99789	0.009567	0.999918	0	0.023327	0.000515		-0.00092	-0.00092	0.0	0.0	0.00042	0.0	0.0
G_r045_indel_0p5pct	45	indel	0.005	0.5	0.020278	0.988312	0.028868	0.999568	0	0.053217	0.00934		-0.00511	-0.00511	0.0	0.02353	0.00209	0.0	0.00071
G_r045_indel_1pct	45	indel	0.01	1.0	0.033818	0.977637	0.045274	0.999069	1	0.077538	0.019468		-0.00982	-0.00982	-0.04348	0.02353	0.00386	-0.00026	0.00107
G_r045_indel_2pct	45	indel	0.02	2.0	0.057193	0.956457	0.070844	0.998078	0	0.11347	0.017088		-0.01933	-0.01933	0.0	0.03529	0.00704	0.0	0.00107
G_r045_indel_5pct	45	indel	0.05	5.0	0.123609	0.895002	0.14222	0.993548	0	0.197953	0.029797		-0.04818	-0.04818	0.0	0.03529	0.01807	0.0	0.00107
G_r045_chimera_5pct	45	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r045_chimera_10pct	45	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r045_chimera_20pct	45	chimera	0.2	20.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r045_chimera_40pct	45	chimera	0.4	40.0	0.0	1.000008	8e-06	1.0	0	0.000189	2e-06		0.0	0.0	0.0	0.0	-0.0	0.0	0.0
G_r045_uneven_coverage_5pct	45	uneven_coverage	0.05	5.0	0.0	1.049371	0.049371	0.999732	0	0.063099	0.011187		0.02093	0.02093	0.0	0.0	-0.00013	0.0	0.0
G_r045_uneven_coverage_10pct	45	uneven_coverage	0.1	10.0	0.0	1.099985	0.099985	0.99949	0	0.112202	0.022123		0.04139	0.04139	0.0	0.0	0.00052	0.0	0.0
G_r045_uneven_coverage_20pct	45	uneven_coverage	0.2	20.0	0.0	1.197258	0.197258	0.999311	0	0.196884	0.04203		0.07819	0.07819	0.0	0.01176	-0.00076	0.0	0.00036
G_r045_uneven_coverage_40pct	45	uneven_coverage	0.4	40.0	0.0	1.393261	0.393261	0.999147	0	0.353294	0.077117		0.14403	0.14403	0.0	0.01176	-0.00051	0.0	0.00036
G_r046_substitution_0p1pct	46	substitution	0.001	0.1	0.006515	0.99904	0.012069	0.999879	3	0.041352	0.075988	0.008964	-0.00042	-0.00042	0.13043	0.15294	0.00089	0.00077	0.00368
G_r046_substitution_0p5pct	46	substitution	0.005	0.5	0.020057	0.9944	0.034513	0.999395	12	0.089862	0.353141	0.04411	-0.00244	-0.00244	0.69565	0.62353	0.00471	0.0041	0.01366
G_r046_substitution_1pct	46	substitution	0.01	1.0	0.031995	0.988531	0.052521	0.998704	16	0.127922	0.61455	0.086483	-0.00501	-0.00501	1.43478	0.76471	0.00792	0.00845	0.01202
G_r046_substitution_2pct	46	substitution	0.02	2.0	0.05171	0.977486	0.080907	0.997147	22	0.17734	1.303553	0.166252	-0.00989	-0.00989	3.13043	1.44706	0.01561	0.01844	0.0193
G_r046_substitution_5pct	46	substitution	0.05	5.0	0.101808	0.943031	0.146647	0.991301	19	0.290497	2.508292	0.369751	-0.02547	-0.02547	5.91304	3.01176	0.03714	0.03483	0.0447
G_r046_substitution_titv_0p1pct	46	substitution_titv	0.001	0.1	0.006262	0.999253	0.011777	0.999884	1	0.040919	0.104823	0.008964	-0.00032	-0.00032	0.26087	0.09412	0.00091	0.00154	0.0008
G_r046_substitution_titv_0p5pct	46	substitution_titv	0.005	0.5	0.020343	0.994708	0.035394	0.999369	21	0.092976	0.250541	0.04411	-0.0023	-0.0023	0.47826	0.45882	0.00415	0.00282	0.01033
G_r046_substitution_titv_1pct	46	substitution_titv	0.01	1.0	0.031373	0.990629	0.053375	0.998674	18	0.129272	0.548209	0.086483	-0.00409	-0.00409	1.21739	0.78824	0.00887	0.00717	0.01451
G_r046_substitution_titv_2pct	46	substitution_titv	0.02	2.0	0.047793	0.982538	0.078124	0.997126	22	0.178152	1.161843	0.166252	-0.00765	-0.00765	2.78261	1.30588	0.01459	0.01639	0.01777
G_r046_substitution_titv_5pct	46	substitution_titv	0.05	5.0	0.096994	0.950902	0.144891	0.991549	35	0.287942	2.116651	0.369751	-0.02186	-0.02186	4.86957	2.76471	0.03679	0.02868	0.04562
G_r046_indel_0p1pct	46	indel	0.001	0.1	0.005677	0.999003	0.010356	0.999901	0	0.033189	0.017026		-0.00043	-0.00043	0.04348	0.01176	0.00034	0.00026	1e-05
G_r046_indel_0p5pct	46	indel	0.005	0.5	0.018127	0.99465	0.030904	0.999489	5	0.080689	0.398623		-0.00233	-0.00233	1.04348	0.15294	0.0022	0.00615	-0.00372
G_r046_indel_1pct	46	indel	0.01	1.0	0.028843	0.988324	0.04601	0.998951	21	0.109319	0.333625		-0.0051	-0.0051	0.73913	0.48235	0.00329	0.00435	0.00894
G_r046_indel_2pct	46	indel	0.02	2.0	0.046863	0.977465	0.071191	0.997663	26	0.164064	0.963431		-0.0099	-0.0099	2.3913	0.88235	0.00736	0.01408	0.0079
G_r046_indel_5pct	46	indel	0.05	5.0	0.087824	0.950076	0.125724	0.993018	44	0.258551	1.637491		-0.02224	-0.02224	3.91304	1.85882	0.01801	0.02305	0.02561
G_r046_chimera_5pct	46	chimera	0.05	5.0	0.0	1.000006	6e-06	1.0	0	0.000206	1e-06		0.0	0.0	0.0	0.0	-0.0	0.0	0.0
G_r046_chimera_10pct	46	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r046_chimera_20pct	46	chimera	0.2	20.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r046_chimera_40pct	46	chimera	0.4	40.0	0.0	1.000006	6e-06	1.0	0	0.000294	1e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r046_uneven_coverage_5pct	46	uneven_coverage	0.05	5.0	0.0	1.052073	0.052073	0.999597	0	0.0689	0.054672		0.02205	0.02205	0.0	0.14118	-0.00115	0.0	0.00438
G_r046_uneven_coverage_10pct	46	uneven_coverage	0.1	10.0	0.0	1.102964	0.102964	0.998479	0	0.114326	0.074737		0.04256	0.04256	0.0	0.18824	-0.00321	0.0	0.00584
G_r046_uneven_coverage_20pct	46	uneven_coverage	0.2	20.0	0.0	1.195879	0.195879	0.999144	0	0.199061	0.318581		0.07769	0.07769	0.0	0.83529	0.00131	0.0	0.02589
G_r046_uneven_coverage_40pct	46	uneven_coverage	0.4	40.0	0.0	1.396529	0.396529	0.998493	0	0.346168	0.486683		0.14505	0.14505	0.0	1.27059	-0.00102	0.0	0.03939
G_r047_substitution_0p1pct	47	substitution	0.001	0.1	0.007525	0.997863	0.012912	0.999797	0	0.03103	0.000505	0.008964	-0.00093	-0.00093	0.0	0.0	0.00024	0.0	0.0
G_r047_substitution_0p5pct	47	substitution	0.005	0.5	0.0245	0.989787	0.038788	0.998999	0	0.070538	0.002451	0.04411	-0.00446	-0.00446	0.0	0.0	0.00151	0.0	0.0
G_r047_substitution_1pct	47	substitution	0.01	1.0	0.039611	0.980612	0.059834	0.997841	0	0.099297	0.006556	0.086483	-0.0085	-0.0085	0.0	-0.01176	0.00421	0.0	-0.00036
G_r047_substitution_2pct	47	substitution	0.02	2.0	0.063179	0.961655	0.088013	0.99585	0	0.1422	0.009391	0.166252	-0.01698	-0.01698	0.0	0.0	0.00638	0.0	0.0
G_r047_substitution_5pct	47	substitution	0.05	5.0	0.123339	0.90694	0.153619	0.988829	0	0.222991	0.02383	0.369751	-0.04242	-0.04242	0.0	0.01176	0.01541	0.0	0.00036
G_r047_substitution_titv_0p1pct	47	substitution_titv	0.001	0.1	0.007311	0.998139	0.01276	0.999804	0	0.032199	0.000467	0.008964	-0.00081	-0.00081	0.0	0.0	0.00047	0.0	0.0
G_r047_substitution_titv_0p5pct	47	substitution_titv	0.005	0.5	0.024232	0.991307	0.039771	0.998943	0	0.072539	0.004931	0.04411	-0.00379	-0.00379	0.0	0.01176	0.0017	0.0	0.00036
G_r047_substitution_titv_1pct	47	substitution_titv	0.01	1.0	0.038251	0.982132	0.058633	0.99794	0	0.099327	0.00991	0.086483	-0.00783	-0.00783	0.0	-0.02353	0.00328	0.0	-0.00071
G_r047_substitution_titv_2pct	47	substitution_titv	0.02	2.0	0.061321	0.96438	0.087022	0.995792	1	0.142986	0.019147	0.166252	-0.01575	-0.01575	-0.04348	-0.01176	0.00641	-0.00026	0.0
G_r047_substitution_titv_5pct	47	substitution_titv	0.05	5.0	0.119697	0.914164	0.153557	0.988517	0	0.227039	0.021682	0.369751	-0.03898	-0.03898	0.0	0.0	0.01589	0.0	0.0
G_r047_indel_0p1pct	47	indel	0.001	0.1	0.006661	0.997845	0.011167	0.999834	0	0.030326	0.004478		-0.00094	-0.00094	0.0	0.01176	0.00024	0.0	0.00036
G_r047_indel_0p5pct	47	indel	0.005	0.5	0.023444	0.98843	0.035319	0.999164	0	0.063004	0.005218		-0.00505	-0.00505	0.0	0.01176	0.001	0.0	0.00036
G_r047_indel_1pct	47	indel	0.01	1.0	0.038806	0.97825	0.055861	0.998152	0	0.093357	0.005188		-0.00955	-0.00955	0.0	0.0	0.00245	0.0	0.0
G_r047_indel_2pct	47	indel	0.02	2.0	0.062845	0.957559	0.083249	0.996447	0	0.132613	0.016793		-0.01883	-0.01883	0.0	-0.03529	0.0042	0.0	-0.00107
G_r047_indel_5pct	47	indel	0.05	5.0	0.124068	0.902482	0.150619	0.9899	0	0.224481	0.024565		-0.04456	-0.04456	0.0	0.01176	0.01068	0.0	0.00036
G_r047_chimera_5pct	47	chimera	0.05	5.0	0.0	1.000011	1.1e-05	1.0	0	0.000707	2e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r047_chimera_10pct	47	chimera	0.1	10.0	0.0	1.000018	1.8e-05	1.0	0	0.001977	5e-06		1e-05	1e-05	0.0	0.0	1e-05	0.0	0.0
G_r047_chimera_20pct	47	chimera	0.2	20.0	0.0	1.000036	3.6e-05	1.0	0	0.001976	9e-06		2e-05	2e-05	0.0	0.0	1e-05	0.0	0.0
