tier	group_key	draft_accession	complete_accession	organism	group	species_taxid	strain	draft_level	complete_level	draft_biosample	complete_biosample	draft_contigs	complete_contigs	draft_bp	complete_bp	size_ratio_draft_over_complete	draft_gc	complete_gc	draft_excluded_from_refseq	complete_excluded_from_refseq	draft_submitter	complete_submitter	draft_release_date	complete_release_date	n_complete_in_group	n_draft_in_group	draft_ftp	complete_ftp
same_biosample	SAMEA7701283	GCA_936447275.2	GCA_936446665.2	Synanthedon andrenaeformis	invertebrate	1108569	na	Contig	Chromosome	SAMEA7701283	SAMEA7701283	2650	51	320552992	348371631	0.9201	34.500000	35.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-22	2022-09-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/936/447/275/GCA_936447275.2_ilSynAndr1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/936/446/665/GCA_936446665.2_ilSynAndr1.2/
same_biosample	SAMEA8800229	GCA_937001455.1	GCA_937001465.1	Orcinus orca	vertebrate_mammalian	9733	na	Contig	Chromosome	SAMEA8800229	SAMEA8800229	12410	570	1882900201	2647335075	0.7112	42.000000	42.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-05-01	2022-05-03	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/001/455/GCA_937001455.1_mOrcOrc1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/001/465/GCA_937001465.1_mOrcOrc1.1/
same_biosample	SAMEA7701325	GCA_937001695.2	GCA_937001555.2	Hypsopygia costalis	invertebrate	1101110	na	Scaffold	Chromosome	SAMEA7701325	SAMEA7701325	1939	74	803725424	817677830	0.9829	37.500000	37.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-22	2022-09-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/001/695/GCA_937001695.2_ilHypCost1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/001/555/GCA_937001555.2_ilHypCost1.2/
same_biosample	SAMEA7701291	GCA_937001565.2	GCA_937001585.2	Brachylomia viminalis	invertebrate	988081	na	Contig	Chromosome	SAMEA7701291	SAMEA7701291	1439	81	752610802	782229127	0.9621	38.500000	39.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-22	2022-09-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/001/565/GCA_937001565.2_ilBraVimi1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/001/585/GCA_937001585.2_ilBraVimi1.2/
same_biosample	SAMEA7523143	GCA_937629555.1	GCA_937595015.1	Polyommatus icarus	invertebrate	265386	na	Contig	Chromosome	SAMEA7523143	SAMEA7523143	629	137	511074499	511742462	0.9987	36.500000	36.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-05-02	2022-05-03	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/629/555/GCA_937629555.1_ilPolIcar1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/595/015/GCA_937595015.1_ilPolIcar1.1/
same_biosample	SAMEA7522176	GCA_937609235.2	GCA_937616625.2	Mercurialis annua	plant	3986	na	Contig	Chromosome	SAMEA7522176	SAMEA7522176	546	78	123162303	453168992	0.2718	34.500000	34.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-10-31	2022-10-31	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/609/235/GCA_937609235.2_ddMerAnnu1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/616/625/GCA_937616625.2_ddMerAnnu1.2/
same_biosample	SAMEA9700886	GCA_937610355.1	GCA_937612035.1	Aricia artaxerxes	invertebrate	91738	na	Contig	Chromosome	SAMEA9700886	SAMEA9700886	1192	53	327847811	458481091	0.7151	37.000000	37.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-05-02	2022-05-03	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/610/355/GCA_937610355.1_ilAriArta2.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/612/035/GCA_937612035.1_ilAriArta2.1/
same_biosample	SAMEA8563708	GCA_937616445.2	GCA_937662695.2	Halyzia sedecimguttata	invertebrate	347359	na	Scaffold	Chromosome	SAMEA8563708	SAMEA8563708	2610	213	902253945	919090586	0.9817	35.500000	36.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-10-08	2022-10-09	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/616/445/GCA_937616445.2_icHalSede1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/662/695/GCA_937662695.2_icHalSede1.2/
same_biosample	SAMEA7849382	GCA_937641085.1	GCA_937620795.1	Thecophora atra	invertebrate	1219171	na	Contig	Chromosome	SAMEA7849382	SAMEA7849382	276	93	231587446	354229183	0.6538	37.500000	38.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-05-02	2022-05-03	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/641/085/GCA_937641085.1_idTheAtra2.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/620/795/GCA_937620795.1_idTheAtra2.1/
same_biosample	SAMEA7524615	GCA_937658345.1	GCA_937625935.1	Tetramitus jugosus	protozoa	166959	na	Contig	Chromosome	SAMEA7524615	SAMEA7524615	87	57	26414222	26300747	1.0043	41.500000	41.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-05-02	2022-05-03	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/658/345/GCA_937658345.1_paTetJugo1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/625/935/GCA_937625935.1_paTetJugo1.1/
same_biosample	SAMEA7746478	GCA_937654215.1	GCA_937654795.1	Cistogaster globosa	invertebrate	1918221	na	Contig	Chromosome	SAMEA7746478	SAMEA7746478	8335	1368	1069055037	837758165	1.2761	29.500000	29.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-05-02	2022-05-03	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/654/215/GCA_937654215.1_idCisGlob1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/654/795/GCA_937654795.1_idCisGlob1.1/
same_biosample	SAMEA7524508	GCA_938743315.1	GCA_938743325.2	Pycnococcus provasolii	plant	41880	na	Scaffold	Chromosome	SAMEA7524508	SAMEA7524508	563	49	43744632	32229639	1.3573	57.500000	57.500000	genome length too large	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-05-02	2023-08-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/938/743/315/GCA_938743315.1_ucPycProv1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/938/743/325/GCA_938743325.2_ucPycProv1.2/
same_biosample	SAMEA7524252	GCA_939192785.1	GCA_939192795.1	Bombylius discolor	invertebrate	2741128	na	Scaffold	Chromosome	SAMEA7524252	SAMEA7524252	2310	81	228578990	279827877	0.8169	25.500000	26.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-05-02	2022-05-03	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/939/192/785/GCA_939192785.1_idBomDisc1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/939/192/795/GCA_939192795.1_idBomDisc1.1/
same_biosample	SAMEA8603178	GCA_939531245.2	GCA_939531255.2	Thera britannica	invertebrate	987013	na	Contig	Chromosome	SAMEA8603178	SAMEA8603178	2160	139	352433871	380622102	0.9259	37.500000	38.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-22	2022-09-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/939/531/245/GCA_939531245.2_ilTheBrit1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/939/531/255/GCA_939531255.2_ilTheBrit1.2/
same_biosample	SAMEA7500987	GCA_939531315.1	GCA_939531405.1	Metschnikowia zobellii	fungi	27328	na	Scaffold	Chromosome	SAMEA7500987	SAMEA7500987	16	6	13530125	13602261	0.9947	48.000000	48.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-05-03	2022-05-03	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/939/531/315/GCA_939531315.1_gsMetZobe1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/939/531/405/GCA_939531405.1_gsMetZobe1.1/
same_biosample	SAMEA8603196	GCA_941918865.2	GCA_941918905.2	Xestia sexstrigata	invertebrate	997545	na	Contig	Chromosome	SAMEA8603196	SAMEA8603196	867	103	604578328	638317840	0.9471	38.500000	38.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-10-08	2022-10-08	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/941/918/865/GCA_941918865.2_ilXesSexs1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/941/918/905/GCA_941918905.2_ilXesSexs1.2/
same_biosample	SAMEA8534296	GCA_941918875.1	GCA_941918925.1	Phyto melanocephala	invertebrate	1262321	na	Contig	Chromosome	SAMEA8534296	SAMEA8534296	5687	194	708676230	739740587	0.9580	30.000000	30.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-10	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/941/918/875/GCA_941918875.1_idPhyMeln1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/941/918/925/GCA_941918925.1_idPhyMeln1.1/
same_biosample	SAMEA8724794	GCA_942183725.1	GCA_942159475.1	Sthenelais limicola	invertebrate	1210413	na	Scaffold	Chromosome	SAMEA8724794	SAMEA8724794	2990	1310	1125722229	1131133856	0.9952	39.000000	39.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-10	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/942/183/725/GCA_942183725.1_wpSthLimi1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/942/159/475/GCA_942159475.1_wpSthLimi1.1/
same_biosample	SAMEA8534291	GCA_942486075.2	GCA_942486065.2	Calliphora vomitoria	invertebrate	27454	na	Contig	Chromosome	SAMEA8534291	SAMEA8534291	1662	300	707949400	707626003	1.0005	30.500000	30.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-10-08	2022-10-08	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/942/486/075/GCA_942486075.2_idCalVomi1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/942/486/065/GCA_942486065.2_idCalVomi1.2/
same_biosample	SAMEA7701549	GCA_943137145.2	GCA_943136025.2	Agrotis puta	invertebrate	1857961	na	Contig	Chromosome	SAMEA7701549	SAMEA7701549	1847	71	517468476	522118748	0.9911	38.500000	38.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-09-22	2022-09-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/137/145/GCA_943137145.2_ilAgrPuta1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/136/025/GCA_943136025.2_ilAgrPuta1.2/
same_biosample	SAMEA8603189	GCA_943138005.2	GCA_943138885.2	Tholera decimalis	invertebrate	988041	na	Scaffold	Chromosome	SAMEA8603189	SAMEA8603189	4325	310	1237757284	1334066527	0.9278	37.500000	38.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-10-25	2022-10-20	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/138/005/GCA_943138005.2_ilThoDeci1.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/138/885/GCA_943138885.2_ilThoDeci1.2/
same_biosample	SAMEA7746467	GCA_943138245.1	GCA_943142095.1	Ophonus ardosiacus	invertebrate	247415	na	Contig	Chromosome	SAMEA7746467	SAMEA7746467	2769	301	884352981	911900507	0.9698	31.000000	31.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-10	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/138/245/GCA_943138245.1_icOphArdo1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/142/095/GCA_943142095.1_icOphArdo1.1/
same_biosample	SAMEA9202734	GCA_943193635.1	GCA_943193625.1	Mucor piriformis	fungi	105697	na	Contig	Chromosome	SAMEA9202734	SAMEA9202734	33	8	1994051	34898162	0.0571	38.000000	37.000000	genome length too small	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-10	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/193/635/GCA_943193635.1_gzMucPiri1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/193/625/GCA_943193625.1_gzMucPiri1.1/
same_biosample	SAMEA10978991	GCA_943193655.1	GCA_943193645.1	Acentria ephemerella	invertebrate	1666818	na	Contig	Chromosome	SAMEA10978991	SAMEA10978991	256	37	336121962	340777416	0.9863	33.000000	33.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-10	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/193/655/GCA_943193655.1_ilAceEphe1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/193/645/GCA_943193645.1_ilAceEphe1.1/
same_biosample	SAMEA7520379	GCA_943193665.1	GCA_946902985.2	Meconema thalassinum	invertebrate	494438	na	Scaffold	Chromosome	SAMEA7520379	SAMEA7520379	68285	2251	6711058256	9039060273	0.7425	40.000000	40.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-13	2023-10-05	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/193/665/GCA_943193665.1_iqMecThal1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/902/985/GCA_946902985.2_iqMecThal1.2/
same_biosample	SAMEA9209225	GCA_943193675.1	GCA_943193705.1	Trichoderma citrinoviride	fungi	58853	na	Contig	Chromosome	SAMEA9209225	SAMEA9209225	7	9	254972	32931900	0.0077	48.500000	52.500000	genome length too small	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-05-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/193/675/GCA_943193675.1_grTriPseu1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/193/705/GCA_943193705.1_grTriPseu1.1/
same_biosample	SAMEA10979088	GCA_943193685.1	GCA_943193695.1	Acrobasis suavella	invertebrate	1857951	na	Contig	Chromosome	SAMEA10979088	SAMEA10979088	1155	54	514085146	647267125	0.7942	36.500000	36.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-10	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/193/685/GCA_943193685.1_ilAcrSuav1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/193/695/GCA_943193695.1_ilAcrSuav1.1/
same_biosample	SAMEA8562043	GCA_943193725.1	GCA_943193715.1	Agaricus bisporus	fungi	5341	na	Contig	Chromosome	SAMEA8562043	SAMEA8562043	191	32	28894111	30321411	0.9529	46.500000	46.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-05-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/193/725/GCA_943193725.1_gfAgaBisp1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/193/715/GCA_943193715.1_gfAgaBisp1.1/
same_biosample	SAMEA7746606	GCA_943591125.1	GCA_943590905.1	Sphaerophoria taeniata	invertebrate	2735243	na	Contig	Chromosome	SAMEA7746606	SAMEA7746606	935	205	609456052	609254214	1.0003	36.500000	36.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/591/125/GCA_943591125.1_idSphTaen1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/590/905/GCA_943590905.1_idSphTaen1.1/
same_biosample	SAMEA12928227	GCA_943734645.1	GCA_943734845.1	Anopheles funestus	invertebrate	62324	na	Contig	Chromosome	SAMEA12928227	SAMEA12928227	542	348	226239815	250698078	0.9024	41.500000	41.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/645/GCA_943734645.1_idAnoFuneDA-416_04_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/845/GCA_943734845.1_idAnoFuneDA-416_04/
same_biosample	SAMEA12928247	GCA_943734815.1	GCA_943734655.2	Sabethes cyaneus	invertebrate	53552	na	Contig	Chromosome	SAMEA12928247	SAMEA12928247	2900	67	210192198	676043992	0.3109	40.000000	40.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-09-15	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/815/GCA_943734815.1_idSabCyanKW18_F2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/655/GCA_943734655.2_idSabCyanKW18_F2/
same_biosample	SAMEA12928206	GCA_943734835.2	GCA_943734665.2	Anopheles aquasalis	invertebrate	42839	na	Contig	Chromosome	SAMEA12928206	SAMEA12928206	325	117	175411823	176573000	0.9934	48.000000	48.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2024-05-15	2024-07-23	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/835/GCA_943734835.2_idAnoAquaMG_Q_19.2_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/665/GCA_943734665.2_idAnoAquaMG_Q_19.2/
same_biosample	SAMEA12928234	GCA_943734675.1	GCA_943734735.2	Anopheles gambiae	invertebrate	7165	na	Scaffold	Chromosome	SAMEA12928234	SAMEA12928234	687	231	207232648	264451381	0.7836	44.000000	44.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-09-09	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/675/GCA_943734675.1_idAnoGambNW_F1_1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/735/GCA_943734735.2_idAnoGambNW_F1_1/
same_biosample	SAMEA12928211	GCA_943734795.1	GCA_943734685.1	Anopheles coluzzii	invertebrate	1518534	na	Contig	Chromosome	SAMEA12928211	SAMEA12928211	903	163	113471412	262602229	0.4321	44.000000	44.500000	genome length too small	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/795/GCA_943734795.1_AcolN3_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/685/GCA_943734685.1_AcolN3/
same_biosample	SAMEA12928236	GCA_943734865.1	GCA_943734695.1	Anopheles maculipalpis	invertebrate	1496333	na	Contig	Chromosome	SAMEA12928236	SAMEA12928236	635	181	215811166	224059441	0.9632	43.000000	43.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/865/GCA_943734865.1_idAnoMacuDA_375_x_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/695/GCA_943734695.1_idAnoMacuDA_375_x/
same_biosample	SAMEA12928213	GCA_943734715.1	GCA_943734705.2	Anopheles coustani	invertebrate	139045	na	Contig	Chromosome	SAMEA12928213	SAMEA12928213	620	447	229140800	269983652	0.8487	44.000000	44.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2023-04-08	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/715/GCA_943734715.1_idAnoCousDA_361_x_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/705/GCA_943734705.2_idAnoCousDA_361_x.2/
same_biosample	SAMEA12928237	GCA_943734855.1	GCA_943734725.1	Anopheles marshallii	invertebrate	1521116	na	Contig	Chromosome	SAMEA12928237	SAMEA12928237	675	304	217350203	225712104	0.9630	43.500000	43.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/855/GCA_943734855.1_idAnoMarsDA_429_01_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/725/GCA_943734725.1_idAnoMarsDA_429_01/
same_biosample	SAMEA12928218	GCA_943734775.1	GCA_943734745.1	Anopheles darlingi	invertebrate	43151	na	Contig	Chromosome	SAMEA12928218	SAMEA12928218	418	95	176521697	181637336	0.9718	48.000000	48.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/775/GCA_943734775.1_idAnoDarlMG_H_01_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/745/GCA_943734745.1_idAnoDarlMG_H_01/
same_biosample	SAMEA12928240	GCA_943734785.1	GCA_943734755.1	Anopheles moucheti	invertebrate	186751	na	Contig	Chromosome	SAMEA12928240	SAMEA12928240	576	406	224236982	271316723	0.8265	43.000000	43.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/785/GCA_943734785.1_idAnoMoucSN_F20_07_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/755/GCA_943734755.1_idAnoMoucSN_F20_07/
same_biosample	SAMEA12928214	GCA_943734805.1	GCA_943734765.2	Anopheles ziemanni	invertebrate	345580	na	Contig	Chromosome	SAMEA12928214	SAMEA12928214	473	447	224751855	269983652	0.8325	44.500000	44.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2023-04-08	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/805/GCA_943734805.1_idAnoZiCoDA_A2_x_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/734/765/GCA_943734765.2_idAnoZiCoDA_A2_x.2/
same_biosample	SAMEA10978746	GCA_943735895.1	GCA_943735885.1	Stelis phaeoptera	invertebrate	2249760	na	Contig	Chromosome	SAMEA10978746	SAMEA10978746	1603	203	246175832	301062759	0.8177	40.000000	41.000000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/735/895/GCA_943735895.1_iyStePhae1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/735/885/GCA_943735885.1_iyStePhae1.1/
same_biosample	SAMEA11025047	GCA_943735905.1	GCA_943735915.1	Pherbina coryleti	invertebrate	1096077	na	Scaffold	Chromosome	SAMEA11025047	SAMEA11025047	3429	576	872810113	862951653	1.0114	33.500000	33.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/735/905/GCA_943735905.1_idPheCory1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/735/915/GCA_943735915.1_idPheCory1.1/
same_biosample	SAMEA7746774	GCA_943735935.1	GCA_943735925.1	Pollenia amentaria	invertebrate	670595	na	Contig	Chromosome	SAMEA7746774	SAMEA7746774	1558	239	1262528403	1270755911	0.9935	30.500000	30.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/735/935/GCA_943735935.1_idPolAmen1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/735/925/GCA_943735925.1_idPolAmen1.1/
same_biosample	SAMEA7521191	GCA_943735945.1	GCA_943735955.1	Piscicola geometra	invertebrate	60958	na	Contig	Chromosome	SAMEA7521191	SAMEA7521191	2335	254	205393665	171080115	1.2006	38.500000	37.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/735/945/GCA_943735945.1_wrPisGeom1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/735/955/GCA_943735955.1_wrPisGeom1.1/
same_biosample	SAMEA10107031	GCA_943735975.1	GCA_943735965.1	Eupithecia abbreviata	invertebrate	934840	na	Scaffold	Chromosome	SAMEA10107031	SAMEA10107031	367	74	352871579	383447363	0.9203	37.500000	37.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/735/975/GCA_943735975.1_ilEupAbbr2.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/735/965/GCA_943735965.1_ilEupAbbr2.1/
same_biosample	SAMEA10978929	GCA_943735985.1	GCA_943735995.1	Sesia bembeciformis	invertebrate	287197	na	Contig	Chromosome	SAMEA10978929	SAMEA10978929	1883	51	466228045	477135390	0.9771	36.500000	36.500000	na	na	WELLCOME SANGER INSTITUTE	WELLCOME SANGER INSTITUTE	2022-06-10	2022-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/735/985/GCA_943735985.1_ilSesBemb1.1_alternate_haplotype/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/735/995/GCA_943735995.1_ilSesBemb1.1/
