draft_accession	complete_accession	status	draft_bp	draft_contigs	draft_n50	ref_bp	ref_seqs	covered_ref_bp	aligned_draft_bp	unaligned_draft_bp	true_completeness	true_contamination_upper	organism	group	species_taxid	strain	draft_level	complete_level	draft_biosample	draft_excluded_from_refseq	size_ratio_draft_over_complete
GCA_026777285.1	GCA_027944895.1	ok	4993296.0	116.0	156781.0	4978484.0	3.0	4876524.0	4991091.0	2205.0	97.951987	0.044291	Escherichia coli	bacteria	562	DETEC-P169	Contig	Complete Genome	SAMN31988450	from large multi-isolate project	1.0030
GCA_026778285.1	GCA_027944875.1	ok	4938658.0	118.0	136989.0	5019239.0	7.0	4890124.0	4936285.0	2373.0	97.427598	0.047278	Escherichia coli	bacteria	562	DETEC-P351	Contig	Complete Genome	SAMN31988454	from large multi-isolate project	0.9839
GCA_026778385.1	GCA_027944855.1	ok	4865723.0	209.0	69948.0	4951196.0	7.0	4765205.0	4861664.0	4059.0	96.243514	0.08198	Escherichia coli	bacteria	562	DETEC-P61	Contig	Complete Genome	SAMN31988466	from large multi-isolate project	0.9827
GCA_026822655.1	GCA_027944775.1	ok	5386556.0	99.0	183380.0	5415847.0	8.0	5328760.0	5384558.0	1998.0	98.391997	0.036892	Escherichia coli	bacteria	562	DETEC-P793	Contig	Complete Genome	SAMN31988477	from large multi-isolate project	0.9946
GCA_027656605.1	GCA_055194965.1	ok	5083333.0	191.0	86406.0	5188405.0	3.0	5044873.0	5079816.0	3517.0	97.233601	0.067786	Escherichia coli	bacteria	562	strain=CFIAFB20180511	Contig	Complete Genome	SAMN11373501	from large multi-isolate project	0.9797
GCA_027231625.1	GCA_055194905.1	ok	4854273.0	113.0	100415.0	4925630.0	3.0	4837277.0	4852168.0	2105.0	98.20626	0.042736	Escherichia coli	bacteria	562	strain=CFIAFB20180540	Contig	Complete Genome	SAMN13334869	from large multi-isolate project	0.9855
GCA_027974345.1	GCA_027943865.1	ok	4804259.0	24.0	696384.0	4692904.0	3.0	4650899.0	4803723.0	536.0	99.104925	0.011421	Salmonella enterica subsp. enterica serovar Oranienburg	bacteria	28901	strain=11548	Contig	Complete Genome	SAMD00280083	from large multi-isolate project	1.0237
GCA_028134585.1	GCA_028596045.1	ok	2934109.0	26.0	628798.0	2851245.0	3.0	2820636.0	2933580.0	529.0	98.926469	0.018553	Staphylococcus aureus	bacteria	1280	2022QW-00133	Contig	Complete Genome	SAMN32885235	from large multi-isolate project	1.0291
GCA_028527525.1	GCA_041765095.1	ok	2891669.0	18.0	498776.0	2917322.0	1.0	2892352.0	2891384.0	285.0	99.144078	0.009769	Listeria monocytogenes	bacteria	1639	strain=N22-1530	Contig	Complete Genome	SAMN32990935	na	0.9912
GCA_028593805.1	GCA_036884355.1	ok	5064243.0	117.0	244415.0	5132947.0	2.0	5061966.0	5062282.0	1961.0	98.617149	0.038204	Escherichia coli	bacteria	562	strain=S1-SRB-02-B	Contig	Complete Genome	SAMN33052317	na	0.9866
GCA_028594635.1	GCA_036884795.1	ok	4961450.0	311.0	49205.0	5230673.0	7.0	4955719.0	4955692.0	5758.0	94.74343	0.110081	Escherichia coli	bacteria	562	strain=S1-CAM-01-A	Contig	Complete Genome	SAMN33052292	na	0.9485
GCA_028593835.1	GCA_036884615.1	ok	5201744.0	165.0	161447.0	5359337.0	4.0	5198511.0	5198505.0	3239.0	96.999144	0.060437	Escherichia coli	bacteria	562	strain=S1-NGR-02-A	Contig	Complete Genome	SAMN33052301	na	0.9706
GCA_028594665.1	GCA_036884785.1	ok	5239604.0	270.0	129674.0	5469570.0	4.0	5234756.0	5234700.0	4904.0	95.706902	0.08966	Escherichia coli	bacteria	562	strain=S1-CAM-02-A	Contig	Complete Genome	SAMN33052293	na	0.9580
GCA_028594695.1	GCA_036884505.1	ok	5327421.0	73.0	292037.0	5410734.0	3.0	5326118.0	5326118.0	1303.0	98.436146	0.024082	Citrobacter freundii	bacteria	546	strain=S1-CHI-03-B	Contig	Complete Genome	SAMN33052304	na	0.9846
GCA_028594675.1	GCA_036884385.1	ok	5177010.0	127.0	190798.0	5278926.0	2.0	5174876.0	5174520.0	2490.0	98.028955	0.047169	Escherichia coli	bacteria	562	strain=S1-THA-01-A	Contig	Complete Genome	SAMN33052314	na	0.9807
GCA_028594715.1	GCA_036884625.1	ok	5085369.0	97.0	221822.0	5158091.0	6.0	5083516.0	5083398.0	1971.0	98.554213	0.038212	Escherichia coli	bacteria	562	strain=S1-KEN-07-A	Contig	Complete Genome	SAMN33052300	na	0.9859
GCA_028594765.1	GCA_036884755.1	ok	5150348.0	148.0	159714.0	5236208.0	4.0	5147266.0	5147518.0	2830.0	98.301404	0.054047	Escherichia coli	bacteria	562	strain=S1-KEN-03-A	Contig	Complete Genome	SAMN33052296	na	0.9836
GCA_028594785.1	GCA_036884485.1	ok	4483789.0	124.0	110144.0	4596631.0	1.0	4480490.0	4481421.0	2368.0	97.473345	0.051516	Escherichia coli	bacteria	562	strain=S1-INA-02-B	Contig	Complete Genome	SAMN33052306	na	0.9755
GCA_028594775.1	GCA_036884645.1	ok	5149572.0	150.0	159713.0	5236208.0	4.0	5146507.0	5146758.0	2814.0	98.286909	0.053741	Escherichia coli	bacteria	562	strain=S1-KEN-04-A	Contig	Complete Genome	SAMN33052297	na	0.9835
GCA_028594745.1	GCA_036884545.1	ok	5408031.0	179.0	162664.0	5532317.0	8.0	5406327.0	5404626.0	3405.0	97.722654	0.061547	Escherichia coli	bacteria	562	strain=S1-ZIM-01-A	Contig	Complete Genome	SAMN33052302	na	0.9775
GCA_028594835.1	GCA_036884395.1	ok	4965929.0	117.0	197908.0	5051271.0	4.0	4964110.0	4963641.0	2288.0	98.274474	0.045296	Escherichia coli	bacteria	562	strain=S1-SRL-01-C	Contig	Complete Genome	SAMN33052313	na	0.9831
GCA_028594825.1	GCA_036884775.1	ok	5325824.0	169.0	117199.0	5440837.0	3.0	5322809.0	5322708.0	3116.0	97.830701	0.057271	Escherichia coli	bacteria	562	strain=S1-CAM-04-C	Contig	Complete Genome	SAMN33052294	na	0.9789
GCA_028594865.1	GCA_036884435.1	ok	5002334.0	128.0	208419.0	5094887.0	2.0	5003353.0	4999848.0	2486.0	98.203415	0.048794	Escherichia coli	bacteria	562	strain=S1-IND-01-B	Contig	Complete Genome	SAMN33052309	na	0.9818
GCA_028594895.1	GCA_036884765.1	ok	4877083.0	171.0	118948.0	5028141.0	2.0	4873940.0	4873940.0	3143.0	96.93324	0.062508	Escherichia coli	bacteria	562	strain=S1-IVC-02-A	Contig	Complete Genome	SAMN33052295	na	0.9700
GCA_028594885.1	GCA_036884635.1	ok	4960328.0	127.0	190833.0	5058378.0	2.0	4957893.0	4957911.0	2417.0	98.013494	0.047782	Escherichia coli	bacteria	562	strain=S1-KEN-05-A	Contig	Complete Genome	SAMN33052298	na	0.9806
GCA_028594915.1	GCA_036884495.1	ok	4525997.0	124.0	110250.0	4624658.0	2.0	4523529.0	4523587.0	2410.0	97.813265	0.052112	Escherichia coli	bacteria	562	strain=S1-INA-02-A	Contig	Complete Genome	SAMN33052305	na	0.9787
GCA_028594965.1	GCA_036884365.1	ok	5029985.0	112.0	239162.0	5097748.0	2.0	5027782.0	5028072.0	1913.0	98.627512	0.037526	Escherichia coli	bacteria	562	strain=S1-ESP-03-A	Contig	Complete Genome	SAMN33052316	na	0.9867
GCA_028594935.1	GCA_036884445.1	ok	4953710.0	124.0	148482.0	5056856.0	5.0	4951609.0	4951446.0	2264.0	97.918727	0.044771	Escherichia coli	bacteria	562	strain=S1-IND-01-A	Contig	Complete Genome	SAMN33052308	na	0.9796
GCA_028594985.1	GCA_036884425.1	ok	5399173.0	224.0	187224.0	5523761.0	9.0	5394867.0	5395003.0	4170.0	97.666554	0.075492	Escherichia coli	bacteria	562	strain=S1-IND-02-A	Contig	Complete Genome	SAMN33052310	na	0.9774
GCA_028595015.1	GCA_036884375.1	ok	5044052.0	120.0	237085.0	5135707.0	6.0	5041879.0	5041790.0	2262.0	98.173027	0.044045	Escherichia coli	bacteria	562	strain=S1-ESP-02-A	Contig	Complete Genome	SAMN33052315	na	0.9822
GCA_028594995.1	GCA_036884535.1	ok	5249118.0	255.0	240985.0	5367797.0	3.0	5244178.0	5244148.0	4970.0	97.697025	0.092589	Escherichia coli	bacteria	562	strain=S1-CHI-01-A	Contig	Complete Genome	SAMN33052303	na	0.9779
GCA_028595035.1	GCA_036884405.1	ok	5297799.0	228.0	127551.0	5449430.0	2.0	5292952.0	5293384.0	4415.0	97.128544	0.081018	Escherichia coli	bacteria	562	strain=S1-JOR-02-A	Contig	Complete Genome	SAMN33052312	na	0.9722
GCA_029647545.1	GCA_037021625.1	ok	2353122.0	28.0	340425.0	2326374.0	2.0	2293513.0	2352487.0	635.0	98.587458	0.027296	Pasteurella multocida	bacteria	747	PM1463	Contig	Complete Genome	SAMN33329912	from large multi-isolate project	1.0115
GCA_028595065.1	GCA_036884455.1	ok	5418874.0	70.0	391192.0	5479967.0	3.0	5418231.0	5417688.0	1186.0	98.873424	0.021642	Klebsiella pneumoniae	bacteria	573	strain=S1-INA-02-C	Contig	Complete Genome	SAMN33052307	na	0.9889
GCA_030224085.1	GCA_033106145.1	ok	2528428.0	45.0	120198.0	2548098.0	1.0	2526105.0	2526148.0	2280.0	99.136886	0.089479	Helcobacillus massiliensis	bacteria	521392	strain=UMB10441	Contig	Complete Genome	SAMN34998806	na	0.9923
GCA_029750165.1	GCA_052983215.1	ok	4877438.0	469.0	17741.0	4791557.0	1.0	4708548.0	4863422.0	14016.0	98.267599	0.292515	Stenotrophomonas maltophilia	bacteria	40324	GIMC6003:STM-52ICU-1H	Contig	Complete Genome	SAMN31654604	from large multi-isolate project	1.0179
GCA_028595125.1	GCA_036884415.1	ok	5291821.0	202.0	106575.0	5417643.0	10.0	5287788.0	5288109.0	3712.0	97.603109	0.068517	Escherichia coli	bacteria	562	strain=S1-ISR-02-A	Contig	Complete Genome	SAMN33052311	na	0.9768
GCA_029685055.1	GCA_055379795.1	ok	4768418.0	38.0	310551.0	4749833.0	2.0	4605317.0	4761586.0	6832.0	96.957451	0.143837	Enterobacter asburiae	bacteria	61645	strain=MRY18-106	Contig	Complete Genome	SAMD00163271	from large multi-isolate project	1.0039
GCA_030068725.1	GCA_028752775.1	ok	5192234.0	145.0	204533.0	5000180.0	3.0	4949459.0	4963301.0	228933.0	98.985617	4.578495	Enterobacter hormaechei subsp. xiangfangensis	bacteria	158836	strain=MDCL 3	Contig	Complete Genome	SAMN21522362	na	1.0384
GCA_030226925.1	GCA_033106825.1	ok	2661591.0	229.0	80511.0	2652994.0	1.0	2618143.0	2618798.0	42793.0	98.686352	1.613008	Actinomyces urogenitalis	bacteria	103621	strain=UMB10319	Contig	Complete Genome	SAMN34998651	na	1.0032
GCA_030297755.1	GCA_040500485.1	ok	2868394.0	38.0	345287.0	2912435.0	4.0	2867660.0	2867660.0	734.0	98.462627	0.025202	Staphylococcus aureus	bacteria	1280	strain=BSN07S	Scaffold	Complete Genome	SAMN35723872	na	0.9849
GCA_030358045.1	GCA_030389185.1	ok	4880605.0	257.0	49222.0	4965767.0	5.0	4857549.0	4863239.0	17366.0	97.820719	0.349714	Escherichia coli	bacteria	562	strain=TUM14683	Contig	Chromosome	SAMN35654567	na	0.9829
GCA_030357985.1	GCA_030389235.1	ok	5111402.0	540.0	221114.0	4938425.0	4.0	4896713.0	5019029.0	92373.0	99.155358	1.870495	Escherichia coli	bacteria	562	strain=TUM14697	Contig	Complete Genome	SAMN35654570	na	1.0350
GCA_030358215.1	GCA_030389275.1	ok	5012244.0	267.0	52765.0	5076976.0	5.0	4984654.0	4984453.0	27791.0	98.181555	0.547393	Escherichia coli	bacteria	562	strain=TUM13881	Contig	Complete Genome	SAMN35654555	na	0.9872
GCA_030360045.1	GCA_030389295.1	ok	5352720.0	324.0	42045.0	5442359.0	4.0	5324347.0	5339050.0	13670.0	97.831602	0.251178	Escherichia coli	bacteria	562	strain=TUM13773	Contig	Complete Genome	SAMN35654468	na	0.9835
GCA_030358395.1	GCA_030389215.1	ok	5163941.0	324.0	41126.0	5381227.0	11.0	5143472.0	5147099.0	16842.0	95.58177	0.312977	Escherichia coli	bacteria	562	strain=TUM14759	Contig	Complete Genome	SAMN35654571	na	0.9596
GCA_030360085.1	GCA_030389315.1	ok	5077510.0	238.0	72186.0	5167803.0	3.0	5052538.0	5064680.0	12830.0	97.769555	0.248268	Escherichia coli	bacteria	562	strain=TUM13770	Contig	Complete Genome	SAMN35654465	na	0.9825
GCA_030369395.1	GCA_030389255.1	ok	5050794.0	664.0	15034.0	5276786.0	10.0	5018366.0	5023705.0	27089.0	95.102701	0.513362	Escherichia coli	bacteria	562	strain=TUM13882	Contig	Chromosome	SAMN35654556	na	0.9572
GCA_030378585.1	GCA_032375125.1	ok	5204177.0	209.0	134484.0	5238181.0	3.0	4922032.0	4894327.0	309850.0	93.964527	5.915221	Escherichia coli	bacteria	562	strain=TUM17543	Contig	Complete Genome	SAMN35769104	from large multi-isolate project	0.9935
GCA_030369235.1	GCA_030389165.1	ok	5040076.0	139.0	132990.0	5090845.0	2.0	5031575.0	5032515.0	7561.0	98.835753	0.148522	Escherichia coli	bacteria	562	strain=TUM14771	Contig	Complete Genome	SAMN35654577	na	0.9900
GCA_030378665.1	GCA_032375085.1	ok	4996444.0	198.0	114564.0	5063377.0	3.0	4981001.0	4991216.0	5228.0	98.373102	0.103251	Escherichia coli	bacteria	562	strain=TUM14668	Contig	Complete Genome	SAMN35769099	from large multi-isolate project	0.9868
GCA_030378825.1	GCA_030389595.1	ok	5034184.0	139.0	162190.0	5109168.0	4.0	5027039.0	5030475.0	3709.0	98.392517	0.072595	Escherichia coli	bacteria	562	strain=TUM13066	Contig	Complete Genome	SAMN35769085	from large multi-isolate project	0.9853
GCA_030378695.1	GCA_032375105.1	ok	4804047.0	321.0	33823.0	4948592.0	4.0	4751985.0	4797786.0	6261.0	96.027011	0.126521	Escherichia coli	bacteria	562	strain=TUM14664	Contig	Complete Genome	SAMN35769097	from large multi-isolate project	0.9708
GCA_030379215.1	GCA_032375205.1	ok	5053645.0	223.0	128973.0	5124268.0	2.0	5008627.0	5048064.0	5581.0	97.743268	0.108913	Escherichia coli	bacteria	562	strain=TUM11356	Contig	Complete Genome	SAMN35769068	from large multi-isolate project	0.9862
GCA_030378855.1	GCA_032375185.1	ok	5335248.0	260.0	117773.0	5387808.0	3.0	5273535.0	5281469.0	53779.0	97.879045	0.998161	Escherichia coli	bacteria	562	strain=TUM13064	Contig	Complete Genome	SAMN35769084	from large multi-isolate project	0.9902
GCA_030379315.1	GCA_032375225.1	ok	5102374.0	331.0	57842.0	5225713.0	6.0	5080515.0	5092450.0	9924.0	97.22147	0.189907	Escherichia coli	bacteria	562	strain=TUM10008	Contig	Complete Genome	SAMN35769064	from large multi-isolate project	0.9764
GCA_030379405.1	GCA_032375245.1	ok	5346550.0	175.0	134732.0	5427366.0	7.0	5338446.0	5342958.0	3592.0	98.361636	0.066183	Escherichia coli	bacteria	562	strain=TUM9975	Contig	Complete Genome	SAMN35769058	from large multi-isolate project	0.9851
GCA_030379515.1	GCA_030389655.1	ok	4946284.0	301.0	88619.0	5050415.0	3.0	4901768.0	4928718.0	17566.0	97.056737	0.347813	Escherichia coli	bacteria	562	strain=TUM9868	Contig	Complete Genome	SAMN35769053	from large multi-isolate project	0.9794
GCA_030379685.1	GCA_030389695.1	ok	5055837.0	364.0	59572.0	5306965.0	5.0	5041200.0	5048813.0	7024.0	94.992147	0.132354	Escherichia coli	bacteria	562	strain=TUM9812	Contig	Complete Genome	SAMN35769045	from large multi-isolate project	0.9527
GCA_030379985.1	GCA_030389735.1	ok	4976661.0	359.0	44277.0	5156372.0	8.0	4953604.0	4961384.0	15277.0	96.067623	0.296274	Escherichia coli	bacteria	562	strain=TUM9754	Contig	Complete Genome	SAMN35769031	from large multi-isolate project	0.9651
GCA_030379905.1	GCA_030389715.1	ok	5252390.0	298.0	73213.0	5441019.0	8.0	5234863.0	5245956.0	6434.0	96.211077	0.11825	Escherichia coli	bacteria	562	strain=TUM9757	Contig	Complete Genome	SAMN35769033	from large multi-isolate project	0.9653
GCA_030379785.1	GCA_032382315.1	ok	5698313.0	492.0	58214.0	6025461.0	9.0	5678125.0	5688708.0	9605.0	94.235528	0.159407	Escherichia coli	bacteria	562	strain=TUM9803	Contig	Complete Genome	SAMN35769040	from large multi-isolate project	0.9457
GCA_030382325.1	GCA_032386295.1	ok	4724011.0	212.0	60905.0	4683505.0	3.0	4562368.0	4579406.0	144605.0	97.41354	3.087538	Escherichia coli	bacteria	562	strain=TUM2820	Contig	Complete Genome	SAMN35768988	from large multi-isolate project	1.0086
GCA_030382245.1	GCA_032379415.1	ok	5246437.0	378.0	89874.0	5285401.0	5.0	5176752.0	5221761.0	24676.0	97.944357	0.466871	Escherichia coli	bacteria	562	strain=TUM3755	Contig	Complete Genome	SAMN35768994	from large multi-isolate project	0.9926
GCA_030382345.1	GCA_030389755.1	ok	5009821.0	131.0	160077.0	5008208.0	3.0	4945324.0	5001091.0	8730.0	98.744381	0.174314	Escherichia coli	bacteria	562	strain=TUM2826	Contig	Complete Genome	SAMN35768989	from large multi-isolate project	1.0003
GCA_030382445.1	GCA_030389775.1	ok	5037295.0	318.0	82236.0	5089291.0	8.0	4951012.0	5009294.0	28001.0	97.282942	0.550195	Escherichia coli	bacteria	562	strain=TUM2805	Contig	Complete Genome	SAMN35768984	from large multi-isolate project	0.9898
GCA_030382505.1	GCA_032377095.1	ok	5182680.0	233.0	158913.0	5273199.0	6.0	5172963.0	5177864.0	4816.0	98.099142	0.09133	Escherichia coli	bacteria	562	strain=TUM2802	Contig	Complete Genome	SAMN35768982	from large multi-isolate project	0.9828
GCA_030382385.1	GCA_032385915.1	ok	5175864.0	258.0	154145.0	5140948.0	3.0	5021080.0	5170112.0	5752.0	97.668368	0.111886	Escherichia coli	bacteria	562	strain=TUM2830	Contig	Complete Genome	SAMN35768990	from large multi-isolate project	1.0068
GCA_030382825.1	GCA_032375265.1	ok	5288140.0	266.0	158855.0	5407399.0	9.0	5271307.0	5279561.0	8579.0	97.483226	0.158653	Escherichia coli	bacteria	562	strain=TUM2367	Contig	Complete Genome	SAMN35768963	from large multi-isolate project	0.9779
GCA_030382965.1	GCA_030389835.1	ok	5201478.0	205.0	75445.0	5213742.0	5.0	5143135.0	5189096.0	12382.0	98.645752	0.237488	Escherichia coli	bacteria	562	strain=TUM2330	Contig	Complete Genome	SAMN35768957	from large multi-isolate project	0.9976
GCA_030383045.1	GCA_030389855.1	ok	5170054.0	161.0	153809.0	5219751.0	7.0	5140738.0	5165041.0	5013.0	98.486269	0.096039	Escherichia coli	bacteria	562	strain=TUM1887	Contig	Complete Genome	SAMN35768953	from large multi-isolate project	0.9905
GCA_030383105.1	GCA_030389945.1	ok	5148083.0	488.0	41784.0	5505806.0	7.0	5115656.0	5130353.0	17730.0	92.913844	0.322024	Escherichia coli	bacteria	562	strain=TUM1881	Contig	Complete Genome	SAMN35768950	from large multi-isolate project	0.9350
GCA_030383065.1	GCA_030389925.1	ok	5757946.0	492.0	91943.0	6012030.0	9.0	5726446.0	5748121.0	9825.0	95.249791	0.163422	Escherichia coli	bacteria	562	strain=TUM1886	Contig	Complete Genome	SAMN35768952	from large multi-isolate project	0.9577
GCA_030383145.1	GCA_032386835.1	ok	5270298.0	293.0	87568.0	5301518.0	3.0	5193737.0	5263023.0	7275.0	97.966979	0.137225	Escherichia coli	bacteria	562	strain=TUM1857	Contig	Complete Genome	SAMN35768948	from large multi-isolate project	0.9941
GCA_030383125.1	GCA_032384295.1	ok	5282934.0	338.0	76445.0	5462129.0	3.0	5262521.0	5276948.0	5986.0	96.345601	0.109591	Escherichia coli	bacteria	562	strain=TUM1880	Contig	Complete Genome	SAMN35768949	from large multi-isolate project	0.9672
GCA_030383185.1	GCA_032375165.1	ok	5421460.0	166.0	157657.0	5503923.0	7.0	5405224.0	5417130.0	4330.0	98.206752	0.078671	Escherichia coli	bacteria	562	strain=TUM1586	Contig	Complete Genome	SAMN35768946	from large multi-isolate project	0.9850
GCA_030383285.1	GCA_032386315.1	ok	5229616.0	248.0	99872.0	5179478.0	5.0	5071490.0	5112387.0	117229.0	97.915079	2.263336	Escherichia coli	bacteria	562	strain=TUM1223	Contig	Complete Genome	SAMN35768940	from large multi-isolate project	1.0097
GCA_030649615.1	GCA_040556505.1	ok	2894152.0	49.0	213269.0	2967948.0	3.0	2892193.0	2893154.0	998.0	97.447563	0.033626	Staphylococcus aureus	bacteria	1280	strain=BSN49	Scaffold	Complete Genome	SAMN36733046	na	0.9751
GCA_030383375.1	GCA_032375145.1	ok	5423590.0	354.0	52280.0	5468804.0	3.0	5358112.0	5405438.0	18152.0	97.975938	0.331919	Escherichia coli	bacteria	562	strain=TUM1226	Contig	Complete Genome	SAMN35768941	from large multi-isolate project	0.9917
GCA_030929115.1	GCA_030585225.1	ok	3929448.0	96.0	94256.0	4073650.0	3.0	3927725.0	3927726.0	1722.0	96.417832	0.042272	Acinetobacter baumannii	bacteria	470	strain=18WIARLN0035	Contig	Complete Genome	SAMN12287008	na	0.9646
GCA_030929155.1	GCA_030585265.1	ok	3888450.0	104.0	73057.0	4003112.0	4.0	3885055.0	3886086.0	2364.0	97.050869	0.059054	Acinetobacter baumannii	bacteria	470	strain=18WIARLN0024	Contig	Complete Genome	SAMN12287004	na	0.9714
GCA_030929135.1	GCA_030585245.1	ok	3886868.0	179.0	44771.0	4065371.0	3.0	3882197.0	3883756.0	3112.0	95.494286	0.076549	Acinetobacter baumannii	bacteria	470	strain=18WIARLN0025	Contig	Complete Genome	SAMN12287006	na	0.9561
GCA_030503445.1	GCA_038396855.1	ok	7285968.0	8.0	6497418.0	6497418.0	1.0	6497405.0	6515245.0	770723.0	99.9998	11.861989	Pseudomonas aeruginosa	bacteria	287	strain=PA98zyfcau	Contig	Complete Genome	SAMN36409406	na	1.1214
GCA_030929175.1	GCA_030585285.1	ok	3935882.0	92.0	94254.0	4094766.0	3.0	3934312.0	3934312.0	1570.0	96.081485	0.038342	Acinetobacter baumannii	bacteria	470	strain=18WIARLN0023	Contig	Complete Genome	SAMN12287002	na	0.9612
GCA_031403575.1	GCA_033097145.1	ok	1583599.0	19.0	151823.0	1605648.0	1.0	1583231.0	1583232.0	367.0	98.603866	0.022857	Campylobacter coli	bacteria	195	strain=BCH-11476	Contig	Complete Genome	SAMD00620737	unverified source organism; from large multi-isolate project	0.9863
GCA_030929195.1	GCA_030585305.1	ok	3916485.0	107.0	81622.0	4049070.0	4.0	3914609.0	3914609.0	1876.0	96.679213	0.046332	Acinetobacter baumannii	bacteria	470	strain=18WIARLN0022	Contig	Chromosome	SAMN12287000	na	0.9673
GCA_030929235.1	GCA_030585325.1	ok	3940441.0	101.0	94254.0	4062813.0	4.0	3938935.0	3938755.0	1686.0	96.95093	0.041498	Acinetobacter baumannii	bacteria	470	strain=18WIARLN0021	Contig	Complete Genome	SAMN12286998	na	0.9699
GCA_031584715.1	GCA_055380265.1	ok	4966497.0	403.0	24921.0	5135561.0	5.0	4953464.0	4958701.0	7796.0	96.454195	0.151804	Escherichia coli	bacteria	562	strain=p1-49	Contig	Complete Genome	SAMD00521031	from large multi-isolate project	0.9671
GCA_031584775.1	GCA_055381515.1	ok	5142019.0	146.0	140997.0	5332071.0	6.0	5082641.0	5139381.0	2638.0	95.32208	0.049474	Escherichia coli	bacteria	562	strain=d1-7	Contig	Complete Genome	SAMD00521019	from large multi-isolate project	0.9644
GCA_031584815.1	GCA_055381915.1	ok	4781469.0	188.0	88802.0	4941091.0	3.0	4768219.0	4776852.0	4617.0	96.501339	0.093441	Escherichia coli	bacteria	562	strain=d1-58	Contig	Complete Genome	SAMD00521018	from large multi-isolate project	0.9677
GCA_031584955.1	GCA_055381085.1	ok	5287681.0	216.0	95636.0	5387133.0	7.0	5249204.0	5283713.0	3968.0	97.439659	0.073657	Escherichia coli	bacteria	562	strain=e1-39	Contig	Complete Genome	SAMD00521024	from large multi-isolate project	0.9815
GCA_031584975.1	GCA_055380675.1	ok	5226448.0	223.0	70255.0	5320076.0	7.0	5213963.0	5222133.0	4315.0	98.005423	0.081108	Escherichia coli	bacteria	562	strain=g1-11	Contig	Complete Genome	SAMD00521026	from large multi-isolate project	0.9824
GCA_031585035.1	GCA_055382775.1	ok	5135374.0	402.0	24227.0	5290519.0	4.0	5118284.0	5127298.0	8076.0	96.744459	0.15265	Klebsiella pneumoniae	bacteria	573	strain=b9-22	Contig	Complete Genome	SAMD00521007	from large multi-isolate project	0.9707
GCA_031584995.1	GCA_055383235.1	ok	5394438.0	170.0	80217.0	5681008.0	3.0	5355702.0	5391179.0	3259.0	94.273798	0.057367	Klebsiella pneumoniae	bacteria	573	strain=a1-38	Contig	Complete Genome	SAMD00521005	from large multi-isolate project	0.9496
GCA_032027925.1	GCA_019916005.1	ok	2535908.0	83.0	161757.0	2624884.0	1.0	2531811.0	2534404.0	1504.0	96.454205	0.057298	Pasteurella multocida	bacteria	747	strain=17BRD-035	Contig	Complete Genome	SAMN21014890	na	0.9661
GCA_032267725.1	GCA_055194935.1	ok	5090190.0	230.0	102875.0	5177897.0	4.0	5042828.0	5085996.0	4194.0	97.391431	0.080998	Escherichia coli	bacteria	562	strain=CFIAFB20190172	Contig	Complete Genome	SAMN26419929	from large multi-isolate project	0.9831
GCA_032843305.1	GCA_036541085.1	ok	4368590.0	1745.0	516228.0	3967166.0	2.0	3889129.0	3889643.0	478947.0	98.032928	12.072774	Alkalihalophilus pseudofirmus	bacteria	79885	strain=BZ-TG-HK211	Contig	Complete Genome	SAMN37730773	na	1.1012
GCA_032267685.1	GCA_055195045.1	ok	5404784.0	212.0	179518.0	5544825.0	7.0	5351385.0	5400525.0	4259.0	96.511342	0.07681	Escherichia coli	bacteria	562	strain=CFIAFB20190157	Contig	Complete Genome	SAMN26419928	from large multi-isolate project	0.9747
GCA_032973505.1	GCA_055900605.1	ok	5081644.0	68.0	195380.0	4998859.0	1.0	4888250.0	4967818.0	113826.0	97.787315	2.27704	Enterobacter cloacae subsp. cloacae	bacteria	550	strain=11A1213CRGN097B	Contig	Complete Genome	SAMN34137826	from large multi-isolate project	1.0166
GCA_032973625.1	GCA_055900655.1	ok	5059824.0	98.0	209662.0	4911798.0	3.0	4829935.0	4864220.0	195604.0	98.333339	3.98233	Escherichia coli	bacteria	562	strain=02B17CRGN002	Contig	Complete Genome	SAMN34137716	from large multi-isolate project	1.0301
GCA_032984385.1	GCA_055900755.1	ok	5416032.0	123.0	136352.0	5259011.0	5.0	5119542.0	5354470.0	61562.0	97.347999	1.1706	Enterobacter hormaechei subsp. hoffmannii	bacteria	158836	strain=09A16CRGN005	Contig	Complete Genome	SAMN34137784	from large multi-isolate project	1.0299
GCA_032984925.1	GCA_055900875.1	ok	5734281.0	83.0	223905.0	5548163.0	5.0	5444425.0	5630737.0	103544.0	98.130228	1.866275	Klebsiella pneumoniae	bacteria	573	strain=11A17CRGN019	Contig	Complete Genome	SAMN34137946	from large multi-isolate project	1.0335
GCA_032986985.1	GCA_055900935.1	ok	5583888.0	126.0	155900.0	5451638.0	6.0	5306945.0	5423797.0	160091.0	97.34588	2.936567	Klebsiella pneumoniae	bacteria	573	strain=11A1213CRGN071	Contig	Complete Genome	SAMN34137824	from large multi-isolate project	1.0243
GCA_032985465.1	GCA_055901495.1	ok	5459945.0	132.0	90397.0	5127855.0	3.0	5019895.0	5299917.0	160028.0	97.894636	3.120759	Citrobacter freundii	bacteria	546	strain=24A17CRGN001	Contig	Complete Genome	SAMN34138108	from large multi-isolate project	1.0648
