accession	cohort	v5_completeness	v5_contamination	checkm2_completeness	checkm2_contamination	total_bp	n_contigs	n50	gc_pct	unclassified_pct	informative_kmer_density	mean_contig_confidence_bpw	orig_phylum_contam_pct	orig_phylum_dominant_pct	orig_n_phyla	strict_phylum_contam_pct	strict_qualifying_bp_frac	scg_domain	frac_profiles_detected	n_families_multicopy	total_extra_copies	max_copies	n_dup_pairs	n_dup_pairs_diff_contig	median_dup_pair_identity	n_dup_pairs_divergent	divergent_dup_families_per_100_profiles	gunc_pg21_css	gunc_pg21_pass	gunc_pg21_rrs	gunc_gtdb95_css	gunc_gtdb95_pass	gunc_gtdb95_rrs
GCA_948761475.1	agree_clean	99.9601	0.37207007	99.67	0.19	2323173.0	53.0	63344.0	52.061	0.973	0.000482	0.000153	19.396	73.392	6.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_948778225.1	agree_clean	90.70833	0.030571222	96.22	0.2	2618066.0	141.0	32639.0	55.088	9.097	0.000409	0.000241	40.277	28.86	7.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_948784995.1	agree_clean	99.90408	0.5109936	99.99	2.22	2963175.0	58.0	141501.0	49.6	0.0	0.010582	0.009849	0.263	99.737	2.0		0.0	bacteria	0.9882	5.0	5.0	2.0	5.0	5.0	0.8607	3.0	3.529						
GCA_948785375.1	agree_clean	99.98056	0.14372468	91.77	1.29	3831162.0	72.0	98258.0	44.751	1.72	0.000473	0.000139	12.859	81.921	7.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_948794155.1	agree_clean	99.78258	0.04041493	90.11	0.35	2042163.0	88.0	69440.0	58.022	5.551	0.000736	0.000185	1.758	86.948	6.0		0.0	bacteria	0.7412	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_948819215.1	agree_clean	99.81446	0.07067323	96.07	0.54	1368066.0	103.0	20925.0	34.755	21.673	0.000323	0.000288	32.068	29.544	10.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_948836335.1	agree_clean	99.96897	0.24653375	99.87	0.1	2029096.0	86.0	37377.0	38.452	0.122	0.02198	0.003644	0.0	99.878	1.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_948866415.1	agree_clean	99.5298	0.72844625	90.58	0.44	3099730.0	340.0	12580.0	48.494	24.585	0.00052	0.000432	10.998	54.118	11.0		0.0	bacteria	0.6	1.0	1.0	2.0	1.0	1.0	0.3715	1.0	1.176						
GCA_948869995.1	agree_clean	99.92552	0.15960634	99.99	0.04	1835357.0	71.0	46705.0	38.981	0.0	0.021764	0.019062	0.0	100.0	1.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_948880845.1	agree_clean	99.96098	0.7839501	90.11	0.35	2752892.0	154.0	23941.0	50.433	15.271	0.000359	0.000261	29.674	35.137	9.0		0.0	bacteria	0.6941	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_948900265.1	agree_clean	99.93336	0.05955994	98.47	0.82	3722429.0	265.0	23752.0	36.386	20.801	0.00034	0.000249	26.568	37.303	14.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_948928145.1	agree_clean	99.96974	0.40641725	99.96	0.16	2606473.0	54.0	73410.0	50.717	0.794	0.000533	0.000238	10.665	77.342	6.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_948945125.1	agree_clean	99.888084	0.045013428	94.85	0.22	2787129.0	63.0	85360.0	53.207	2.391	0.000484	0.000131	11.711	80.301	4.0		0.0	bacteria	0.8118	1.0	1.0	2.0	1.0	1.0	0.3308	1.0	1.176						
GCA_948989015.1	agree_clean	99.872894	0.037670135	92.66	1.42	4182865.0	169.0	43317.0	46.852	0.598	0.018305	0.004351	0.34	99.063	3.0		0.0	bacteria	0.6824	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_948994475.1	agree_clean	99.95598	0.30440688	98.83	0.0	3317621.0	58.0	105528.0	47.455	2.321	0.000565	0.000136	15.949	71.293	4.0		0.0	bacteria	0.9765	1.0	1.0	2.0	1.0	1.0	0.4358	1.0	1.176						
GCA_948995065.1	agree_clean	99.94223	0.16052425	92.37	0.67	3105531.0	76.0	80043.0	52.211	3.039	0.000659	0.000452	23.319	47.997	4.0		0.0	bacteria	0.7059	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949000995.1	agree_clean	99.40743	0.22789836	100.0	1.44	1632744.0	102.0	26582.0	44.117	16.739	0.000401	0.000266	27.757	42.944	10.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949009515.1	agree_clean	99.59771	0.97875595	99.28	0.0	2085272.0	27.0	139160.0	43.654	0.0	0.017054	0.016769	0.0	100.0	1.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949019735.1	agree_clean	99.87637	0.5767673	97.09	0.37	2705190.0	62.0	71657.0	48.373	3.778	0.000369	0.00022	16.663	37.492	6.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949035815.1	agree_clean	99.85986	0.2792418	100.0	0.29	4568712.0	57.0	198668.0	50.787	0.0	0.024719	0.001012	0.0	100.0	1.0		0.0	bacteria	0.9176	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949052265.1	agree_clean	99.969406	0.42491853	98.63	0.0	3417791.0	54.0	95158.0	47.548	1.332	0.001206	0.000313	4.476	86.821	5.0		0.0	bacteria	0.9765	1.0	1.0	2.0	1.0	1.0	0.4358	1.0	1.176						
GCA_949054195.1	agree_clean	99.492905	1.6836882	97.76	0.74	2167939.0	90.0	37146.0	31.138	1.598	0.01659	0.016441	0.515	97.887	3.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949061875.1	agree_clean	99.94799	0.8892119	94.35	0.47	3629602.0	102.0	60295.0	51.649	4.159	0.000335	0.000145	35.894	41.616	10.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949067335.1	agree_clean	99.32899	0.285995	90.0	1.46	3334988.0	346.0	16660.0	45.155	0.701	0.01064	0.003183	0.149	99.149	2.0		0.0	bacteria	0.9412	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949072995.1	agree_clean	99.92877	0.33937693	99.95	0.11	3232866.0	107.0	47199.0	52.725	4.114	0.000506	0.000242	16.205	61.72	7.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949286355.1	agree_clean	99.9713	0.6419927	100.0	0.06	2460708.0	30.0	153575.0	37.985	1.165	0.000773	0.000513	6.725	74.836	4.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949347405.1	agree_clean	99.97702	1.012975	99.19	3.0	2948135.0	97.0	51379.0	50.561	0.943	0.014531	0.01401	0.0	99.057	1.0		0.0	bacteria	1.0	6.0	6.0	2.0	6.0	6.0	0.8961	4.0	4.706						
GCA_949383625.1	agree_clean	99.595634	1.705423	96.84	0.56	2169610.0	180.0	18636.0	31.173	0.0	0.02033	0.019887	0.0	100.0	1.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949397535.1	agree_clean	99.96808	1.3137251	93.96	2.33	4354774.0	157.0	67813.0	40.414	5.352	0.000396	0.000223	14.642	54.834	8.0		0.0	bacteria	0.9176	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949404875.1	agree_clean	99.64809	0.052276254	95.27	0.43	1268183.0	121.0	14035.0	34.912	29.839	0.000295	0.00029	38.107	24.579	9.0		0.0	bacteria	0.9412	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949407775.1	agree_clean	99.934265	0.69051087	100.0	1.46	3886437.0	55.0	126797.0	48.253	1.747	0.000438	0.000143	5.343	72.718	4.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949454215.1	agree_clean	99.81921	0.07390082	93.32	1.11	2083385.0	73.0	41227.0	60.818	1.119	0.001499	0.000342	3.752	93.066	5.0		0.0	bacteria	0.8235	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949477195.1	agree_clean	99.931595	0.3963381	99.98	2.53	4672367.0	158.0	52675.0	41.942	1.051	0.019798	0.008947	2.676	95.866	5.0		0.0	bacteria	0.7059	2.0	2.0	2.0	2.0	2.0	0.273	2.0	2.353						
GCA_949478905.1	agree_clean	99.933266	0.044444203	98.73	0.06	1968512.0	15.0	229294.0	58.433	0.626	0.001725	0.000391	0.0	99.374	1.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949481065.1	agree_clean	99.83231	2.4509192	94.63	0.24	885331.0	17.0	87796.0	45.494	7.937	0.000233	0.000118	46.382	17.198	6.0		0.0	bacteria	0.7412	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949497025.1	agree_clean	99.93774	1.5407324	99.99	0.13	3573311.0	48.0	119418.0	50.29	0.374	0.000722	0.000211	2.554	93.967	3.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949506455.1	agree_clean	99.96735	0.54656863	99.95	0.41	2569443.0	20.0	178723.0	49.754	0.336	0.000801	0.0001	1.009	94.638	2.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949519435.1	agree_clean	99.95253	0.2147466	92.88	1.23	2492065.0	205.0	18749.0	51.039	21.365	0.000505	0.000487	30.691	38.689	12.0		0.0	bacteria	0.6235	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949740115.1	agree_clean	99.7484	1.5499115	98.71	1.04	5563871.0	144.0	90081.0	40.381	0.772	0.010425	0.009416	0.14	99.088	2.0		0.0	bacteria	0.6	1.0	2.0	2.0	2.0	1.0	0.4194	1.0	1.176						
GCA_949740715.1	agree_clean	99.92114	0.91154873	99.94	0.05	2838400.0	101.0	91490.0	32.515	1.052	0.022996	0.020231	0.058	98.89	2.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949744905.1	agree_clean	99.94664	0.07272065	91.44	0.22	1800632.0	141.0	20389.0	49.016	38.081	0.000178	0.000181	33.375	22.342	14.0		0.0	bacteria	0.9176	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_949878525.1	agree_clean	99.978546	0.63319206	99.94	0.25	3478979.0	82.0	153328.0	53.345	1.676	0.000797	0.000241	20.229	73.618	6.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_950063355.1	agree_clean	99.284874	0.011008978	99.26	0.06	2637060.0	11.0	445532.0	33.533	0.0	0.018384	0.002169	0.0	100.0	1.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_950097065.1	agree_clean	99.93949	0.37378967	97.35	0.72	2890188.0	82.0	94697.0	56.982	2.445	0.000802	0.000232	20.641	59.578	7.0		0.0	bacteria	1.0	1.0	1.0	2.0	1.0	1.0	0.3919	1.0	1.176						
GCA_951813285.1	agree_clean	99.694855	2.7538836	100.0	3.12	5108082.0	1.0	5108082.0	61.51	0.0	0.000386	2e-06	0.0	100.0	1.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_958404645.1	agree_clean	99.95656	0.4989922	99.99	1.69	2900616.0	32.0	192832.0	37.811	0.62	0.009541	0.005091	0.0	99.38	1.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_958432785.1	agree_clean	99.97739	1.0765105	96.89	0.12	2203270.0	43.0	78452.0	58.475	1.876	0.001311	0.000443	14.389	80.043	3.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_958436535.1	agree_clean	99.97981	0.34686625	97.43	0.37	2023605.0	37.0	89391.0	61.497	0.212	0.000944	0.000163	30.772	63.631	3.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_958439535.1	agree_clean	99.9198	0.26168525	100.0	0.45	2998142.0	74.0	72605.0	35.638	1.141	0.001322	0.000323	4.141	90.92	4.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_958454545.1	agree_clean	99.82806	0.06257892	94.69	0.6	2104537.0	60.0	46656.0	38.953	0.605	0.014952	0.01041	0.0	99.395	1.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_958454785.1	agree_clean	99.96156	0.9081423	91.45	0.95	3776827.0	206.0	28255.0	37.385	0.414	0.012598	0.012125	0.343	99.243	2.0		0.0	bacteria	0.9059	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_963521595.1	agree_clean	99.97739	0.74947774	99.91	0.12	2653874.0	100.0	92482.0	29.439	0.112	0.012987	0.002502	0.197	99.692	2.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_963589175.1	agree_clean	99.920395	0.05427301	93.72	0.38	2737963.0	142.0	32278.0	53.423	11.255	0.00054	0.000251	14.883	58.247	10.0		0.0	bacteria	0.5882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_963599035.1	agree_clean	99.97638	0.6389022	99.98	0.29	2907170.0	96.0	42942.0	46.31	3.545	0.000916	0.000304	15.783	75.316	6.0		0.0	bacteria	0.9882	1.0	1.0	2.0	1.0	1.0	0.3706	1.0	1.176						
GCA_963610445.1	agree_clean	99.32314	0.009095669	98.96	2.19	2109822.0	111.0	28128.0	32.745	13.881	0.000375	0.000216	27.751	40.566	11.0		0.0	bacteria	0.9882	1.0	1.0	2.0	1.0	1.0	0.4078	1.0	1.176						
GCA_963662635.2	agree_clean	99.968605	0.7104516	93.18	4.59	3732115.0	6.0	2687031.0	49.402	0.793	0.000252	1.9e-05	0.832	98.375	2.0		0.0	bacteria	0.9176	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_963668125.1	agree_clean	99.941925	0.22039711	99.74	0.07	4372437.0	1.0	4372437.0	36.712	0.0	0.001242	0.000449	0.0	100.0	1.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_963677365.1	agree_clean	99.86163	0.6477773	99.98	1.63	4788252.0	1.0	4788252.0	35.811	0.0	0.022729	0.0222	0.0	100.0	1.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_963706305.1	agree_clean	98.138565	1.7421067	95.05	2.45	2967470.0	1.0	2967470.0	62.338	0.0	0.000592	3e-06	0.0	100.0	1.0		0.0	bacteria	0.9765	1.0	1.0	2.0	1.0	0.0	0.5242	1.0	1.176						
GCA_963741015.1	agree_clean	99.10366	0.7615775	96.94	4.36	3105667.0	12.0	368149.0	50.299	0.886	0.000275	5.5e-05	48.743	40.345	3.0		0.0	bacteria	0.9647	0.0	1.0	2.0	1.0	0.0		0.0	0.0						
GCA_963745205.1	agree_clean	98.8699	2.3130746	93.53	4.32	4018893.0	32.0	172413.0	63.961	0.0	0.001211	6.8e-05	0.0	99.393	1.0		0.0	bacteria	0.9412	1.0	1.0	2.0	1.0	1.0	0.8429	1.0	1.176						
GCA_963772135.1	agree_clean	99.74392	0.1545757	92.22	1.0	4656594.0	10.0	882793.0	71.303	0.0	0.001528	0.00013	0.294	99.706	2.0		0.0	bacteria	0.9294	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_963822955.1	agree_clean	97.78583	0.42277575	97.74	3.24	6471002.0	8.0	1325117.0	68.382	0.0	0.00124	3.2e-05	0.0	100.0	1.0		0.0	bacteria	0.9529	5.0	6.0	3.0	7.0	6.0	0.5726	6.0	5.882						
GCA_964216155.1	agree_clean	99.792885	0.2570659	95.52	0.11	3719954.0	53.0	95347.0	39.99	0.0	0.013867	0.003602	0.0	100.0	1.0		0.0	bacteria	0.8353	1.0	1.0	2.0	1.0	1.0	0.7945	1.0	1.176						
GCA_964348975.1	agree_clean	90.96856	1.7790318	94.93	4.65	826827.0	128.0	10953.0	50.433	51.44	0.000203	0.000372	19.621	20.85	7.0		0.0	bacteria	0.6588	3.0	3.0	2.0	3.0	3.0	0.5505	3.0	3.529						
GCA_964352035.1	agree_clean	99.94496	1.3257504	97.07	0.29	3333612.0	130.0	42780.0	53.518	1.545	0.001964	0.000643	0.781	97.674	2.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964371365.1	agree_clean	99.15051	0.039732456	91.85	0.46	2010461.0	133.0	22885.0	47.806	23.949	0.000265	0.000218	43.13	27.018	9.0		0.0	bacteria	0.9294	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964429895.1	agree_clean	99.839386	1.4806002	96.61	1.66	3589321.0	168.0	30795.0	62.237	9.597	0.00034	0.000192	42.614	30.778	15.0		0.0	bacteria	0.9176	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964474105.1	agree_clean	99.89883	3.79889	92.94	0.48	3625384.0	307.0	18767.0	57.528	24.867	0.000453	0.000302	37.64	24.781	11.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964500765.1	agree_clean	99.92183	0.013267994	95.09	1.18	2978827.0	370.0	10852.0	34.017	36.654	0.000378	0.000416	25.613	26.03	14.0		0.0	bacteria	0.9529	0.0	1.0	2.0	1.0	0.0		0.0	0.0						
GCA_964531735.1	agree_clean	99.75916	0.027409196	93.09	2.1	7459769.0	256.0	39766.0	70.162	0.818	0.000729	0.000314	40.204	35.349	15.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_964628655.1	agree_clean	99.827034	2.9286532	95.8	1.08	1073075.0	103.0	14470.0	52.526	51.376	0.000198	0.000297	20.258	18.078	9.0		0.0	bacteria	0.7647	2.0	2.0	2.0	2.0	2.0	0.89	2.0	2.353						
GCA_964640795.1	agree_clean	99.90728	0.08164644	95.05	1.56	5335300.0	87.0	95222.0	41.556	1.741	0.000427	0.000143	8.328	87.331	5.0		0.0	bacteria	0.7412	0.0	1.0	2.0	1.0	0.0		0.0	0.0						
GCA_964644085.1	agree_clean	98.84392	2.1793485	94.33	1.93	3042436.0	303.0	14861.0	45.147	45.229	0.00018	0.000256	30.299	17.556	15.0		0.0	bacteria	0.9412	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_965279685.1	agree_clean	99.81786	0.8980453	99.82	2.98	7228148.0	3.0	4099973.0	62.847	0.0	0.002202	0.00061	0.0	100.0	1.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_965328565.1	agree_clean	90.943726	0.015115738	94.6	0.22	1750591.0	177.0	13265.0	37.456	43.829	0.000194	0.000308	28.958	13.463	11.0		0.0	bacteria	0.9529	0.0	2.0	3.0	3.0	0.0		0.0	0.0						
GCA_965579405.1	agree_clean	99.941986	0.97286403	99.92	2.07	5097185.0	3.0	1790809.0	53.499	0.0	0.005188	0.00109	0.0	100.0	1.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_966168655.1	agree_clean	98.46392	0.102591515	90.16	0.87	2845020.0	91.0	46288.0	51.066	2.953	0.000568	0.000217	10.016	79.153	5.0		0.0	bacteria	0.9059	5.0	5.0	2.0	5.0	5.0	0.7544	5.0	5.882						
GCA_976998035.1	agree_clean	92.99453	0.2804488	97.39	1.38	2856413.0	478.0	8177.0	71.978	0.302	0.017735	0.003414	0.053	99.645	2.0		0.0	bacteria	0.9059	0.0	1.0	2.0	1.0	0.0		0.0	0.0						
GCA_977000925.1	agree_clean	99.94469	3.0343504	99.83	0.17	1814709.0	39.0	179325.0	49.308	0.995	0.000989	0.000512	3.853	94.14	4.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977045845.1	agree_clean	99.91164	0.38119853	99.98	2.99	5035486.0	34.0	187112.0	43.133	0.0	0.02112	0.002515	0.0	100.0	1.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977054245.1	agree_clean	99.84681	0.014382601	95.79	0.09	1527591.0	66.0	35854.0	47.908	14.11	0.000327	0.000195	34.759	33.273	11.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977056595.1	agree_clean	99.97346	0.5888313	98.11	1.22	2732764.0	165.0	25148.0	49.421	9.351	0.000615	0.000243	14.522	66.735	8.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977074955.1	agree_clean	99.934555	1.2764782	99.52	0.62	1667982.0	31.0	104583.0	35.863	0.0	0.013287	0.012547	0.0	100.0	1.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977075605.1	agree_clean	99.95297	0.45925677	99.51	0.09	2684699.0	72.0	61409.0	45.147	3.35	0.000739	0.000368	28.808	52.973	5.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977576075.1	agree_clean	99.94473	0.0021189451	91.72	0.26	3470188.0	128.0	42096.0	42.446	9.181	0.000339	0.000216	14.48	49.904	6.0		0.0	bacteria	0.6471	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977581115.1	agree_clean	98.65866	0.036117435	90.81	0.01	1621551.0	37.0	82783.0	39.979	2.933	0.000713	0.000146	4.604	92.463	4.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977589185.1	agree_clean	99.43086	3.7263603	93.52	0.43	1942409.0	50.0	70786.0	50.85	3.189	0.0004	0.000174	3.034	89.478	4.0		0.0	bacteria	0.6353	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977613245.1	agree_clean	99.95448	2.725181	97.67	0.44	827384.0	43.0	28189.0	42.283	29.343	0.000148	0.00012	41.26	19.157	7.0		0.0	bacteria	0.7059	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977879495.1	agree_clean	99.351364	0.8120805	99.98	0.66	5677623.0	1.0	5677623.0	59.927	0.0	0.000481	2.4e-05	0.0	100.0	1.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977885655.1	agree_clean	99.63575	0.049695373	99.34	0.15	2074495.0	93.0	33416.0	45.077	7.948	0.000426	0.000245	14.848	63.015	6.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977892145.1	agree_clean	99.91966	1.2581617	95.78	3.64	3985377.0	335.0	18167.0	60.162	12.221	0.000721	0.000366	41.904	30.736	13.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977892965.1	agree_clean	97.73976	0.4432112	98.23	1.08	2604347.0	95.0	44794.0	58.389	1.933	0.001748	0.000334	4.473	90.245	4.0		0.0	bacteria	0.9059	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977893235.1	agree_clean	99.969955	2.7103992	99.83	0.05	2324297.0	132.0	39390.0	52.171	0.905	0.004956	0.003572	5.14	93.889	8.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_977925875.1	agree_clean	99.80542	1.9067407	97.58	2.28	4250982.0	3.0	4152866.0	63.233	0.0	0.000444	2.4e-05	1.438	97.692	2.0		0.0	bacteria	0.9882	2.0	3.0	3.0	4.0	0.0	0.7826	3.0	2.353						
GCA_977974145.1	agree_clean	96.89125	0.039073825	99.9	0.24	2833643.0	57.0	103421.0	32.17	0.989	0.000782	0.000236	3.095	92.047	5.0		0.0	bacteria	1.0	1.0	1.0	2.0	1.0	1.0	0.3586	1.0	1.176						
GCA_980299275.1	agree_clean	99.87012	0.88700354	99.96	0.96	3582336.0	20.0	249535.0	66.135	0.0	0.003608	0.000363	0.0	100.0	1.0		0.0	bacteria	0.9765	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_981630225.1	agree_clean	99.90678	3.6467493	98.43	2.13	2317345.0	47.0	69997.0	56.453	0.075	0.003172	0.001538	1.23	98.696	2.0		0.0	bacteria	0.9882	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_982262265.1	agree_clean	99.94176	0.2104044	97.26	1.14	2435772.0	71.0	67677.0	57.189	0.0	0.020393	0.000775	0.0	100.0	1.0		0.0	bacteria	1.0	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_982264465.1	agree_clean	97.42847	3.6516757	91.15	3.4	1818873.0	352.0	6764.0	49.554	43.438	0.000439	0.000499	10.741	41.955	11.0		0.0	bacteria	0.9176	1.0	1.0	2.0	1.0	1.0	0.6744	1.0	1.176						
GCA_001782735.1	disagreement_141	81.07164	5.3582726	96.77	0.54	848748.0	23.0	67654.0	39.978	5.733	0.000195	0.000108	44.543	27.94	6.0		0.0	bacteria	0.7294	0.0	0.0	1.0	0.0	0.0		0.0	0.0	0.0	True	0.95			
GCA_002070265.1	disagreement_141	68.92568	22.423273	95.31	0.71	2946271.0	93.0	109678.0	38.898	7.006	0.000439	0.000174	21.951	52.851	8.0		0.0	bacteria	1.0	1.0	1.0	2.0	1.0	1.0	0.6818	1.0	1.176						
GCA_002440965.1	disagreement_141	76.042114	1.857701	94.05	0.31	1594747.0	39.0	59407.0	41.877	4.749	0.000221	0.000132	51.272	19.72	10.0		0.0	bacteria	0.8824	0.0	0.0	1.0	0.0	0.0		0.0	0.0	0.32	True	0.47			
GCA_002730975.1	disagreement_141	66.96346	10.941413	93.28	3.82	3847701.0	152.0	35440.0	50.37	20.945	0.000163	0.000134	33.94	29.284	12.0		0.0	bacteria	0.8941	1.0	1.0	2.0	1.0	1.0	0.4717	1.0	1.176						
GCA_002792165.1	disagreement_141	57.782135	11.139044	93.39	0.0	486256.0	41.0	16797.0	40.412	31.906	0.000331	0.000274	36.171	25.328	9.0		0.0	bacteria	0.7176	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_003511635.1	disagreement_141	65.75756	38.245586	94.91	0.5	1088274.0	21.0	72242.0	35.914	4.915	0.000281	9.7e-05	36.655	24.458	5.0		0.0	bacteria	0.9176	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_009784235.1	disagreement_141	74.838554	1.1353403	98.49	0.0	874588.0	3.0	312735.0	45.822	0.0	0.000268	0.000103	0.0	56.928	1.0		0.0	bacteria	0.9294	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_012963765.1	disagreement_141	77.580444	7.639396	91.15	1.24	2465736.0	309.0	12783.0	42.606	42.146	0.000247	0.00031	26.004	25.776	14.0		0.0	bacteria	0.9529	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_015067545.1	disagreement_141	80.86024	7.0765467	97.69	0.04	1801424.0	18.0	137094.0	52.159	1.502	0.000524	8.1e-05	41.172	46.668	4.0		0.0	bacteria	0.9647	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
GCA_015068615.1	disagreement_141	64.47526	2.166897	90.74	1.17	1324291.0	74.0	24755.0	48.057	13.513	0.000418	0.0003	26.695	38.309	8.0		0.0	bacteria	0.6235	0.0	0.0	1.0	0.0	0.0		0.0	0.0						
