genome	taxid	ref_len	ref_len_source	fasta_basename	cami_novelty_category	sci_name	tax_species	tax_genus	tax_family	tax_order	tax_class	tax_phylum
Otu176.0	314282	3052410	fai	Psychromonas_sp_CNPT3_genomic	known_strain	Psychromonas sp. CNPT3	Psychromonas sp. CNPT3	Psychromonas	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1763.0	2426	5193164	fai	Teredinibacter_turnerae_T7901_genomic	known_strain	Teredinibacter turnerae	Teredinibacter turnerae	Teredinibacter	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota
Otu1767	1155739	9708656	fai	Moorea_producens_PAL-8-15-08-1_genomic	known_strain	Moorena producens	Moorena producens	Moorena	Coleofasciculaceae	Coleofasciculales	Cyanophyceae	Cyanobacteriota
Otu1769	511678	3863714	fai	A-Hdes-3_S8_contigs	new_species	Aliivibrio		Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1773	1116375	5452646	fai	Vibrio_sp_EJY3_genomic	known_strain	Vibrio sp. EJY3	Vibrio sp. EJY3	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1777	659	4433677	fai	SP005_S3_contigs	new_strain	Photobacterium phosphoreum	Photobacterium phosphoreum	Photobacterium	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1780	662	5089025	fai	Vibrio_sp_Ex25_genomic	known_strain	Vibrio		Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1784	160233	1297538	fai	Ignicoccus_hospitalis_KIN4_I_genomic	known_strain	Ignicoccus hospitalis	Ignicoccus hospitalis	Ignicoccus	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Thermoproteota
Otu1786	1374	3485580	fai	Planococcus_kocurii_strain_ATCC_43650_genomic	known_strain	Planococcus kocurii	Planococcus kocurii	Planococcus	Caryophanaceae	Bacillales	Bacilli	Bacillota
Otu1787	2320	1694969	fai	Methanopyrus_kandleri_AV19_genomic	known_strain	Methanopyrus kandleri	Methanopyrus kandleri	Methanopyrus	Methanopyraceae	Methanopyrales	Methanopyri	Methanobacteriota
Otu1788.0	930802	2915920	fai	Nonlabens_marinus_S1-08_genomic	known_strain	Nonlabens marinus	Nonlabens marinus	Nonlabens	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu179	271098	5226917	fai	Shewanella_halifaxensis_HAW-EB4_genomic	known_strain	Shewanella halifaxensis	Shewanella halifaxensis	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1791	45658	4926076	fai	Vibrio_scophthalmi_strain_VS-12_genomic	known_strain	Vibrio scophthalmi	Vibrio scophthalmi	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu180	316278	2224914	fai	Synechococcus_sp_RCC307_genomic	known_strain	Synechococcus sp. RCC307	Synechococcus sp. RCC307	Synechococcus	Synechococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu1804	2214	5751492	fai	Methanosarcina_acetivorans_C2A_genomic	known_strain	Methanosarcina acetivorans	Methanosarcina acetivorans	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Methanobacteriota
Otu1806	553239	4492180	fai	Vibrio_breoganii_strain_FF50_genomic	known_strain	Vibrio breoganii	Vibrio breoganii	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1817	1898108	593366	fai	bacterium_AB1_strain_AB1-8_genomic	known_strain	bacterium AB1	bacterium AB1					
Otu183.0	326544	5413691	fai	Paraglaciecola_psychrophila_170_genomic	known_strain	Paraglaciecola psychrophila	Paraglaciecola psychrophila	Paraglaciecola	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu183.1	2743	4779762	fai	Marinobacter_aquaeolei_VT8_genomic	known_strain	Marinobacter nauticus	Marinobacter nauticus	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu1832	113653	1770093	fai	Geoglobus_ahangari_strain_234_genomic	known_strain	Geoglobus ahangari	Geoglobus ahangari	Geoglobus	Archaeoglobaceae	Archaeoglobales	Archaeoglobi	Methanobacteriota
Otu1834.0	754409	3811479	fai	Winogradskyella_sp_PG-2_genomic	known_strain	Winogradskyella sp. PG-2	Winogradskyella sp. PG-2	Winogradskyella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu1836	228	4541654	fai	S18_S5_contigs	new_strain	Pseudoalteromonas haloplanktis	Pseudoalteromonas haloplanktis	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1843.0	226	4686200	fai	Alteromonas_stellipolaris_LMG_21856_genomic	known_strain	Alteromonas		Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1844	511678	4514179	fai	10_S10_contigs	new_species	Aliivibrio		Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1847	1363	1963964	fai	Lactococcus_garvieae_Lg2_genomic	known_strain	Lactococcus garvieae	Lactococcus garvieae	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
Otu185.0	28229	5373180	fai	Colwellia_psychrerythraea_34H_genomic	known_strain	Colwellia psychrerythraea	Colwellia psychrerythraea	Colwellia	Colwelliaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1853	585425	2572069	fai	Synechococcus_sp_KORDI_52_genomic	known_strain	Synechococcus sp. KORDI-52	Synechococcus sp. KORDI-52	Synechococcus	Synechococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu1854	38027	5427890	fai	Methanosarcina_siciliae_C2J_genomic	known_strain	Methanosarcina siciliae	Methanosarcina siciliae	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Methanobacteriota
Otu186.0	314275	4927947	fai	Alteromonas_mediterranea_strain_CP48_genomic	known_strain	Alteromonas mediterranea	Alteromonas mediterranea	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1860	80852	4676742	fai	A-Hdes-19_S12_contigs	new_strain	Aliivibrio wodanis	Aliivibrio wodanis	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1861	38027	4941115	fai	Methanosarcina_siciliae_HI350_genomic	known_strain	Methanosarcina siciliae	Methanosarcina siciliae	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Methanobacteriota
Otu1862	29483	4471090	fai	Yersinia_aldovae_670-83_genomic	known_strain	Yersinia aldovae	Yersinia aldovae	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Otu1870	1238	3354469	fai	Piscirickettsia_salmonis_strain_AY6492A_genomic	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu1871	767892	2753527	fai	Candidatus_Puniceispirillum_marinum_IMCC1322_genomic	known_strain	Candidatus Puniceispirillum marinum	Candidatus Puniceispirillum marinum	Candidatus Puniceispirillum	Candidatus Puniceispirillaceae	Candidatus Puniceispirillales	Alphaproteobacteria	Pseudomonadota
Otu1876	294	6082248	fai	MC8_S4_contigs	new_strain	Pseudomonas fluorescens	Pseudomonas fluorescens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu1889	2265	2215172	fai	Thermococcus_litoralis_DSM_5473_genomic	known_strain	Thermococcus litoralis	Thermococcus litoralis	Thermococcus	Thermococcaceae	Thermococcales	Thermococci	Methanobacteriota
Otu189	38027	5017558	fai	Methanosarcina_siciliae_T4_M_genomic	known_strain	Methanosarcina siciliae	Methanosarcina siciliae	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Methanobacteriota
Otu1892	191493	2594799	fai	Corynebacterium_sphenisci_DSM_44792_genomic	known_strain	Corynebacterium sphenisci	Corynebacterium sphenisci	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota
Otu1893	1238	3429719	fai	Piscirickettsia_salmonis_strain_PM51819A_genomic	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu1894	40269	4053141	fai	A5_S5_contigs	new_strain	Aliivibrio salmonicida	Aliivibrio salmonicida	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1896	1298608	3477883	fai	R2A19_S7_contigs	new_species	Psychrobacter sp. JCM 18900	Psychrobacter sp. JCM 18900	Psychrobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Pseudomonadota
Otu1900	2226	2394636	fai	Methanococcoides_methylutens_MM1_genomic	known_strain	Methanococcoides methylutens	Methanococcoides methylutens	Methanococcoides	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Methanobacteriota
Otu1901	46541	1915238	fai	Thermosipho_melanesiensis_BI429_genomic	known_strain	Thermosipho melanesiensis	Thermosipho melanesiensis	Thermosipho	Fervidobacteriaceae	Thermotogales	Thermotogae	Thermotogota
Otu1907	1330330	2169170	fai	Kosmotoga_pacifica_strain_SLHLJ1_genomic	known_strain	Kosmotoga pacifica	Kosmotoga pacifica	Kosmotoga	Kosmotogaceae	Kosmotogales	Thermotogae	Thermotogota
Otu1913	54259	1394664	fai	Ignicoccus_islandicus_DSM_13165_genomic	known_strain	Ignicoccus islandicus	Ignicoccus islandicus	Ignicoccus	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Thermoproteota
Otu1914.0	2742	3998597	fai	Marinobacter_psychrophilus_strain_20041_genomic	known_strain	Marinobacter		Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu1918	1270	2464392	fai	S21_S7_contigs	new_strain	Micrococcus luteus	Micrococcus luteus	Micrococcus	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota
Otu1919	192073	4545906	fai	Shewanella_denitrificans_OS217_genomic	known_strain	Shewanella denitrificans	Shewanella denitrificans	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1920	1094	1966858	fai	Chlorobium_phaeovibrioides_DSM_265_genomic	known_strain	Chlorobium phaeovibrioides	Chlorobium phaeovibrioides	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobiia	Chlorobiota
Otu1921	80852	4442801	fai	A-H1309-1-3_S8_contigs	new_strain	Aliivibrio wodanis	Aliivibrio wodanis	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1923	1298608	3270394	fai	S04_S1_contigs	new_species	Psychrobacter sp. JCM 18900	Psychrobacter sp. JCM 18900	Psychrobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Pseudomonadota
Otu1925	2335	1749904	fai	Thermotoga_sp_Cell2_genomic	known_strain	Thermotoga		Thermotoga	Thermotogaceae	Thermotogales	Thermotogae	Thermotogota
Otu1927	511678	4402086	fai	A16_S16_contigs	new_species	Aliivibrio		Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1929	1273541	2023836	fai	Pyrodictium_delaneyi_strain_Su06_genomic	known_strain	Pyrodictium delaneyi	Pyrodictium delaneyi	Pyrodictium	Pyrodictiaceae	Desulfurococcales	Thermoprotei	Thermoproteota
Otu1930	56636	1669696	fai	Aeropyrum_pernix_K1_genomic	known_strain	Aeropyrum pernix	Aeropyrum pernix	Aeropyrum	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Thermoproteota
Otu1947	22	4706287	fai	Shewanella_sp_MR-4_genomic	new_species	Shewanella		Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1949.0	314275	4344439	fai	Alteromonas_mediterranea_strain_AR43_genomic	known_strain	Alteromonas mediterranea	Alteromonas mediterranea	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1950	1883	7106149	fai	Streptomyces_sp_PVA_94-07_genomic	known_strain	Streptomyces		Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota
Otu1952	1267766	3475106	fai	Altererythrobacter_atlanticus_strain_26DY36_genomic	known_strain	Croceibacterium atlanticum	Croceibacterium atlanticum	Croceibacterium	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota
Otu1957.0	1336802	3253959	fai	Nonlabens_sp_Hel1_33_55_genomic	known_strain	Nonlabens sp. Hel1_33_55	Nonlabens sp. Hel1_33_55	Nonlabens	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu1958.0	138563	1960111	fai	Helicobacter_cetorum_MIT_00-7128_genomic	known_strain	Helicobacter cetorum	Helicobacter cetorum	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota
Otu196	2234	2316287	fai	Archaeoglobus_fulgidus_DSM_8774_genomic	known_strain	Archaeoglobus fulgidus	Archaeoglobus fulgidus	Archaeoglobus	Archaeoglobaceae	Archaeoglobales	Archaeoglobi	Methanobacteriota
Otu1961	1038856	3275843	fai	Planococcus_plakortidis_strain_DSM_23997_genomic	known_strain	Planococcus plakortidis	Planococcus plakortidis	Planococcus	Caryophanaceae	Bacillales	Bacilli	Bacillota
Otu1962	349751	2729219	fai	Corynebacterium_marinum_DSM_44953_genomic	known_strain	Corynebacterium marinum	Corynebacterium marinum	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota
Otu1966	163003	1950313	fai	Thermococcus_sp_CL1_genomic	known_strain	Thermococcus cleftensis	Thermococcus cleftensis	Thermococcus	Thermococcaceae	Thermococcales	Thermococci	Methanobacteriota
Otu1969	1238	3423535	fai	Piscirickettsia_salmonis_strain_CGR02_genomic	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu1970	40269	4590517	fai	A22_S22_contigs	new_strain	Aliivibrio salmonicida	Aliivibrio salmonicida	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1974.0	226	4755740	fai	Alteromonas_stellipolaris_strain_PQQ-42_genomic	known_strain	Alteromonas		Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1974.1	314275	4442936	fai	Alteromonas_macleodii_str_Ionian_Sea_U7_genomic	known_strain	Alteromonas mediterranea	Alteromonas mediterranea	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1975.0	171695	2322224	fai	Thermodesulfatator_indicus_DSM_15286_genomic	known_strain	Thermodesulfatator indicus	Thermodesulfatator indicus	Thermodesulfatator	Thermodesulfatatoraceae	Thermodesulfobacteriales	Thermodesulfobacteria	Thermodesulfobacteriota
Otu1977.0	226	4489455	fai	Alteromonas_sp_Mex14_genomic	known_strain	Alteromonas		Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu198.0	314275	4582352	fai	Alteromonas_macleodii_str_English_Channel_615_genomic	known_strain	Alteromonas mediterranea	Alteromonas mediterranea	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1984	234831	4037671	fai	Pseudoalteromonas_sp_SM9913_genomic	new_strain	Pseudoalteromonas sp. SM9913	Pseudoalteromonas sp. SM9913	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1986.0	1033846	4651725	fai	Marinobacter_adhaerens_HP15_genomic	known_strain	Marinobacter adhaerens	Marinobacter adhaerens	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu199.0	253245	4000057	fai	Owenweeksia_hongkongensis_DSM_17368_genomic	known_strain	Owenweeksia hongkongensis	Owenweeksia hongkongensis	Owenweeksia	Owenweeksiaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu1995	2336	1869644	fai	Thermotoga_maritima_MSB8_2_genomic	new_strain	Thermotoga maritima	Thermotoga maritima	Thermotoga	Thermotogaceae	Thermotogales	Thermotogae	Thermotogota
Otu1998	286	6424139	fai	MR4-64-2_S7_contigs	new_species	Pseudomonas		Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu1999	36814	6415739	fai	Mycobacterium_rhodesiae_NBB3_genomic	known_strain	Mycolicibacterium rhodesiae	Mycolicibacterium rhodesiae	Mycolicibacterium	Mycobacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota
Otu2.0	133539	4145260	fai	Nitrosococcus_halophilus_Nc_4_genomic	known_strain	Nitrosococcus halophilus	Nitrosococcus halophilus	Nitrosococcus	Chromatiaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota
Otu20	94122	5251146	fai	Shewanella_sp_ANA-3_genomic	known_strain	Shewanella sp. ANA-3	Shewanella sp. ANA-3	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu2003	316	4709064	fai	Pseudomonas_stutzeri_CCUG_29243_genomic	known_strain	Stutzerimonas stutzeri	Stutzerimonas stutzeri	Stutzerimonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu2006	40269	3817492	fai	A2_S2_contigs	new_strain	Aliivibrio salmonicida	Aliivibrio salmonicida	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2014	286	6426510	fai	MR4-96-2A_S5_contigs	new_species	Pseudomonas		Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu2016.0	1885919	3442381	fai	Brucella_sp_141012304_genomic	known_strain	Brucella sp. 141012304	Brucella sp. 141012304	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota
Otu2017.0	146919	3587328	fai	Salinibacter_ruber_DSM_13855_genomic	known_strain	Salinibacter ruber	Salinibacter ruber	Salinibacter	Salinibacteraceae	Rhodothermales	Rhodothermia	Rhodothermota
Otu2019	1219	2682675	fai	Prochlorococcus_marinus_str_MIT_9303_genomic	known_strain	Prochlorococcus marinus	Prochlorococcus marinus	Prochlorococcus	Prochlorococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu2025.0	651143	6937263	fai	Fibrella_aestuarina_strain_BUZ_2_genomic	known_strain	Fibrella aestuarina	Fibrella aestuarina	Fibrella	Spirosomataceae	Cytophagales	Cytophagia	Bacteroidota
Otu2027	118000	3222077	fai	Denitrovibrio_acetiphilus_DSM_12809_genomic	known_strain	Denitrovibrio acetiphilus	Denitrovibrio acetiphilus	Denitrovibrio	Geovibrionaceae	Deferribacterales	Deferribacteres	Deferribacterota
Otu203	316	4383480	fai	Pseudomonas_balearica_DSM_6083_genomic	known_strain	Stutzerimonas stutzeri	Stutzerimonas stutzeri	Stutzerimonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu2036	1348114	4815987	fai	Pseudoalteromonas_sp_OCN003_genomic	known_strain	Pseudoalteromonas piratica	Pseudoalteromonas piratica	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu2042	1705394	1512449	fai	Candidatus_Thioglobus_sp_EF1_genomic	known_strain	Candidatus Thioglobus autotrophicus	Candidatus Thioglobus autotrophicus	Candidatus Thioglobus	Candidatus Pseudothioglobaceae		Gammaproteobacteria	Pseudomonadota
Otu2044	1246	1788069	fai	Leuconostoc_lactis_strain_WiKim40_genomic	new_strain	Leuconostoc lactis	Leuconostoc lactis	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Otu205.0	307121	7074838	fai	Micromonospora_krabiensis_strain_DSM_45344_genomic	known_strain	Micromonospora krabiensis	Micromonospora krabiensis	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota
Otu205.1	168697	5786361	fai	Salinispora_arenicola_CNS-205_genomic	known_strain	Salinispora arenicola	Salinispora arenicola	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota
Otu2052	43989	5460377	fai	Cyanothece_sp_ATCC_51142_genomic	known_strain	Crocosphaera subtropica ATCC 51142	Crocosphaera subtropica	Crocosphaera	Aphanothecaceae	Chroococcales	Cyanophyceae	Cyanobacteriota
Otu2053	2336	1860725	fai	Thermotoga_maritima_MSB8_4_genomic	new_strain	Thermotoga maritima	Thermotoga maritima	Thermotoga	Thermotogaceae	Thermotogales	Thermotogae	Thermotogota
Otu2058	340345	6306386	fai	Actinoalloteichus_hymeniacidonis_strain_HPA177_DSM_45092_genomic	known_strain	Actinoalloteichus hymeniacidonis	Actinoalloteichus hymeniacidonis	Actinoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota
Otu2059	662	5161447	fai	Vibrio_natriegens_strain_CCUG_16371_genomic	known_strain	Vibrio		Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2066	166314	2111515	fai	Synechococcus_sp_WH_8109_genomic	known_strain	Synechococcus sp. WH 8109	Synechococcus sp. WH 8109	Synechococcus	Synechococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu2073	155863	1677455	fai	Methanothermococcus_okinawensis_IH1_genomic	known_strain	Methanothermococcus okinawensis	Methanothermococcus okinawensis	Methanothermococcus	Methanococcaceae	Methanococcales	Methanococci	Methanobacteriota
Otu2078	39152	1746697	fai	Methanococcus_maripaludis_X1_genomic	known_strain	Methanococcus maripaludis	Methanococcus maripaludis	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Methanobacteriota
Otu2080.0	1913577	2978889	fai	Gramella_sp_LPB0144_genomic	known_strain	Christiangramia salexigens	Christiangramia salexigens	Christiangramia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu2087	80852	4538481	fai	Vw27_S8_contigs	new_strain	Aliivibrio wodanis	Aliivibrio wodanis	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2090	645	4429518	fai	A-2013-70-F524-1_S1_contigs	new_strain	Aeromonas salmonicida	Aeromonas salmonicida	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota
Otu2098	55802	2388527	fai	Thermococcus_barophilus_CH5_genomic	known_strain	Thermococcus barophilus	Thermococcus barophilus	Thermococcus	Thermococcaceae	Thermococcales	Thermococci	Methanobacteriota
Otu2099	1307763	2949723	fai	Verrucomicrobia_bacterium_L21-Fru-AB_genomic	known_strain	Kiritimatiella glycovorans	Kiritimatiella glycovorans	Kiritimatiella	Kiritimatiellaceae	Kiritimatiellales	Kiritimatiellia	Kiritimatiellota
Otu2106	668	4273718	fai	Vibrio_fischeri_ES114_genomic	known_strain	Aliivibrio fischeri	Aliivibrio fischeri	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2107	1760	3074808	fai	Titti16_S3_contigs	new_order	Actinomycetes					Actinomycetes	Actinomycetota
Otu211	1129	2429688	fai	Synechococcus_sp_WH_8103_genomic	known_strain	Synechococcus		Synechococcus	Synechococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu2115	1760	3250704	fai	13_S13_contigs	new_order	Actinomycetes					Actinomycetes	Actinomycetota
Otu2117	41275	3990717	fai	KH11J01_S12_contigs	new_species	Brevundimonas		Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Pseudomonadota
Otu2119.0	1515	3577579	fai	Ruminiclostridium_thermocellum_DSM_2360_strain_LQRI_genomic	new_strain	Acetivibrio thermocellus	Acetivibrio thermocellus	Acetivibrio	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Otu212.0	89184	4601048	fai	Ruegeria_pomeroyi_DSS-3_genomic	known_strain	Ruegeria pomeroyi	Ruegeria pomeroyi	Ruegeria	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota
Otu2120	51589	3890005	fai	Haloarcula_hispanica_ATCC_33960_genomic	known_strain	Haloarcula hispanica	Haloarcula hispanica	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Methanobacteriota
Otu2121	497	3113999	fai	Psychrobacter_sp_G_genomic	known_strain	Psychrobacter		Psychrobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Pseudomonadota
Otu2123	80852	4512856	fai	Vw11_S2_contigs	new_strain	Aliivibrio wodanis	Aliivibrio wodanis	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu2128	2190	1739927	fai	Methanocaldococcus_jannaschii_DSM_2661_genomic	known_strain	Methanocaldococcus jannaschii	Methanocaldococcus jannaschii	Methanocaldococcus	Methanocaldococcaceae	Methanococcales	Methanococci	Methanobacteriota
Otu214.0	1168034	5132075	fai	Draconibacterium_orientale_strain_FH5_genomic	known_strain	Draconibacterium orientale	Draconibacterium orientale	Draconibacterium	Prolixibacteraceae	Marinilabiliales	Bacteroidia	Bacteroidota
Otu215.0	1150389	3074209	fai	Flavobacteriaceae_bacterium_UJ101_genomic	known_strain	Flavobacteriaceae bacterium UJ101	Flavobacteriaceae bacterium UJ101		Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu2151	1238	3511244	fai	Piscirickettsia_salmonis_strain_PM25344B_genomic	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu2153	40214	3626013	fai	GB02J46_S10_contigs	new_strain	Acinetobacter johnsonii	Acinetobacter johnsonii	Acinetobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Pseudomonadota
Otu2154	42879	1569500	fai	Methanococcus_aeolicus_Nankai-3_genomic	known_strain	Methanococcus aeolicus	Methanococcus aeolicus	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Methanobacteriota
Otu2156	1219	1657990	fai	Prochlorococcus_marinus_subsp_pastoris_str_CCMP1986_genomic	known_strain	Prochlorococcus marinus	Prochlorococcus marinus	Prochlorococcus	Prochlorococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu2165.0	679318	4444448	fai	Rhodococcus_sp_WMMA185_genomic	known_strain	Rhodococcus sp. WMMA185	Rhodococcus sp. WMMA185	Rhodococcus	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota
Otu2169.0	244787	1676444	fai	Nautilia_profundicola_AmH_genomic	known_strain	Nautilia profundicola	Nautilia profundicola	Nautilia	Nautiliaceae	Nautiliales	Epsilonproteobacteria	Campylobacterota
Otu2170	286	4861258	fai	Pseudomonas_sp_MT-1_genomic	new_species	Pseudomonas		Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu2172	286	6426300	fai	MR4-96-1_S3_contigs	new_species	Pseudomonas		Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu2174	1705	2862233	fai	Corynebacterium_stationis_strain_622_DSM_20302_genomic	known_strain	Corynebacterium stationis	Corynebacterium stationis	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota
