genome	taxid	ref_len	ref_len_source	fasta_basename	cami_novelty_category	sci_name	tax_species	tax_genus	tax_family	tax_order	tax_class	tax_phylum
spades_ESBL5791_S4_L001	543	5419083	fai	spades_ESBL5791_S4_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5792_S6_L001	562	5286705	fai	spades_ESBL5792_S6_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5808_S8_L001	543	5142239	fai	spades_ESBL5808_S8_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5817_S7_L001	562	4850179	fai	spades_ESBL5817_S7_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5827_S10_L001	562	5627681	fai	spades_ESBL5827_S10_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5852_S11_L001	562	5631598	fai	spades_ESBL5852_S11_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5872_S5_L001	562	5649121	fai	spades_ESBL5872_S5_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5909_S5_L001	562	4903928	fai	spades_ESBL5909_S5_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5911_S4_L001	543	4902006	fai	spades_ESBL5911_S4_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6101_S9_L001	562	4951660	fai	spades_ESBL6101_S9_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6164_S11_L001	562	5296034	fai	spades_ESBL6164_S11_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6200_S12_L001	562	4853372	fai	spades_ESBL6200_S12_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6210_S10_L001	562	4795054	fai	spades_ESBL6210_S10_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6270_S10_L001	543	5129972	fai	spades_ESBL6270_S10_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6351_S5_L001	562	5140727	fai	spades_ESBL6351_S5_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6364_S9_L001	562	5323526	fai	spades_ESBL6364_S9_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6409_S4_L001	573	5206730	fai	spades_ESBL6409_S4_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6418_S2_L001	562	4803161	fai	spades_ESBL6418_S2_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6455_S6_L001	562	4857585	fai	spades_ESBL6455_S6_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6515_S2_L001	573	5206284	fai	spades_ESBL6515_S2_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6620_S4_L001	573	5444869	fai	spades_ESBL6620_S4_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6628_S5_L001	573	5443769	fai	spades_ESBL6628_S5_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6643_S3_L001	548	5120216	fai	spades_ESBL6643_S3_L001	new_strain	Klebsiella aerogenes	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6661_S8_L001	543	5049636	fai	spades_ESBL6661_S8_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6724_S11_L001	562	5278084	fai	spades_ESBL6724_S11_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6759Q_S12_L001	573	5518056	fai	spades_ESBL6759Q_S12_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6760_S6_L001	543	5267859	fai	spades_ESBL6760_S6_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6769_S11_L001	573	5522930	fai	spades_ESBL6769_S11_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6792_S10_L001	573	5212350	fai	spades_ESBL6792_S10_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6983_S3_L001	562	5223413	fai	spades_ESBL6983_S3_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL6984_S1_L001	543	5169466	fai	spades_ESBL6984_S1_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7021_S2_L001	562	5166821	fai	spades_ESBL7021_S2_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7234_S12_L001	562	5148279	fai	spades_ESBL7234_S12_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7347_S10_L001	562	5120214	fai	spades_ESBL7347_S10_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7348_S6_L001	562	5205004	fai	spades_ESBL7348_S6_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7359_S3_L001	562	6243594	fai	spades_ESBL7359_S3_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7382_S4_L001	562	4857278	fai	spades_ESBL7382_S4_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7388_S7_L001	543	5206566	fai	spades_ESBL7388_S7_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7410_S11_L001	543	5124963	fai	spades_ESBL7410_S11_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7424_S8_L001	562	5210944	fai	spades_ESBL7424_S8_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7431_S12_L001	543	5304537	fai	spades_ESBL7431_S12_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7525_S1_L001	562	5217626	fai	spades_ESBL7525_S1_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7531_S9_L001	562	5208486	fai	spades_ESBL7531_S9_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7532_S2_L001	562	5351688	fai	spades_ESBL7532_S2_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7534_S10_L001	562	4881029	fai	spades_ESBL7534_S10_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7553_S11_L001	573	5395788	fai	spades_ESBL7553_S11_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7586_S7_L001	562	4948638	fai	spades_ESBL7586_S7_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7634_S2_L001	562	5550584	fai	spades_ESBL7634_S2_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7810_S9_L001	573	5926039	fai	spades_ESBL7810_S9_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL7862_S8_L001	573	5904754	fai	spades_ESBL7862_S8_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL8075_S12_L001	573	5404977	fai	spades_ESBL8075_S12_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL8159_S1_L001	543	5325786	fai	spades_ESBL8159_S1_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL8341_S10_L001	543	4862937	fai	spades_ESBL8341_S10_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL8411_S7_L001	562	6071184	fai	spades_ESBL8411_S7_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL8514_S7_L001	562	4905882	fai	spades_ESBL8514_S7_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL8604_S8_L001	562	5107945	fai	spades_ESBL8604_S8_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL8855_S12_L001	573	5625519	fai	spades_ESBL8855_S12_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL8873_S6_L001	573	5567706	fai	spades_ESBL8873_S6_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL8909_S7_L001	573	5264884	fai	spades_ESBL8909_S7_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL8953_S1_L001	573	5559832	fai	spades_ESBL8953_S1_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL8956_S2_L001	573	5556246	fai	spades_ESBL8956_S2_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL8960_S8_L001	573	5673185	fai	spades_ESBL8960_S8_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9044_S9_L001	562	5039987	fai	spades_ESBL9044_S9_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9046_S6_L001	573	5646310	fai	spades_ESBL9046_S6_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9166_S11_L001	562	4708419	fai	spades_ESBL9166_S11_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9224_S2_L001	573	5703641	fai	spades_ESBL9224_S2_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9250_S3_L001	573	5557990	fai	spades_ESBL9250_S3_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9251_S1_L001	573	5704673	fai	spades_ESBL9251_S1_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9318_S2_L001	562	4772473	fai	spades_ESBL9318_S2_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9336_S1_L001	562	5170229	fai	spades_ESBL9336_S1_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9440_S6_L001	543	5102994	fai	spades_ESBL9440_S6_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9654_S5_L001	562	5153457	fai	spades_ESBL9654_S5_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9656_S7_L001	543	5100274	fai	spades_ESBL9656_S7_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9861_S4_L001	562	5188009	fai	spades_ESBL9861_S4_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9875_S5_L001	562	5191975	fai	spades_ESBL9875_S5_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL9915_S6_L001	543	5090453	fai	spades_ESBL9915_S6_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_MRSA7113_S2_L001	1280	2825247	fai	spades_MRSA7113_S2_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA7119_S2_L001	1280	2748878	fai	spades_MRSA7119_S2_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA7124_S4_L001	1280	2778919	fai	spades_MRSA7124_S4_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA7129_S1_L001	1280	2824465	fai	spades_MRSA7129_S1_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA7129_S8_L001	1280	2785154	fai	spades_MRSA7129_S8_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA7133_S3_L001	1280	2821986	fai	spades_MRSA7133_S3_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA7172_S1_L001	1280	2747769	fai	spades_MRSA7172_S1_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA7231_S7_L001	1280	2781316	fai	spades_MRSA7231_S7_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA7286_S4_L001	1280	2817370	fai	spades_MRSA7286_S4_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA7295_S3_L001	1280	2832162	fai	spades_MRSA7295_S3_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA7796_S10_L001	1280	2763305	fai	spades_MRSA7796_S10_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA7830_S9_L001	1280	2786125	fai	spades_MRSA7830_S9_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA8007_S12_L001	1280	2738989	fai	spades_MRSA8007_S12_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA8013_S11_L001	1280	2739001	fai	spades_MRSA8013_S11_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA8186_S9_L001	1280	2844448	fai	spades_MRSA8186_S9_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA8187_S8_L001	1280	2838974	fai	spades_MRSA8187_S8_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA8339_S5_L001	1280	2777668	fai	spades_MRSA8339_S5_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA8595_S7_L001	1280	2833533	fai	spades_MRSA8595_S7_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA8602_S6_L001	1280	2816259	fai	spades_MRSA8602_S6_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA8758_S5_L001	1280	2816182	fai	spades_MRSA8758_S5_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_MRSA9344_S6_L001	1280	2785341	fai	spades_MRSA9344_S6_L001	new_strain	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota
spades_VRE2224_S14_L001	1352	3012379	fai	spades_VRE2224_S14_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE2237_S15_L001	1352	3010799	fai	spades_VRE2237_S15_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE2392_S22_L001	1352	3000431	fai	spades_VRE2392_S22_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE2770_S9_L001	1352	3245517	fai	spades_VRE2770_S9_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE2857_S10_L001	1352	3094615	fai	spades_VRE2857_S10_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE2906_S11_L001	1352	3429347	fai	spades_VRE2906_S11_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE2913_S13_L001	1352	2985072	fai	spades_VRE2913_S13_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE2941_S2_L001	1352	3166882	fai	spades_VRE2941_S2_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE2943_S1_L001	1352	3128023	fai	spades_VRE2943_S1_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE2961_S3_L001	1352	2855192	fai	spades_VRE2961_S3_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE3021_S4_L001	1352	2952853	fai	spades_VRE3021_S4_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE3043_S21_L001	1352	3001125	fai	spades_VRE3043_S21_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE3056_S20_L001	1352	3010057	fai	spades_VRE3056_S20_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE3253_S17_L001	1352	2959154	fai	spades_VRE3253_S17_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE3277_S16_L001	1352	3060574	fai	spades_VRE3277_S16_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE3342_S6_L001	1352	3063001	fai	spades_VRE3342_S6_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE3387_S5_L001	1352	3006421	fai	spades_VRE3387_S5_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE3766_S8_L001	1352	3083042	fai	spades_VRE3766_S8_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE3783_S7_L001	1352	3086681	fai	spades_VRE3783_S7_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE3786_S19_L001	1352	3118152	fai	spades_VRE3786_S19_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
spades_VRE3967_S23_L001	1352	3008458	fai	spades_VRE3967_S23_L001	new_strain	Enterococcus faecium	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
