genome_id	ref_index	original_bp	added_duplicate_bp	final_bp	added_percent_original	duplicate_percent_final	original_contigs	added_contigs	original_contigs_retained	added_segments_exact_substrings	sha256
G_r071_uneven_coverage_40pct	71	2126056	850422	2976478	39.999981185820126	28.571418972355918	116	62	True	True	d3933f08260c18e4bd989dbf654baa252bb8da0b84da163366c8bfdf0f73d648
G_r072_uneven_coverage_5pct	72	1691340	84567	1775907	5.0	4.761904761904762	107	7	True	True	181f6e7999e1e88bddbaf0e3b9e82768430caa587435bdeecbfd03bb3f2662b4
G_r072_uneven_coverage_10pct	72	1691340	169134	1860474	10.0	9.090909090909092	107	13	True	True	50314132902a0e9759cb7eccbc6cc04e68dd3ef93634f8c83da28e5af3cc7a5e
G_r072_uneven_coverage_20pct	72	1691340	338268	2029608	20.0	16.666666666666668	107	23	True	True	28eb40478d9bd14afa4e9b8f4f098db87b87011f49e6849f6f8fb1172ec8fa10
G_r072_uneven_coverage_40pct	72	1691340	676536	2367876	40.0	28.571428571428573	107	54	True	True	31644d0206a24bc7d4d2aea1184a487e92b8a65c1be327af3e291dc80550d203
G_r073_uneven_coverage_5pct	73	3004492	150225	3154717	5.000013313398737	4.761916837548345	18	1	True	True	d9c3978c437c3154d4351c6c9072fe30f5d11b68bfae01b5dce55447a878f677
G_r073_uneven_coverage_10pct	73	3004492	300449	3304941	9.99999334330063	9.090903589504322	18	3	True	True	9798fe54d0636705ea36a1e1cd4c60fd0118a06cad3d4435b386f9ffeb94c888
G_r073_uneven_coverage_20pct	73	3004492	600898	3605390	19.99998668660126	16.66665742124985	18	9	True	True	7c1b044993a50a927fcdd46b1831adb01d08683ed80019120ade12b8bc451ef8
G_r073_uneven_coverage_40pct	73	3004492	1201797	4206289	40.00000665669937	28.5714319677036	18	7	True	True	cfd403dd9f2e7276c4a848df4671f9f7b43654e445aa6864b676be6164c84e93
G_r074_uneven_coverage_5pct	74	1101414	55071	1156485	5.000027237714429	4.761929467308266	2	1	True	True	f31e4e2de32afbfa525a2d74b0fd043482ee8ff6e6c90503cd833621bee1ae58
G_r074_uneven_coverage_10pct	74	1101414	110141	1211555	9.999963683047428	9.090879076888791	2	2	True	True	7892c3993143a6127a38b39a8ea912e489497e7114a5354e790ed4ff3e0ca01a
G_r074_uneven_coverage_20pct	74	1101414	220283	1321697	20.000018158476287	16.666679276717733	2	1	True	True	1e10dc9996844cb1c0038929af1af160e0f5b6b1f2a907080454d86beaffde40
G_r074_uneven_coverage_40pct	74	1101414	440566	1541980	40.000036316952574	28.5714471004812	2	2	True	True	2c3947e03e39893d3106e78debad16091e17addcf03be8c0d41fdf600e146754
G_r075_uneven_coverage_5pct	75	2293087	114654	2407741	4.999984736732623	4.761890917669301	6	1	True	True	3413a5ee27ad6bd74d6d6a8209edfd560c30302b2fd4f1d3ba31633b0a8217d9
G_r075_uneven_coverage_10pct	75	2293087	229309	2522396	10.000013082800608	9.090919903139714	6	1	True	True	1abd0248f31dc3911e090ebdc462279cbc2cb341d9332687252b7a5e2f501e80
G_r075_uneven_coverage_20pct	75	2293087	458617	2751704	19.999982556265856	16.666654552960637	6	3	True	True	732e769631a27c6d04f682a04729ce1db5b2658654480ecf34ed702b86eb24e4
G_r075_uneven_coverage_40pct	75	2293087	917235	3210322	40.000008721867076	28.571433021360473	6	4	True	True	e9883638218b36bc2aa3f1d5d39c08c7a3d06073cc254950da4c3482a2377288
G_r076_uneven_coverage_5pct	76	3885895	194295	4080190	5.000006433524323	4.7619105973006155	127	6	True	True	a864f56d83f8946dbf20158a8d935fe0fba84d5b309690f93df5d2a8435beaee
G_r076_uneven_coverage_10pct	76	3885895	388590	4274485	10.000012867048646	9.090919724832348	127	12	True	True	7e98f5e15cb76a954d505a17f97ee5238ffd9a4a835e0776ec3dd4479d723d9b
G_r076_uneven_coverage_20pct	76	3885895	777179	4663074	20.0	16.666666666666668	127	20	True	True	e9302ef44a8812794d6c187fc17d29945b77369a7da9c45580bb9d45b5055a0e
G_r076_uneven_coverage_40pct	76	3885895	1554358	5440253	40.0	28.571428571428573	127	38	True	True	4781f72ed5f8e03360e86741ed08b3d5edb8f1f23eb1bc8fffde5e6235739d3c
G_r077_uneven_coverage_5pct	77	1401661	70083	1471744	4.999996432803652	4.761901526352409	4	1	True	True	a47fc3719513045d188247297cbffa2355770d8aa1e8161ff74991291964e273
G_r077_uneven_coverage_10pct	77	1401661	140166	1541827	9.999992865607304	9.090903194716399	4	1	True	True	5d1916c33822d1bba6e129cea754fda7452d452e08731d3a0d6390bc8b176022
G_r077_uneven_coverage_20pct	77	1401661	280332	1681993	19.999985731214608	16.666656757786743	4	8	True	True	ec856583af29c6a66a49364990f4ffb94cb534c79fda067d6eef9c5e4ff74be9
G_r077_uneven_coverage_40pct	77	1401661	560664	1962325	39.999971462429215	28.57141401144051	4	1	True	True	c1600e7760d85ad622bc9bfc7c855a786d76faff4df5dea8cb85a9936434f3c7
G_r078_uneven_coverage_5pct	78	1517304	75865	1593169	4.999986818725845	4.761892806099039	69	4	True	True	0091012d443daab2aafefd49396cf4787e068319a91254c1d54c8ed3197efd94
G_r078_uneven_coverage_10pct	78	1517304	151730	1669034	9.99997363745169	9.090887303673862	69	8	True	True	9ffec4d4656de89c758026442650480097ce4b7ec1e97c01e68a4867fe6b981b
G_r078_uneven_coverage_20pct	78	1517304	303461	1820765	20.000013181274156	16.66667582032827	69	22	True	True	e1e84d931d4229613ccb36b00a1d810dc15c2a716aff022685f9aabf7b894a6e
G_r078_uneven_coverage_40pct	78	1517304	606922	2124226	40.00002636254831	28.57144202170579	69	31	True	True	0563e45a03cc15701b02a8bbc687c364bdf4702ea2553b8a686636584abac142
G_r079_uneven_coverage_5pct	79	4551678	227584	4779262	5.000002196991966	4.761906754641198	3	1	True	True	6e00f022dd3ea7d75b71da3eb438ddb32232f01beeca2768e62d2cd448ee9d65
G_r079_uneven_coverage_10pct	79	4551678	455168	5006846	10.000004393983932	9.090912722300626	3	1	True	True	469e41d60d8f360dd0466b0ac61f5c18ed4cbaadcdc3ac992abf927dada679e0
G_r079_uneven_coverage_20pct	79	4551678	910336	5462014	20.000008787967865	16.666672769421684	3	2	True	True	f72b6a29aa10be7a2005deebc30273bc01971c6522de9fe78183b48c8f0655e5
G_r079_uneven_coverage_40pct	79	4551678	1820671	6372349	39.999995606016064	28.571426329599962	3	2	True	True	aec2925fc49a8de46f6cd044bbcbd959323278cbec8175860d4ef60d225f65af
