dataset	binset	bin_id	cluster	four_tool_common	cocopye_stage	cocopye_has_row	cocopye_scored
strain_madness	mixed	s1__SP45_S32__X__SP147_S28__c90__k2__species	SP45_S32	True	3.0	True	True
strain_madness	mixed	s1__SP6_S88__X__SP142_S23__c90__k10__species	SP6_S88	True	3.0	True	True
strain_madness	mixed	s1__SP6_S88__X__SP181_S61__c90__k2__genus	SP6_S88	True	3.0	True	True
strain_madness	mixed	s1__SP72_S55__X__MIKI-NS11__c90__k2__order	SP72_S55	True	3.0	True	True
strain_madness	mixed	s1__SP81_S64__X__MIKI-NS12__c90__k20__family	SP81_S64	True	2.0	True	True
strain_madness	mixed	s1__SP81_S64__X__MIKI-NS20__c90__k15__phylum	SP81_S64	True	3.0	True	True
strain_madness	mixed	s1__spades_AND8302_S10_L001__X__spades_ESBL7586_S7_L001__c90__k2__family	spades_AND8302_S10_L001	True	3.0	True	True
strain_madness	mixed	s1__spades_ESBL5734_S3_L001__X__spades_And7051_S7_L001__c60__k20__species	spades_ESBL5734_S3_L001	True	2.0	True	True
strain_madness	mixed	s1__spades_ESBL6409_S4_L001__X__spades_And5237_S4_L001__c75__k10__species	spades_ESBL6409_S4_L001	True	2.0	True	True
strain_madness	mixed	s1__spades_ESBL6724_S11_L001__X__spades_ESBL6760_S6_L001__c75__k10__family	spades_ESBL6724_S11_L001	True	2.0	True	True
strain_madness	mixed	s1__spades_ESBL9440_S6_L001__X__spades_And9387_S6_L001__c75__k15__family	spades_ESBL9440_S6_L001	True	2.0	True	True
strain_madness	mixed	s1__spades_VRE3043_S21_L001__X__MIKI-NS02__c75__k10__genus	spades_VRE3043_S21_L001	True	2.0	True	True
strain_madness	mixed	s1__spades_VRE3043_S21_L001__X__SP70_S53__c75__k5__order	spades_VRE3043_S21_L001	True	2.0	True	True
strain_madness	mixed	s2__SP142_S23__X__SP74_S57__c60__k15__species	SP142_S23	True	2.0	True	True
strain_madness	mixed	s2__SP166_S47__X__spades_MRSA7295_S3_L001__c90__k20__class	SP166_S47	True	3.0	True	True
strain_madness	mixed	s2__SP166_S47__X__spades_VRE3786_S19_L001__c90__k10__order	SP166_S47	True	3.0	True	True
strain_madness	mixed	s2__SP58_S44__X__spades_VRE2224_S14_L001__c90__k10__order	SP58_S44	True	3.0	True	True
strain_madness	mixed	s2__SP59_S47__X__SP20_S77__c75__k2__genus	SP59_S47	True	3.0	True	True
strain_madness	mixed	s2__SP77_S60__X__spades_VRE3253_S17_L001__c75__k2__order	SP77_S60	True	3.0	True	True
strain_madness	mixed	s2__spades_And4902_S2_L001__X__spades_ESBL6760_S6_L001__c75__k10__family	spades_And4902_S2_L001	True	2.0	True	True
strain_madness	mixed	s2__spades_ESBL6364_S9_L001__X__spades_And8381_S10_L001__c75__k20__family	spades_ESBL6364_S9_L001	True	3.0	True	True
strain_madness	mixed	s2__spades_ESBL8075_S12_L001__X__spades_And8909_S4_L001__c75__k20__family	spades_ESBL8075_S12_L001	True	2.0	True	True
strain_madness	mixed	s3__MIKI-NS25__X__MIKI-NS15__c90__k2__order	MIKI-NS25	True	3.0	True	True
strain_madness	mixed	s3__SP103_S83__X__spades_MRSA8013_S11_L001__c60__k2__class	SP103_S83	True	3.0	True	True
strain_madness	mixed	s3__SP110_S88__X__spades_MRSA8595_S7_L001__c60__k15__class	SP110_S88	True	2.0	True	True
strain_madness	mixed	s3__SP124_S6__X__MIKI-NS06__c75__k2__order	SP124_S6	True	3.0	True	True
strain_madness	mixed	s3__SP127_S8__X__SP181_S61__c75__k5__genus	SP127_S8	True	3.0	True	True
strain_madness	mixed	s3__SP127_S8__X__SP21_S92__c90__k20__genus	SP127_S8	True	2.0	True	True
strain_madness	mixed	s3__SP149_S30__X__SP21_S92__c75__k15__genus	SP149_S30	True	3.0	True	True
strain_madness	mixed	s3__SP152_S33__X__spades_MRSA7129_S1_L001__c60__k5__class	SP152_S33	True	2.0	True	True
strain_madness	mixed	s3__SP154_S35__X__SP21_S92__c90__k5__genus	SP154_S35	True	3.0	True	True
strain_madness	mixed	s3__SP157_S38__X__spades_MRSA8595_S7_L001__c75__k2__class	SP157_S38	True	3.0	True	True
strain_madness	mixed	s3__SP166_S47__X__spades_MRSA8007_S12_L001__c60__k15__class	SP166_S47	True	3.0	True	True
strain_madness	mixed	s3__SP166_S47__X__spades_VRE2857_S10_L001__c90__k2__order	SP166_S47	True	3.0	True	True
strain_madness	mixed	s3__SP173_S54__X__spades_VRE3021_S4_L001__c75__k2__order	SP173_S54	True	3.0	True	True
strain_madness	mixed	s3__SP178_S58__X__SP181_S61__c90__k5__genus	SP178_S58	True	3.0	True	True
strain_madness	mixed	s3__SP178_S58__X__SP21_S92__c75__k10__genus	SP178_S58	True	3.0	True	True
strain_madness	mixed	s3__SP179_S59__X__MIKI-NS02__c75__k15__order	SP179_S59	True	3.0	True	True
strain_madness	mixed	s3__SP179_S59__X__spades_MRSA7231_S7_L001__c60__k2__class	SP179_S59	True	3.0	True	True
strain_madness	mixed	s3__SP187_S66__X__spades_MRSA7286_S4_L001__c75__k2__class	SP187_S66	True	3.0	True	True
strain_madness	mixed	s3__SP21_S92__X__MIKI-NS12__c90__k2__family	SP21_S92	True	3.0	True	True
strain_madness	mixed	s3__SP21_S92__X__spades_MRSA7119_S2_L001__c90__k15__class	SP21_S92	True	3.0	True	True
strain_madness	mixed	s3__SP31_S18__X__spades_MRSA8602_S6_L001__c90__k5__class	SP31_S18	True	3.0	True	True
strain_madness	mixed	s3__SP87_S70__X__spades_MRSA7129_S1_L001__c90__k2__class	SP87_S70	True	3.0	True	True
strain_madness	mixed	s3__SP87_S70__X__spades_VRE3786_S19_L001__c60__k2__order	SP87_S70	True	2.0	True	True
strain_madness	mixed	s3__spades_And4246_S5_L001__X__spades_ESBL5772_S6_L001__c60__k15__family	spades_And4246_S5_L001	True	2.0	True	True
strain_madness	mixed	s3__spades_And7556_S8_L001__X__spades_ESBL5660_S7_L001__c75__k10__species	spades_And7556_S8_L001	True	3.0	True	True
strain_madness	mixed	s3__spades_ESBL5872_S5_L001__X__spades_ESBL1009_S1_L001__c60__k10__species	spades_ESBL5872_S5_L001	True	3.0	True	True
strain_madness	mixed	s3__spades_ESBL7525_S1_L001__X__spades_And5331_S1_L001__c60__k5__family	spades_ESBL7525_S1_L001	True	2.0	True	True
strain_madness	mixed	s3__spades_ESBL9251_S1_L001__X__spades_ESBL6643_S3_L001__c75__k5__genus	spades_ESBL9251_S1_L001	True	2.0	True	True
strain_madness	mixed	s4__MIKI-NS10__X__SP120_S2__c75__k10__order	MIKI-NS10	True	2.0	True	True
strain_madness	mixed	s4__SP124_S6__X__spades_VRE3783_S7_L001__c90__k15__order	SP124_S6	True	3.0	True	True
strain_madness	mixed	s4__SP133_S14__X__SP21_S92__c60__k10__genus	SP133_S14	True	3.0	True	True
strain_madness	mixed	s4__SP138_S19__X__spades_MRSA7129_S8_L001__c90__k5__class	SP138_S19	True	3.0	True	True
strain_madness	mixed	s4__SP139_S20__X__MIKI-NS02__c60__k20__order	SP139_S20	True	3.0	True	True
strain_madness	mixed	s4__SP144_S25__X__spades_VRE2237_S15_L001__c60__k2__order	SP144_S25	True	3.0	True	True
strain_madness	mixed	s4__SP155_S36__X__spades_MRSA8186_S9_L001__c75__k15__class	SP155_S36	True	3.0	True	True
strain_madness	mixed	s4__SP17_S90__X__MIKI-NS20__c60__k10__phylum	SP17_S90	True	3.0	True	True
strain_madness	mixed	s4__SP18_S91__X__spades_MRSA7124_S4_L001__c60__k2__class	SP18_S91	True	3.0	True	True
strain_madness	mixed	s4__SP33_S20__X__MIKI-NS20__c75__k2__phylum	SP33_S20	True	3.0	True	True
strain_madness	mixed	s4__SP63_S49__X__spades_MRSA7172_S1_L001__c60__k5__class	SP63_S49	True	3.0	True	True
strain_madness	mixed	s4__SP72_S55__X__MIKI-NS20__c90__k2__phylum	SP72_S55	True	3.0	True	True
strain_madness	mixed	s4__SP95_S76__X__SP21_S92__c90__k5__genus	SP95_S76	True	3.0	True	True
strain_madness	mixed	s4__spades_And9693_S1_L001__X__spades_ESBL7810_S9_L001__c90__k2__family	spades_And9693_S1_L001	True	3.0	True	True
strain_madness	mixed	s4__spades_ESBL6515_S2_L001__X__spades_And6442_S8_L001__c90__k10__species	spades_ESBL6515_S2_L001	True	3.0	True	True
strain_madness	mixed	s4__spades_MRSA7286_S4_L001__X__MIKI-NS20__c90__k20__phylum	spades_MRSA7286_S4_L001	True	2.0	True	True
strain_madness	mixed	s4__spades_MRSA7830_S9_L001__X__MIKI-NS20__c75__k5__phylum	spades_MRSA7830_S9_L001	True	3.0	True	True
strain_madness	mixed	s4__spades_MRSA7830_S9_L001__X__MIKI-NS20__c90__k5__phylum	spades_MRSA7830_S9_L001	True	3.0	True	True
strain_madness	mixed	s4__spades_MRSA8186_S9_L001__X__MIKI-NS20__c90__k5__phylum	spades_MRSA8186_S9_L001	True	2.0	True	True
strain_madness	mixed	s4__spades_VRE3786_S19_L001__X__spades_MRSA8187_S8_L001__c60__k10__class	spades_VRE3786_S19_L001	True	3.0	True	True
strain_madness	mixed	s5__MIKI-NS03__X__MIKI-NS23__c90__k20__family	MIKI-NS03	True	3.0	True	True
strain_madness	mixed	s5__MIKI-NS09__X__MIKI-NS20__c90__k10__phylum	MIKI-NS09	True	3.0	True	True
strain_madness	mixed	s5__SP109_S83__X__SP117_S95__c75__k10__genus	SP109_S83	True	3.0	True	True
strain_madness	mixed	s5__SP136_S17__X__SP181_S61__c90__k15__genus	SP136_S17	True	2.0	True	True
strain_madness	mixed	s5__SP142_S23__X__SP117_S95__c90__k5__genus	SP142_S23	True	3.0	True	True
strain_madness	mixed	s5__SP144_S25__X__MIKI-NS20__c60__k15__phylum	SP144_S25	True	2.0	True	True
strain_madness	mixed	s5__SP154_S35__X__spades_MRSA8595_S7_L001__c60__k20__class	SP154_S35	True	3.0	True	True
strain_madness	mixed	s5__SP155_S36__X__MIKI-NS12__c90__k2__family	SP155_S36	True	2.0	True	True
strain_madness	mixed	s5__SP15_S89__X__spades_MRSA7113_S2_L001__c60__k10__class	SP15_S89	True	3.0	True	True
strain_madness	mixed	s5__SP164_S45__X__MIKI-NS20__c60__k20__phylum	SP164_S45	True	3.0	True	True
strain_madness	mixed	s5__SP164_S45__X__spades_VRE3387_S5_L001__c90__k20__order	SP164_S45	True	2.0	True	True
strain_madness	mixed	s5__SP168_S49__X__spades_VRE2237_S15_L001__c75__k20__order	SP168_S49	True	2.0	True	True
strain_madness	mixed	s5__SP180_S96__X__SP117_S95__c90__k10__genus	SP180_S96	True	2.0	True	True
strain_madness	mixed	s5__SP185_S65__X__SP83_S66__c75__k20__species	SP185_S65	True	3.0	True	True
strain_madness	mixed	s5__SP24_S13__X__MIKI-NS12__c60__k2__family	SP24_S13	True	3.0	True	True
strain_madness	mixed	s5__SP24_S13__X__SP119_S1__c90__k20__genus	SP24_S13	True	2.0	True	True
strain_madness	mixed	s5__SP25_S14__X__spades_VRE3786_S19_L001__c75__k15__order	SP25_S14	True	3.0	True	True
strain_madness	mixed	s5__SP33_S20__X__SP117_S95__c90__k15__genus	SP33_S20	True	2.0	True	True
strain_madness	mixed	s5__SP3_S87__X__SP181_S61__c75__k2__genus	SP3_S87	True	3.0	True	True
strain_madness	mixed	s5__SP47_S34__X__MIKI-NS10__c90__k15__order	SP47_S34	True	2.0	True	True
strain_madness	mixed	s5__SP48_S35__X__spades_MRSA7286_S4_L001__c90__k20__class	SP48_S35	True	3.0	True	True
strain_madness	mixed	s5__SP48_S35__X__spades_MRSA8758_S5_L001__c90__k15__class	SP48_S35	True	3.0	True	True
strain_madness	mixed	s5__SP64_S79__X__spades_VRE3783_S7_L001__c75__k10__order	SP64_S79	True	3.0	True	True
strain_madness	mixed	s5__SP72_S55__X__spades_VRE3253_S17_L001__c75__k5__order	SP72_S55	True	2.0	True	True
strain_madness	mixed	s5__SP74_S57__X__SP181_S61__c75__k20__genus	SP74_S57	True	2.0	True	True
strain_madness	mixed	s5__SP78_S61__X__spades_VRE2224_S14_L001__c90__k5__order	SP78_S61	True	3.0	True	True
strain_madness	mixed	s5__spades_And4500_S1_L001__X__spades_And7556_S8_L001__c75__k20__family	spades_And4500_S1_L001	True	2.0	True	True
strain_madness	mixed	s5__spades_And5388_S8_L001__X__spades_And8381_S10_L001__c90__k2__family	spades_And5388_S8_L001	True	3.0	True	True
strain_madness	mixed	s5__spades_And6400_S11_L001__X__spades_ESBL9046_S6_L001__c75__k2__family	spades_And6400_S11_L001	True	3.0	True	True
strain_madness	mixed	s5__spades_And9653_S7_L001__X__spades_ESBL9654_S5_L001__c75__k2__species	spades_And9653_S7_L001	True	3.0	True	True
strain_madness	mixed	s5__spades_ESBL6418_S2_L001__X__spades_And8457_S3_L001__c75__k2__family	spades_ESBL6418_S2_L001	True	3.0	True	True
strain_madness	mixed	s5__spades_VRE2906_S11_L001__X__SP188_S67__c90__k2__order	spades_VRE2906_S11_L001	True	3.0	True	True
strain_madness	mixed	s5__spades_VRE2943_S1_L001__X__MIKI-NS20__c60__k5__phylum	spades_VRE2943_S1_L001	True	3.0	True	True
strain_madness	mixed	s5__spades_VRE3253_S17_L001__X__MIKI-NS02__c90__k15__genus	spades_VRE3253_S17_L001	True	2.0	True	True
strain_madness	mixed	s6__MIKI-NS02__X__MIKI-NS20__c75__k20__phylum	MIKI-NS02	True	2.0	True	True
strain_madness	mixed	s6__MIKI-NS11__X__spades_MRSA7113_S2_L001__c90__k2__class	MIKI-NS11	True	3.0	True	True
strain_madness	mixed	s6__MIKI-NS24__X__MIKI-NS25__c90__k2__species	MIKI-NS24	True	3.0	True	True
strain_madness	mixed	s6__SP100_S81__X__SP134_S15__c90__k5__species	SP100_S81	True	3.0	True	True
strain_madness	mixed	s6__SP100_S81__X__SP20_S77__c60__k15__genus	SP100_S81	True	3.0	True	True
strain_madness	mixed	s6__SP110_S88__X__SP20_S77__c60__k20__genus	SP110_S88	True	3.0	True	True
strain_madness	mixed	s6__SP112_S90__X__MIKI-NS20__c75__k20__phylum	SP112_S90	True	3.0	True	True
strain_madness	mixed	s6__SP112_S90__X__spades_MRSA7286_S4_L001__c90__k15__class	SP112_S90	True	3.0	True	True
strain_madness	mixed	s6__SP118_S96__X__spades_VRE2857_S10_L001__c60__k20__order	SP118_S96	True	2.0	True	True
strain_madness	mixed	s6__SP144_S25__X__MIKI-NS13__c75__k2__class	SP144_S25	True	3.0	True	True
strain_madness	mixed	s6__SP157_S38__X__spades_VRE2857_S10_L001__c75__k5__order	SP157_S38	True	3.0	True	True
strain_madness	mixed	s6__SP162_S43__X__MIKI-NS12__c60__k10__family	SP162_S43	True	2.0	True	True
strain_madness	mixed	s6__SP170_S51__X__spades_VRE3783_S7_L001__c60__k5__order	SP170_S51	True	3.0	True	True
strain_madness	mixed	s6__SP178_S58__X__SP181_S61__c60__k2__genus	SP178_S58	True	2.0	True	True
strain_madness	mixed	s6__SP179_S59__X__MIKI-NS12__c75__k2__family	SP179_S59	True	2.0	True	True
strain_madness	mixed	s6__SP198_S01__X__MIKI-NS12__c75__k15__family	SP198_S01	True	3.0	True	True
strain_madness	mixed	s6__SP20_S77__X__spades_MRSA8007_S12_L001__c90__k20__class	SP20_S77	True	2.0	True	True
strain_madness	mixed	s6__SP20_S77__X__spades_VRE3043_S21_L001__c75__k10__order	SP20_S77	True	3.0	True	True
strain_madness	mixed	s6__SP32_S19__X__SP117_S95__c90__k5__genus	SP32_S19	True	2.0	True	True
strain_madness	mixed	s6__SP32_S19__X__SP159_S40__c60__k20__species	SP32_S19	True	3.0	True	True
strain_madness	mixed	s6__SP50_S37__X__spades_MRSA8013_S11_L001__c60__k15__class	SP50_S37	True	3.0	True	True
strain_madness	mixed	s6__SP57_S43__X__spades_MRSA9344_S6_L001__c75__k2__class	SP57_S43	True	3.0	True	True
strain_madness	mixed	s6__SP7_S4__X__SP128_S9__c75__k15__species	SP7_S4	True	2.0	True	True
strain_madness	mixed	s6__SP95_S76__X__MIKI-NS20__c60__k2__phylum	SP95_S76	True	3.0	True	True
strain_madness	mixed	s6__spades_And11624_S6_L001__X__spades_ESBL7410_S11_L001__c90__k15__family	spades_And11624_S6_L001	True	2.0	True	True
strain_madness	mixed	s6__spades_And6166_S1_L001__X__spades_ESBL9250_S3_L001__c60__k2__species	spades_And6166_S1_L001	True	3.0	True	True
strain_madness	mixed	s6__spades_And8655_S10_L001__X__spades_And5284_S5_L001__c90__k10__species	spades_And8655_S10_L001	True	3.0	True	True
strain_madness	mixed	s6__spades_And8655_S10_L001__X__spades_ESBL6661_S8_L001__c75__k10__family	spades_And8655_S10_L001	True	3.0	True	True
strain_madness	mixed	s6__spades_ESBL5772_S6_L001__X__spades_ESBL5817_S7_L001__c60__k20__species	spades_ESBL5772_S6_L001	True	2.0	True	True
strain_madness	mixed	s6__spades_MRSA7124_S4_L001__X__MIKI-NS20__c60__k5__phylum	spades_MRSA7124_S4_L001	True	3.0	True	True
strain_madness	mixed	s6__spades_MRSA7129_S1_L001__X__MIKI-NS20__c90__k20__phylum	spades_MRSA7129_S1_L001	True	3.0	True	True
strain_madness	mixed	s6__spades_MRSA8758_S5_L001__X__MIKI-NS20__c75__k5__phylum	spades_MRSA8758_S5_L001	True	3.0	True	True
strain_madness	mixed	s6__spades_MRSA9344_S6_L001__X__spades_MRSA7129_S1_L001__c90__k20__species	spades_MRSA9344_S6_L001	True	2.0	True	True
strain_madness	mixed	s6__spades_MRSA9344_S6_L001__X__spades_MRSA8007_S12_L001__c90__k15__species	spades_MRSA9344_S6_L001	True	2.0	True	True
strain_madness	mixed	s6__spades_VRE2770_S9_L001__X__MIKI-NS02__c90__k10__genus	spades_VRE2770_S9_L001	True	3.0	True	True
strain_madness	mixed	s6__spades_VRE3342_S6_L001__X__MIKI-NS02__c60__k2__genus	spades_VRE3342_S6_L001	True	3.0	True	True
strain_madness	mixed	s6__spades_VRE3342_S6_L001__X__SP120_S2__c60__k20__order	spades_VRE3342_S6_L001	True	2.0	True	True
strain_madness	mixed	s7__SP115_S93__X__SP117_S95__c75__k10__genus	SP115_S93	True	3.0	True	True
strain_madness	mixed	s7__SP115_S93__X__spades_MRSA7129_S1_L001__c75__k5__class	SP115_S93	True	3.0	True	True
strain_madness	mixed	s7__SP122_S4__X__MIKI-NS02__c90__k20__order	SP122_S4	True	3.0	True	True
strain_madness	mixed	s7__SP144_S25__X__SP131_S12__c75__k10__species	SP144_S25	True	3.0	True	True
strain_madness	mixed	s7__SP144_S25__X__spades_MRSA7133_S3_L001__c90__k2__class	SP144_S25	True	3.0	True	True
strain_madness	mixed	s7__SP182_S62__X__SP119_S1__c90__k20__genus	SP182_S62	True	2.0	True	True
strain_madness	mixed	s7__SP27_S15__X__spades_MRSA7286_S4_L001__c90__k2__class	SP27_S15	True	3.0	True	True
strain_madness	mixed	s7__SP27_S15__X__spades_VRE2943_S1_L001__c90__k15__order	SP27_S15	True	3.0	True	True
strain_madness	mixed	s7__SP39_S26__X__spades_VRE3967_S23_L001__c60__k15__order	SP39_S26	True	2.0	True	True
strain_madness	mixed	s7__SP54_S40__X__MIKI-NS20__c60__k2__phylum	SP54_S40	True	2.0	True	True
strain_madness	mixed	s7__SP65_S80__X__MIKI-NS20__c60__k5__phylum	SP65_S80	True	2.0	True	True
strain_madness	mixed	s7__SP72_S55__X__SP42_S29__c60__k15__species	SP72_S55	True	2.0	True	True
strain_madness	mixed	s7__SP94_S75__X__spades_VRE3786_S19_L001__c75__k5__order	SP94_S75	True	3.0	True	True
strain_madness	mixed	s7__spades_And5237_S4_L001__X__spades_ESBL6643_S3_L001__c90__k2__genus	spades_And5237_S4_L001	True	3.0	True	True
strain_madness	mixed	s7__spades_ESBL6164_S11_L001__X__spades_ESBL5481_S10_L001__c60__k5__species	spades_ESBL6164_S11_L001	True	3.0	True	True
strain_madness	mixed	s7__spades_ESBL6210_S10_L001__X__spades_ESBL6643_S3_L001__c75__k20__family	spades_ESBL6210_S10_L001	True	3.0	True	True
strain_madness	mixed	s7__spades_ESBL6409_S4_L001__X__spades_ESBL6643_S3_L001__c60__k10__genus	spades_ESBL6409_S4_L001	True	2.0	True	True
strain_madness	mixed	s7__spades_ESBL8960_S8_L001__X__spades_ESBL6643_S3_L001__c75__k2__genus	spades_ESBL8960_S8_L001	True	2.0	True	True
strain_madness	mixed	s7__spades_VRE3056_S20_L001__X__SP170_S51__c75__k15__order	spades_VRE3056_S20_L001	True	3.0	True	True
strain_madness	mixed	s7__spades_VRE3056_S20_L001__X__spades_MRSA8602_S6_L001__c60__k20__class	spades_VRE3056_S20_L001	True	2.0	True	True
strain_madness	mixed	s8__MIKI-NS20__X__SP196_S75__c75__k20__phylum	MIKI-NS20	True	2.0	True	True
strain_madness	mixed	s8__SP133_S14__X__SP160_S41__c75__k2__species	SP133_S14	True	3.0	True	True
strain_madness	mixed	s8__SP133_S14__X__spades_VRE3387_S5_L001__c60__k15__order	SP133_S14	True	3.0	True	True
strain_madness	mixed	s8__SP144_S25__X__MIKI-NS20__c75__k2__phylum	SP144_S25	True	3.0	True	True
strain_madness	mixed	s8__SP148_S29__X__MIKI-NS20__c60__k2__phylum	SP148_S29	True	3.0	True	True
strain_madness	mixed	s8__SP178_S58__X__SP121_S3__c90__k2__species	SP178_S58	True	3.0	True	True
strain_madness	mixed	s8__SP180_S96__X__spades_VRE3043_S21_L001__c90__k15__order	SP180_S96	True	2.0	True	True
strain_madness	mixed	s8__SP194_S73__X__spades_VRE3277_S16_L001__c90__k5__order	SP194_S73	True	3.0	True	True
strain_madness	mixed	s8__SP196_S75__X__SP21_S92__c60__k5__genus	SP196_S75	True	3.0	True	True
strain_madness	mixed	s8__SP47_S34__X__MIKI-NS20__c75__k5__phylum	SP47_S34	True	3.0	True	True
strain_madness	mixed	s8__SP50_S37__X__SP128_S9__c60__k10__species	SP50_S37	True	2.0	True	True
strain_madness	mixed	s8__SP57_S43__X__SP190_S69__c75__k20__species	SP57_S43	True	2.0	True	True
strain_madness	mixed	s8__SP60_S48__X__MIKI-NS20__c60__k5__phylum	SP60_S48	True	3.0	True	True
strain_madness	mixed	s8__SP7_S4__X__SP181_S61__c90__k20__genus	SP7_S4	True	2.0	True	True
strain_madness	mixed	s8__SP84_S67__X__SP68_S51__c60__k15__genus	SP84_S67	True	2.0	True	True
strain_madness	mixed	s8__SP87_S70__X__spades_MRSA9344_S6_L001__c60__k2__class	SP87_S70	True	3.0	True	True
strain_madness	mixed	s8__spades_And5533_S9_L001__X__spades_And4892_S4_L001__c60__k5__family	spades_And5533_S9_L001	True	3.0	True	True
strain_madness	mixed	s8__spades_And9693_S1_L001__X__spades_ESBL9440_S6_L001__c90__k20__family	spades_And9693_S1_L001	True	2.0	True	True
strain_madness	mixed	s8__spades_And9746_S7_L001__X__spades_And9722_S8_L001__c90__k10__family	spades_And9746_S7_L001	True	3.0	True	True
strain_madness	mixed	s8__spades_ESBL5784_S3_L001__X__spades_And4955_S10_L001__c75__k2__species	spades_ESBL5784_S3_L001	True	2.0	True	True
strain_madness	mixed	s8__spades_VRE3342_S6_L001__X__MIKI-NS20__c60__k20__phylum	spades_VRE3342_S6_L001	True	3.0	True	True
strain_madness	mixed	s8__spades_VRE3342_S6_L001__X__SP116_S94__c75__k10__order	spades_VRE3342_S6_L001	True	2.0	True	True
strain_madness	mixed	s9__MIKI-NS09__X__MIKI-NS20__c75__k5__phylum	MIKI-NS09	True	3.0	True	True
strain_madness	mixed	s9__MIKI-NS09__X__SP99_S80__c60__k20__order	MIKI-NS09	True	3.0	True	True
strain_madness	mixed	s9__SP110_S88__X__MIKI-NS12__c90__k15__family	SP110_S88	True	2.0	True	True
strain_madness	mixed	s9__SP110_S88__X__MIKI-NS20__c90__k10__phylum	SP110_S88	True	3.0	True	True
strain_madness	mixed	s9__SP110_S88__X__spades_VRE3342_S6_L001__c90__k5__order	SP110_S88	True	3.0	True	True
strain_madness	mixed	s9__SP111_S89__X__MIKI-NS13__c60__k5__class	SP111_S89	True	3.0	True	True
strain_madness	mixed	s9__SP120_S2__X__MIKI-NS20__c90__k2__phylum	SP120_S2	True	3.0	True	True
strain_madness	mixed	s9__SP130_S11__X__spades_MRSA7231_S7_L001__c75__k20__class	SP130_S11	True	3.0	True	True
strain_madness	mixed	s9__SP135_S16__X__SP119_S1__c75__k15__genus	SP135_S16	True	2.0	True	True
strain_madness	mixed	s9__SP149_S30__X__MIKI-NS12__c75__k15__family	SP149_S30	True	3.0	True	True
strain_madness	mixed	s9__SP163_S44__X__SP179_S59__c75__k10__species	SP163_S44	True	2.0	True	True
strain_madness	mixed	s9__SP178_S58__X__SP21_S92__c60__k5__genus	SP178_S58	True	2.0	True	True
strain_madness	mixed	s9__SP182_S62__X__MIKI-NS12__c75__k15__family	SP182_S62	True	2.0	True	True
strain_madness	mixed	s9__SP40_S27__X__SP109_S83__c60__k15__species	SP40_S27	True	2.0	True	True
strain_madness	mixed	s9__SP79_S62__X__SP132_S13__c75__k2__species	SP79_S62	True	3.0	True	True
strain_madness	mixed	s9__SP91_S72__X__SP117_S95__c90__k2__genus	SP91_S72	True	3.0	True	True
strain_madness	mixed	s9__SP91_S72__X__spades_MRSA7129_S8_L001__c60__k5__class	SP91_S72	True	3.0	True	True
strain_madness	mixed	s9__SP9_S6__X__spades_MRSA7133_S3_L001__c60__k20__class	SP9_S6	True	2.0	True	True
strain_madness	mixed	s9__spades_And5315_S3_L001__X__spades_ESBL6409_S4_L001__c75__k15__species	spades_And5315_S3_L001	True	2.0	True	True
strain_madness	mixed	s9__spades_And7225_S6_L001__X__spades_ESBL7431_S12_L001__c60__k20__family	spades_And7225_S6_L001	True	2.0	True	True
strain_madness	mixed	s9__spades_And9183_S10_L001__X__spades_ESBL6759Q_S12_L001__c90__k2__family	spades_And9183_S10_L001	True	3.0	True	True
strain_madness	mixed	s9__spades_ESBL10055_S8_L001__X__spades_And4355_S8_L001__c75__k15__species	spades_ESBL10055_S8_L001	True	3.0	True	True
strain_madness	mixed	s9__spades_ESBL5772_S6_L001__X__spades_ESBL7234_S12_L001__c75__k10__species	spades_ESBL5772_S6_L001	True	3.0	True	True
strain_madness	mixed	s9__spades_ESBL7862_S8_L001__X__spades_ESBL6643_S3_L001__c75__k2__genus	spades_ESBL7862_S8_L001	True	3.0	True	True
strain_madness	mixed	s9__spades_ESBL9440_S6_L001__X__spades_And9722_S8_L001__c60__k10__family	spades_ESBL9440_S6_L001	True	3.0	True	True
strain_madness	mixed	s9__spades_VRE2237_S15_L001__X__SP97_S78__c75__k20__order	spades_VRE2237_S15_L001	True	2.0	True	True
strain_madness	mixed	s9__spades_VRE2237_S15_L001__X__spades_MRSA7830_S9_L001__c60__k10__class	spades_VRE2237_S15_L001	True	3.0	True	True
strain_madness	mixed	s9__spades_VRE3043_S21_L001__X__spades_VRE3021_S4_L001__c90__k10__species	spades_VRE3043_S21_L001	True	3.0	True	True
strain_madness	mixed	s9__spades_VRE3342_S6_L001__X__SP161_S42__c90__k15__order	spades_VRE3342_S6_L001	True	2.0	True	True
strain_madness	mixed	s0__MIKI-NS09__X__MIKI-NS06__c90__k5__genus	MIKI-NS09	True	3.0	True	True
strain_madness	mixed	s0__SP101_S82__X__MIKI-NS10__c90__k2__order	SP101_S82	True	3.0	True	True
strain_madness	mixed	s0__SP121_S3__X__MIKI-NS20__c60__k20__phylum	SP121_S3	True	2.0	True	True
strain_madness	mixed	s0__SP137_S18__X__MIKI-NS20__c90__k5__phylum	SP137_S18	True	3.0	True	True
strain_madness	mixed	s0__SP160_S41__X__SP7_S4__c60__k15__species	SP160_S41	True	2.0	True	True
strain_madness	mixed	s0__SP188_S67__X__MIKI-NS20__c60__k2__phylum	SP188_S67	True	3.0	True	True
